anio,tipo_eleccion,seccion_id,seccion_nombre,circuito_id,partido_electoral,votos_positivos,total_electores,total_votos_positivos,pct_votos
2015,presidencial,10,Comuna 10,112,PJ,3082,25653,6631,46.48
2015,presidencial,10,Comuna 10,112,PS,357,8551,6631,5.38
2015,presidencial,11,Comuna 11,113,Centroderecha,4695,12859,10245,45.83
2015,presidencial,11,Comuna 11,113,Izquierda,449,12859,10245,4.38
2015,presidencial,11,Comuna 11,113,PJ,4582,38577,10245,44.72
2015,presidencial,11,Comuna 11,113,PS,519,12859,10245,5.07
2015,presidencial,11,Comuna 11,114,Centroderecha,6068,16749,13006,46.66
2015,presidencial,11,Comuna 11,114,Izquierda,644,16749,13006,4.95
2015,presidencial,11,Comuna 11,114,PJ,5620,50247,13006,43.21
2015,presidencial,11,Comuna 11,114,PS,674,16749,13006,5.18
2015,presidencial,11,Comuna 11,115,Centroderecha,4279,12326,9748,43.9
2015,presidencial,11,Comuna 11,115,Izquierda,528,12326,9748,5.42
2015,presidencial,11,Comuna 11,115,PJ,4400,36978,9748,45.14
2015,presidencial,11,Comuna 11,115,PS,541,12326,9748,5.55
2015,presidencial,11,Comuna 11,116,Centroderecha,6100,17543,13996,43.58
2015,presidencial,11,Comuna 11,116,Izquierda,709,17543,13996,5.07
2015,presidencial,11,Comuna 11,116,PJ,6339,52629,13996,45.29
2015,presidencial,11,Comuna 11,116,PS,848,17543,13996,6.06
2015,presidencial,11,Comuna 11,117,Centroderecha,7024,18273,14582,48.17
2015,presidencial,11,Comuna 11,117,Izquierda,608,18273,14582,4.17
2015,presidencial,11,Comuna 11,117,PJ,6055,54819,14582,41.52
2015,presidencial,11,Comuna 11,117,PS,895,18273,14582,6.14
2015,presidencial,11,Comuna 11,118,Centroderecha,6062,14290,11482,52.8
2015,presidencial,11,Comuna 11,118,Izquierda,459,14290,11482,4.0
2015,presidencial,11,Comuna 11,118,PJ,4239,42870,11482,36.92
2015,presidencial,11,Comuna 11,118,PS,722,14290,11482,6.29
2015,presidencial,11,Comuna 11,119,Centroderecha,7462,18163,14669,50.87
2015,presidencial,11,Comuna 11,119,Izquierda,589,18163,14669,4.02
2015,presidencial,11,Comuna 11,119,PJ,5779,54489,14669,39.4
2015,presidencial,11,Comuna 11,119,PS,839,18163,14669,5.72
2015,presidencial,11,Comuna 11,120,Centroderecha,8232,19116,15418,53.39
2015,presidencial,11,Comuna 11,120,Izquierda,532,19116,15418,3.45
2015,presidencial,11,Comuna 11,120,PJ,5792,57348,15418,37.57
2015,presidencial,11,Comuna 11,120,PS,862,19116,15418,5.59
2015,presidencial,11,Comuna 11,121,Centroderecha,6483,15491,12535,51.72
2015,presidencial,11,Comuna 11,121,Izquierda,469,15491,12535,3.74
2015,presidencial,11,Comuna 11,121,PJ,4971,46473,12535,39.66
2015,presidencial,11,Comuna 11,121,PS,612,15491,12535,4.88
2015,presidencial,11,Comuna 11,122,Centroderecha,7094,13855,11042,64.25
2015,presidencial,11,Comuna 11,122,Izquierda,324,13855,11042,2.93
2015,presidencial,11,Comuna 11,122,PJ,3083,41565,11042,27.92
2015,presidencial,11,Comuna 11,122,PS,541,13855,11042,4.9
2015,presidencial,11,Comuna 11,123,Centroderecha,6012,14187,11399,52.74
2015,presidencial,11,Comuna 11,123,Izquierda,425,14187,11399,3.73
2015,presidencial,11,Comuna 11,123,PJ,4298,42561,11399,37.71
2015,presidencial,11,Comuna 11,123,PS,664,14187,11399,5.83
2015,presidencial,12,Comuna 12,124,Centroderecha,6423,16585,13391,47.97
2015,presidencial,12,Comuna 12,124,Izquierda,608,16585,13391,4.54
2015,presidencial,12,Comuna 12,124,PJ,5673,49755,13391,42.36
2015,presidencial,12,Comuna 12,124,PS,687,16585,13391,5.13
2015,presidencial,12,Comuna 12,125,Centroderecha,8777,21042,17160,51.15
2015,presidencial,12,Comuna 12,125,Izquierda,720,21042,17160,4.2
2015,presidencial,12,Comuna 12,125,PJ,6731,63126,17160,39.22
2015,presidencial,12,Comuna 12,125,PS,932,21042,17160,5.43
2015,presidencial,12,Comuna 12,126,Centroderecha,7201,17858,14526,49.57
2015,presidencial,12,Comuna 12,126,Izquierda,648,17858,14526,4.46
2015,presidencial,12,Comuna 12,126,PJ,5939,53574,14526,40.89
2015,presidencial,12,Comuna 12,126,PS,738,17858,14526,5.08
2015,presidencial,12,Comuna 12,127,Centroderecha,11063,23174,18705,59.14
2015,presidencial,12,Comuna 12,127,Izquierda,655,23174,18705,3.5
2015,presidencial,12,Comuna 12,127,PJ,5969,69522,18705,31.91
2015,presidencial,12,Comuna 12,127,PS,1018,23174,18705,5.44
2015,presidencial,12,Comuna 12,128,Centroderecha,7976,19059,15473,51.55
2015,presidencial,12,Comuna 12,128,Izquierda,652,19059,15473,4.21
2015,presidencial,12,Comuna 12,128,PJ,5906,57177,15473,38.17
2015,presidencial,12,Comuna 12,128,PS,939,19059,15473,6.07
2015,presidencial,12,Comuna 12,129,Centroderecha,10939,24851,19931,54.88
2015,presidencial,12,Comuna 12,129,Izquierda,847,24851,19931,4.25
2015,presidencial,12,Comuna 12,129,PJ,7012,74553,19931,35.18
2015,presidencial,12,Comuna 12,129,PS,1133,24851,19931,5.68
2015,presidencial,12,Comuna 12,130,Centroderecha,7684,17873,14150,54.3
2015,presidencial,12,Comuna 12,130,Izquierda,641,17873,14150,4.53
2015,presidencial,12,Comuna 12,130,PJ,4855,53619,14150,34.31
2015,presidencial,12,Comuna 12,130,PS,970,17873,14150,6.86
2015,presidencial,12,Comuna 12,131,Centroderecha,2324,5663,4562,50.94
2015,presidencial,12,Comuna 12,131,Izquierda,205,5663,4562,4.49
2015,presidencial,12,Comuna 12,131,PJ,1790,16989,4562,39.24
2015,presidencial,12,Comuna 12,131,PS,243,5663,4562,5.33
2015,presidencial,12,Comuna 12,132,Centroderecha,8238,20485,16445,50.09
2015,presidencial,12,Comuna 12,132,Izquierda,699,20485,16445,4.25
2015,presidencial,12,Comuna 12,132,PJ,6639,61455,16445,40.37
2015,presidencial,12,Comuna 12,132,PS,869,20485,16445,5.28
2015,presidencial,12,Comuna 12,133,Centroderecha,8948,20349,16377,54.64
2015,presidencial,12,Comuna 12,133,Izquierda,665,20349,16377,4.06
2015,presidencial,12,Comuna 12,133,PJ,5832,61047,16377,35.61
2015,presidencial,12,Comuna 12,133,PS,932,20349,16377,5.69
2015,presidencial,13,Comuna 13,134,Centroderecha,4158,8678,6721,61.87
2015,presidencial,13,Comuna 13,134,Izquierda,246,8678,6721,3.66
2015,presidencial,13,Comuna 13,134,PJ,1927,26034,6721,28.67
2015,presidencial,13,Comuna 13,134,PS,390,8678,6721,5.8
2015,presidencial,13,Comuna 13,135,Centroderecha,5699,11382,9128,62.43
2015,presidencial,13,Comuna 13,135,Izquierda,306,11382,9128,3.35
2015,presidencial,13,Comuna 13,135,PJ,2565,34146,9128,28.1
2015,presidencial,13,Comuna 13,135,PS,558,11382,9128,6.11
2015,presidencial,13,Comuna 13,136,Centroderecha,6868,14819,11734,58.53
2015,presidencial,13,Comuna 13,136,Izquierda,477,14819,11734,4.07
2015,presidencial,13,Comuna 13,136,PJ,3668,44457,11734,31.26
2015,presidencial,13,Comuna 13,136,PS,721,14819,11734,6.14
2015,presidencial,13,Comuna 13,137,Centroderecha,6373,13810,10925,58.33
2015,presidencial,13,Comuna 13,137,Izquierda,462,13810,10925,4.23
2015,presidencial,13,Comuna 13,137,PJ,3432,41430,10925,31.41
2015,presidencial,13,Comuna 13,137,PS,658,13810,10925,6.02
2015,presidencial,13,Comuna 13,138,Centroderecha,14331,28674,22354,64.11
2015,presidencial,13,Comuna 13,138,Izquierda,735,28674,22354,3.29
2015,presidencial,13,Comuna 13,138,PJ,6088,86022,22354,27.23
2015,presidencial,13,Comuna 13,138,PS,1200,28674,22354,5.37
2015,presidencial,13,Comuna 13,139,Centroderecha,9340,18066,13957,66.92
2015,presidencial,13,Comuna 13,139,Izquierda,413,18066,13957,2.96
2015,presidencial,13,Comuna 13,139,PJ,3475,54198,13957,24.9
2015,presidencial,13,Comuna 13,139,PS,729,18066,13957,5.22
2015,presidencial,13,Comuna 13,140,Centroderecha,3926,8440,6453,60.84
2015,presidencial,13,Comuna 13,140,Izquierda,254,8440,6453,3.94
2015,presidencial,13,Comuna 13,140,PJ,1874,25320,6453,29.04
2015,presidencial,13,Comuna 13,140,PS,399,8440,6453,6.18
2015,presidencial,13,Comuna 13,141,Centroderecha,7318,14498,11117,65.83
2015,presidencial,13,Comuna 13,141,Izquierda,311,14498,11117,2.8
2015,presidencial,13,Comuna 13,141,PJ,2887,43494,11117,25.97
2015,presidencial,13,Comuna 13,141,PS,601,14498,11117,5.41
2015,presidencial,13,Comuna 13,142,Centroderecha,14638,24536,18613,78.64
2015,presidencial,13,Comuna 13,142,Izquierda,326,24536,18613,1.75
2015,presidencial,13,Comuna 13,142,PJ,2957,73608,18613,15.89
2015,presidencial,13,Comuna 13,142,PS,692,24536,18613,3.72
2015,presidencial,13,Comuna 13,143,Centroderecha,9183,18031,13774,66.67
2015,presidencial,13,Comuna 13,143,Izquierda,426,18031,13774,3.09
2015,presidencial,13,Comuna 13,143,PJ,3404,54093,13774,24.71
2015,presidencial,13,Comuna 13,143,PS,761,18031,13774,5.52
2015,presidencial,13,Comuna 13,144,Centroderecha,4472,8210,6289,71.11
2015,presidencial,13,Comuna 13,144,Izquierda,176,8210,6289,2.8
2015,presidencial,13,Comuna 13,144,PJ,1298,24630,6289,20.64
2015,presidencial,13,Comuna 13,144,PS,343,8210,6289,5.45
2015,presidencial,13,Comuna 13,145,Centroderecha,6548,15341,12135,53.96
2015,presidencial,13,Comuna 13,145,Izquierda,564,15341,12135,4.65
2015,presidencial,13,Comuna 13,145,PJ,4170,46023,12135,34.36
2015,presidencial,13,Comuna 13,145,PS,853,15341,12135,7.03
2015,presidencial,13,Comuna 13,146,Centroderecha,4713,11732,9229,51.07
2015,presidencial,13,Comuna 13,146,Izquierda,425,11732,9229,4.61
2015,presidencial,13,Comuna 13,146,PJ,3494,35196,9229,37.86
2015,presidencial,13,Comuna 13,146,PS,597,11732,9229,6.47
2015,presidencial,13,Comuna 13,147,Centroderecha,10579,20916,16060,65.87
2015,presidencial,13,Comuna 13,147,Izquierda,506,20916,16060,3.15
2015,presidencial,13,Comuna 13,147,PJ,4095,62748,16060,25.5
2015,presidencial,13,Comuna 13,147,PS,880,20916,16060,5.48
2015,presidencial,14,Comuna 14,148,Centroderecha,12356,22688,17513,70.55
2015,presidencial,14,Comuna 14,148,Izquierda,471,22688,17513,2.69
2015,presidencial,14,Comuna 14,148,PJ,3822,68064,17513,21.82
2015,presidencial,14,Comuna 14,148,PS,864,22688,17513,4.93
2015,presidencial,14,Comuna 14,149,Centroderecha,13888,25305,19277,72.04
2015,presidencial,14,Comuna 14,149,Izquierda,410,25305,19277,2.13
2015,presidencial,14,Comuna 14,149,PJ,4176,75915,19277,21.66
2015,presidencial,14,Comuna 14,149,PS,803,25305,19277,4.17
2015,presidencial,14,Comuna 14,150,Centroderecha,8236,13260,10055,81.91
2015,presidencial,14,Comuna 14,150,Izquierda,118,13260,10055,1.17
2015,presidencial,14,Comuna 14,150,PJ,1413,39780,10055,14.05
2015,presidencial,14,Comuna 14,150,PS,288,13260,10055,2.86
2015,presidencial,14,Comuna 14,151,Centroderecha,14226,25776,19517,72.89
2015,presidencial,14,Comuna 14,151,Izquierda,412,25776,19517,2.11
2015,presidencial,14,Comuna 14,151,PJ,4006,77328,19517,20.53
2015,presidencial,14,Comuna 14,151,PS,873,25776,19517,4.47
2015,presidencial,14,Comuna 14,152,Centroderecha,10649,20622,15338,69.43
2015,presidencial,14,Comuna 14,152,Izquierda,407,20622,15338,2.65
2015,presidencial,14,Comuna 14,152,PJ,3494,61866,15338,22.78
2015,presidencial,14,Comuna 14,152,PS,788,20622,15338,5.14
2015,presidencial,14,Comuna 14,153,Centroderecha,11204,24660,18726,59.83
2015,presidencial,14,Comuna 14,153,Izquierda,715,24660,18726,3.82
2015,presidencial,14,Comuna 14,153,PJ,5630,73980,18726,30.07
2015,presidencial,14,Comuna 14,153,PS,1177,24660,18726,6.29
2015,presidencial,14,Comuna 14,154,Centroderecha,11510,27228,20455,56.27
2015,presidencial,14,Comuna 14,154,Izquierda,864,27228,20455,4.22
2015,presidencial,14,Comuna 14,154,PJ,6826,81684,20455,33.37
2015,presidencial,14,Comuna 14,154,PS,1255,27228,20455,6.14
2015,presidencial,14,Comuna 14,155,Centroderecha,9603,23157,17853,53.79
2015,presidencial,14,Comuna 14,155,Izquierda,729,23157,17853,4.08
2015,presidencial,14,Comuna 14,155,PJ,6475,69471,17853,36.27
2015,presidencial,14,Comuna 14,155,PS,1046,23157,17853,5.86
2015,presidencial,14,Comuna 14,156,Centroderecha,3762,10510,7882,47.73
2015,presidencial,14,Comuna 14,156,Izquierda,421,10510,7882,5.34
2015,presidencial,14,Comuna 14,156,PJ,3185,31530,7882,40.41
2015,presidencial,14,Comuna 14,156,PS,514,10510,7882,6.52
2015,presidencial,14,Comuna 14,157,Centroderecha,6027,16332,12495,48.24
2015,presidencial,14,Comuna 14,157,Izquierda,654,16332,12495,5.23
2015,presidencial,14,Comuna 14,157,PJ,4907,48996,12495,39.27
2015,presidencial,14,Comuna 14,157,PS,907,16332,12495,7.26
2015,presidencial,15,Comuna 15,158,Centroderecha,7302,20187,15371,47.51
2015,presidencial,15,Comuna 15,158,Izquierda,805,20187,15371,5.24
2015,presidencial,15,Comuna 15,158,PJ,6143,60561,15371,39.96
2015,presidencial,15,Comuna 15,158,PS,1121,20187,15371,7.29
2015,presidencial,15,Comuna 15,159,Centroderecha,4126,12105,9183,44.93
2015,presidencial,15,Comuna 15,159,Izquierda,437,12105,9183,4.76
2015,presidencial,15,Comuna 15,159,PJ,4046,36315,9183,44.06
2015,presidencial,15,Comuna 15,159,PS,574,12105,9183,6.25
2015,presidencial,15,Comuna 15,160,Centroderecha,8535,23559,17868,47.77
2015,presidencial,15,Comuna 15,160,Izquierda,905,23559,17868,5.06
2015,presidencial,15,Comuna 15,160,PJ,7156,70677,17868,40.05
2015,presidencial,15,Comuna 15,160,PS,1272,23559,17868,7.12
2015,presidencial,15,Comuna 15,161,Centroderecha,6963,20539,15791,44.09
2015,presidencial,15,Comuna 15,161,Izquierda,921,20539,15791,5.83
2015,presidencial,15,Comuna 15,161,PJ,6803,61617,15791,43.08
2015,presidencial,15,Comuna 15,161,PS,1104,20539,15791,6.99
2015,presidencial,15,Comuna 15,162,Centroderecha,5181,17112,13047,39.71
2015,presidencial,15,Comuna 15,162,Izquierda,779,17112,13047,5.97
2015,presidencial,15,Comuna 15,162,PJ,6439,51336,13047,49.35
2015,presidencial,15,Comuna 15,162,PS,648,17112,13047,4.97
2015,presidencial,15,Comuna 15,163,Centroderecha,3834,12396,9585,40.0
2015,presidencial,15,Comuna 15,163,Izquierda,600,12396,9585,6.26
2015,presidencial,15,Comuna 15,163,PJ,4585,37188,9585,47.84
2015,presidencial,15,Comuna 15,163,PS,566,12396,9585,5.91
2015,presidencial,15,Comuna 15,164,Centroderecha,3847,11441,8574,44.87
2015,presidencial,15,Comuna 15,164,Izquierda,475,11441,8574,5.54
2015,presidencial,15,Comuna 15,164,PJ,3703,34323,8574,43.19
2015,presidencial,15,Comuna 15,164,PS,549,11441,8574,6.4
2015,presidencial,15,Comuna 15,165,Centroderecha,7680,19717,15343,50.06
2015,presidencial,15,Comuna 15,165,Izquierda,753,19717,15343,4.91
2015,presidencial,15,Comuna 15,165,PJ,6062,59151,15343,39.51
2015,presidencial,15,Comuna 15,165,PS,848,19717,15343,5.53
2015,presidencial,15,Comuna 15,166,Centroderecha,5953,16371,12986,45.84
2015,presidencial,15,Comuna 15,166,Izquierda,675,16371,12986,5.2
2015,presidencial,15,Comuna 15,166,PJ,5651,49113,12986,43.52
2015,presidencial,15,Comuna 15,166,PS,707,16371,12986,5.44
2015,presidencial,15,Comuna 15,167,Centroderecha,5004,12167,9956,50.26
2015,presidencial,15,Comuna 15,167,Izquierda,442,12167,9956,4.44
2015,presidencial,15,Comuna 15,167,PJ,3909,36501,9956,39.26
2015,presidencial,15,Comuna 15,167,PS,601,12167,9956,6.04
2015,presidencial,2,Comuna 02,20,Centroderecha,4055,7946,5722,70.87
2015,presidencial,2,Comuna 02,20,Izquierda,104,7946,5722,1.82
2015,presidencial,2,Comuna 02,20,PJ,1407,23838,5722,24.59
2015,presidencial,2,Comuna 02,20,PS,156,7946,5722,2.73
2015,presidencial,2,Comuna 02,21,Centroderecha,7940,13530,9749,81.44
2015,presidencial,2,Comuna 02,21,Izquierda,116,13530,9749,1.19
2015,presidencial,2,Comuna 02,21,PJ,1476,40590,9749,15.14
2015,presidencial,2,Comuna 02,21,PS,217,13530,9749,2.23
2015,presidencial,2,Comuna 02,22,Centroderecha,8333,16573,12401,67.2
2015,presidencial,2,Comuna 02,22,Izquierda,352,16573,12401,2.84
2015,presidencial,2,Comuna 02,22,PJ,3021,49719,12401,24.36
2015,presidencial,2,Comuna 02,22,PS,695,16573,12401,5.6
2015,presidencial,2,Comuna 02,23,Centroderecha,10397,20488,15496,67.09
2015,presidencial,2,Comuna 02,23,Izquierda,427,20488,15496,2.76
2015,presidencial,2,Comuna 02,23,PJ,3914,61464,15496,25.26
2015,presidencial,2,Comuna 02,23,PS,758,20488,15496,4.89
2015,presidencial,2,Comuna 02,24,Centroderecha,7325,13411,10094,72.57
2015,presidencial,2,Comuna 02,24,Izquierda,255,13411,10094,2.53
2015,presidencial,2,Comuna 02,24,PJ,2090,40233,10094,20.71
2015,presidencial,2,Comuna 02,24,PS,424,13411,10094,4.2
2015,presidencial,2,Comuna 02,25,Centroderecha,7198,12989,9407,76.52
2015,presidencial,2,Comuna 02,25,Izquierda,177,12989,9407,1.88
2015,presidencial,2,Comuna 02,25,PJ,1691,38967,9407,17.98
2015,presidencial,2,Comuna 02,25,PS,341,12989,9407,3.62
2015,presidencial,2,Comuna 02,26,Centroderecha,9772,17128,12547,77.88
2015,presidencial,2,Comuna 02,26,Izquierda,195,17128,12547,1.55
2015,presidencial,2,Comuna 02,26,PJ,2173,51384,12547,17.32
2015,presidencial,2,Comuna 02,26,PS,407,17128,12547,3.24
2015,presidencial,2,Comuna 02,27,Centroderecha,6331,13119,9629,65.75
2015,presidencial,2,Comuna 02,27,Izquierda,331,13119,9629,3.44
2015,presidencial,2,Comuna 02,27,PJ,2502,39357,9629,25.98
2015,presidencial,2,Comuna 02,27,PS,465,13119,9629,4.83
2015,presidencial,2,Comuna 02,28,Centroderecha,7839,18162,13304,58.92
2015,presidencial,2,Comuna 02,28,Izquierda,557,18162,13304,4.19
2015,presidencial,2,Comuna 02,28,PJ,4077,54486,13304,30.64
2015,presidencial,2,Comuna 02,28,PS,831,18162,13304,6.25
2015,presidencial,2,Comuna 02,29,Centroderecha,5273,12115,8958,58.86
2015,presidencial,2,Comuna 02,29,Izquierda,329,12115,8958,3.67
2015,presidencial,2,Comuna 02,29,PJ,2788,36345,8958,31.12
2015,presidencial,2,Comuna 02,29,PS,568,12115,8958,6.34
2015,presidencial,3,Comuna 03,30,Centroderecha,4200,11587,8183,51.33
2015,presidencial,3,Comuna 03,30,Izquierda,376,11587,8183,4.59
2015,presidencial,3,Comuna 03,30,PJ,3207,34761,8183,39.19
2015,presidencial,3,Comuna 03,30,PS,400,11587,8183,4.89
2015,presidencial,3,Comuna 03,31,Centroderecha,4740,13130,9057,52.34
2015,presidencial,3,Comuna 03,31,Izquierda,387,13130,9057,4.27
2015,presidencial,3,Comuna 03,31,PJ,3468,39390,9057,38.29
2015,presidencial,3,Comuna 03,31,PS,462,13130,9057,5.1
2015,presidencial,3,Comuna 03,32,Centroderecha,4160,11582,8236,50.51
2015,presidencial,3,Comuna 03,32,Izquierda,388,11582,8236,4.71
2015,presidencial,3,Comuna 03,32,PJ,3252,34746,8236,39.49
2015,presidencial,3,Comuna 03,32,PS,436,11582,8236,5.29
2015,presidencial,3,Comuna 03,33,Centroderecha,3329,10109,7069,47.09
2015,presidencial,3,Comuna 03,33,Izquierda,364,10109,7069,5.15
2015,presidencial,3,Comuna 03,33,PJ,3048,30327,7069,43.12
2015,presidencial,3,Comuna 03,33,PS,328,10109,7069,4.64
2015,presidencial,3,Comuna 03,34,Centroderecha,4872,14886,10527,46.28
2015,presidencial,3,Comuna 03,34,Izquierda,528,14886,10527,5.02
2015,presidencial,3,Comuna 03,34,PJ,4588,44658,10527,43.58
2015,presidencial,3,Comuna 03,34,PS,539,14886,10527,5.12
2015,presidencial,3,Comuna 03,35,Centroderecha,4168,13030,9704,42.95
2015,presidencial,3,Comuna 03,35,Izquierda,540,13030,9704,5.56
2015,presidencial,3,Comuna 03,35,PJ,4503,39090,9704,46.4
2015,presidencial,3,Comuna 03,35,PS,493,13030,9704,5.08
2015,presidencial,3,Comuna 03,36,Centroderecha,2458,8532,6390,38.47
2015,presidencial,3,Comuna 03,36,Izquierda,353,8532,6390,5.52
2015,presidencial,3,Comuna 03,36,PJ,3298,25596,6390,51.61
2015,presidencial,3,Comuna 03,36,PS,281,8532,6390,4.4
2015,presidencial,3,Comuna 03,37,Centroderecha,3503,11195,8336,42.02
2015,presidencial,3,Comuna 03,37,Izquierda,445,11195,8336,5.34
2015,presidencial,3,Comuna 03,37,PJ,4009,33585,8336,48.09
2015,presidencial,3,Comuna 03,37,PS,379,11195,8336,4.55
2015,presidencial,3,Comuna 03,38,Centroderecha,4217,12829,9505,44.37
2015,presidencial,3,Comuna 03,38,Izquierda,486,12829,9505,5.11
2015,presidencial,3,Comuna 03,38,PJ,4366,38487,9505,45.93
2015,presidencial,3,Comuna 03,38,PS,436,12829,9505,4.59
2015,presidencial,3,Comuna 03,39,Centroderecha,4434,13622,9963,44.5
2015,presidencial,3,Comuna 03,39,Izquierda,504,13622,9963,5.06
2015,presidencial,3,Comuna 03,39,PJ,4461,40866,9963,44.78
2015,presidencial,3,Comuna 03,39,PS,564,13622,9963,5.66
2015,presidencial,3,Comuna 03,40,Centroderecha,3231,9082,7215,44.78
2015,presidencial,3,Comuna 03,40,Izquierda,360,9082,7215,4.99
2015,presidencial,3,Comuna 03,40,PJ,3292,27246,7215,45.63
2015,presidencial,3,Comuna 03,40,PS,332,9082,7215,4.6
2015,presidencial,3,Comuna 03,41,Centroderecha,5797,18137,13884,41.75
2015,presidencial,3,Comuna 03,41,Izquierda,743,18137,13884,5.35
2015,presidencial,3,Comuna 03,41,PJ,6699,54411,13884,48.25
2015,presidencial,3,Comuna 03,41,PS,645,18137,13884,4.65
2015,presidencial,3,Comuna 03,42,Centroderecha,5404,16246,12404,43.57
2015,presidencial,3,Comuna 03,42,Izquierda,694,16246,12404,5.59
2015,presidencial,3,Comuna 03,42,PJ,5739,48738,12404,46.27
2015,presidencial,3,Comuna 03,42,PS,567,16246,12404,4.57
2015,presidencial,4,Comuna 04,43,Centroderecha,3976,11942,9330,42.62
2015,presidencial,4,Comuna 04,43,Izquierda,518,11942,9330,5.55
2015,presidencial,4,Comuna 04,43,PJ,4389,35826,9330,47.04
2015,presidencial,4,Comuna 04,43,PS,447,11942,9330,4.79
2015,presidencial,4,Comuna 04,44,Centroderecha,3067,8868,7136,42.98
2015,presidencial,4,Comuna 04,44,Izquierda,366,8868,7136,5.13
2015,presidencial,4,Comuna 04,44,PJ,3351,26604,7136,46.96
2015,presidencial,4,Comuna 04,44,PS,352,8868,7136,4.93
2015,presidencial,4,Comuna 04,45,Centroderecha,2164,6601,5068,42.7
2015,presidencial,4,Comuna 04,45,Izquierda,272,6601,5068,5.37
2015,presidencial,4,Comuna 04,45,PJ,2467,19803,5068,48.68
2015,presidencial,4,Comuna 04,45,PS,165,6601,5068,3.26
2015,presidencial,4,Comuna 04,46,Centroderecha,2083,6339,4873,42.75
2015,presidencial,4,Comuna 04,46,Izquierda,265,6339,4873,5.44
2015,presidencial,4,Comuna 04,46,PJ,2346,19017,4873,48.14
2015,presidencial,4,Comuna 04,46,PS,179,6339,4873,3.67
2015,presidencial,4,Comuna 04,47,Centroderecha,2301,13947,10474,21.97
2015,presidencial,4,Comuna 04,47,Izquierda,367,13947,10474,3.5
2015,presidencial,4,Comuna 04,47,PJ,7645,41841,10474,72.99
2015,presidencial,4,Comuna 04,47,PS,161,13947,10474,1.54
2015,presidencial,4,Comuna 04,48,Centroderecha,4834,14148,10324,46.82
2015,presidencial,4,Comuna 04,48,Izquierda,612,14148,10324,5.93
2015,presidencial,4,Comuna 04,48,PJ,4429,42444,10324,42.9
2015,presidencial,4,Comuna 04,48,PS,449,14148,10324,4.35
2015,presidencial,4,Comuna 04,49,Centroderecha,4132,12405,9642,42.85
2015,presidencial,4,Comuna 04,49,Izquierda,461,12405,9642,4.78
2015,presidencial,4,Comuna 04,49,PJ,4691,37215,9642,48.65
2015,presidencial,4,Comuna 04,49,PS,358,12405,9642,3.71
2015,presidencial,4,Comuna 04,50,Centroderecha,5865,14216,11067,53.0
2015,presidencial,4,Comuna 04,50,Izquierda,494,14216,11067,4.46
2015,presidencial,4,Comuna 04,50,PJ,4182,42648,11067,37.79
2015,presidencial,4,Comuna 04,50,PS,526,14216,11067,4.75
2015,presidencial,4,Comuna 04,51,Centroderecha,4377,10218,8185,53.48
2015,presidencial,4,Comuna 04,51,Izquierda,313,10218,8185,3.82
2015,presidencial,4,Comuna 04,51,PJ,3163,30654,8185,38.64
2015,presidencial,4,Comuna 04,51,PS,332,10218,8185,4.06
2015,presidencial,4,Comuna 04,52,Centroderecha,3400,11885,9015,37.71
2015,presidencial,4,Comuna 04,52,Izquierda,443,11885,9015,4.91
2015,presidencial,4,Comuna 04,52,PJ,4916,35655,9015,54.53
2015,presidencial,4,Comuna 04,52,PS,256,11885,9015,2.84
2015,presidencial,4,Comuna 04,53,Centroderecha,4064,14656,10970,37.05
2015,presidencial,4,Comuna 04,53,Izquierda,497,14656,10970,4.53
2015,presidencial,4,Comuna 04,53,PJ,6057,43968,10970,55.21
2015,presidencial,4,Comuna 04,53,PS,352,14656,10970,3.21
2015,presidencial,4,Comuna 04,54,Centroderecha,4970,14431,11227,44.27
2015,presidencial,4,Comuna 04,54,Izquierda,530,14431,11227,4.72
2015,presidencial,4,Comuna 04,54,PJ,5227,43293,11227,46.56
2015,presidencial,4,Comuna 04,54,PS,500,14431,11227,4.45
2015,presidencial,4,Comuna 04,55,Centroderecha,2825,9399,7279,38.81
2015,presidencial,4,Comuna 04,55,Izquierda,295,9399,7279,4.05
2015,presidencial,4,Comuna 04,55,PJ,3936,28197,7279,54.07
2015,presidencial,4,Comuna 04,55,PS,223,9399,7279,3.06
2015,presidencial,4,Comuna 04,56,Centroderecha,2604,9072,6947,37.48
2015,presidencial,4,Comuna 04,56,Izquierda,319,9072,6947,4.59
2015,presidencial,4,Comuna 04,56,PJ,3798,27216,6947,54.67
2015,presidencial,4,Comuna 04,56,PS,226,9072,6947,3.25
2015,presidencial,4,Comuna 04,57,Centroderecha,5905,18597,14355,41.14
2015,presidencial,4,Comuna 04,57,Izquierda,739,18597,14355,5.15
2015,presidencial,4,Comuna 04,57,PJ,7127,55791,14355,49.65
2015,presidencial,4,Comuna 04,57,PS,584,18597,14355,4.07
2015,presidencial,5,Comuna 05,58,Centroderecha,4677,14073,11257,41.55
2015,presidencial,5,Comuna 05,58,Izquierda,582,14073,11257,5.17
2015,presidencial,5,Comuna 05,58,PJ,5464,42219,11257,48.54
2015,presidencial,5,Comuna 05,58,PS,534,14073,11257,4.74
2015,presidencial,5,Comuna 05,59,Centroderecha,4201,12998,10228,41.07
2015,presidencial,5,Comuna 05,59,Izquierda,558,12998,10228,5.46
2015,presidencial,5,Comuna 05,59,PJ,4932,38994,10228,48.22
