anio,tipo_eleccion,seccion_id,seccion_nombre,circuito_id,partido_electoral,votos_positivos,total_electores,total_votos_positivos,pct_votos
2019,presidencial,5,Comuna 05,000058,Centroderecha,4902,14354,11603,42.25
2019,presidencial,5,Comuna 05,000058,Izquierda,415,14354,11603,3.58
2019,presidencial,5,Comuna 05,000058,Liberalismo,374,28708,11603,3.22
2019,presidencial,5,Comuna 05,000058,PJ,5912,28708,11603,50.95
2019,presidencial,5,Comuna 05,000059,Centroderecha,4496,13149,10476,42.92
2019,presidencial,5,Comuna 05,000059,Izquierda,379,13149,10476,3.62
2019,presidencial,5,Comuna 05,000059,Liberalismo,293,26298,10476,2.8
2019,presidencial,5,Comuna 05,000059,PJ,5308,26298,10476,50.67
2019,presidencial,5,Comuna 05,000060,Centroderecha,5712,15820,12696,44.99
2019,presidencial,5,Comuna 05,000060,Izquierda,431,15820,12696,3.39
2019,presidencial,5,Comuna 05,000060,Liberalismo,363,31640,12696,2.86
2019,presidencial,5,Comuna 05,000060,PJ,6190,31640,12696,48.76
2019,presidencial,5,Comuna 05,000061,Centroderecha,6296,15115,12132,51.9
2019,presidencial,5,Comuna 05,000061,Izquierda,376,15115,12132,3.1
2019,presidencial,5,Comuna 05,000061,Liberalismo,277,30230,12132,2.28
2019,presidencial,5,Comuna 05,000061,PJ,5183,30230,12132,42.72
2019,presidencial,5,Comuna 05,000062,Centroderecha,3732,10174,8228,45.36
2019,presidencial,5,Comuna 05,000062,Izquierda,310,10174,8228,3.77
2019,presidencial,5,Comuna 05,000062,Liberalismo,253,20348,8228,3.07
2019,presidencial,5,Comuna 05,000062,PJ,3933,20348,8228,47.8
2019,presidencial,5,Comuna 05,000063,Centroderecha,7800,20245,15804,49.35
2019,presidencial,5,Comuna 05,000063,Izquierda,570,20245,15804,3.61
2019,presidencial,5,Comuna 05,000063,Liberalismo,414,40490,15804,2.62
2019,presidencial,5,Comuna 05,000063,PJ,7020,40490,15804,44.42
2019,presidencial,5,Comuna 05,000064,Centroderecha,8285,22224,16983,48.78
2019,presidencial,5,Comuna 05,000064,Izquierda,608,22224,16983,3.58
2019,presidencial,5,Comuna 05,000064,Liberalismo,396,44448,16983,2.33
2019,presidencial,5,Comuna 05,000064,PJ,7694,44448,16983,45.3
2019,presidencial,5,Comuna 05,000065,Centroderecha,5252,13920,10658,49.28
2019,presidencial,5,Comuna 05,000065,Izquierda,358,13920,10658,3.36
2019,presidencial,5,Comuna 05,000065,Liberalismo,268,27840,10658,2.51
2019,presidencial,5,Comuna 05,000065,PJ,4780,27840,10658,44.85
2019,presidencial,5,Comuna 05,000066,Centroderecha,5093,13283,10369,49.12
2019,presidencial,5,Comuna 05,000066,Izquierda,389,13283,10369,3.75
2019,presidencial,5,Comuna 05,000066,Liberalismo,266,26566,10369,2.57
2019,presidencial,5,Comuna 05,000066,PJ,4621,26566,10369,44.57
2019,presidencial,5,Comuna 05,000067,Centroderecha,7723,20531,15907,48.55
2019,presidencial,5,Comuna 05,000067,Izquierda,615,20531,15907,3.87
2019,presidencial,5,Comuna 05,000067,Liberalismo,350,41062,15907,2.2
2019,presidencial,5,Comuna 05,000067,PJ,7219,41062,15907,45.38
2019,presidencial,6,Comuna 06,000068,Centroderecha,7774,19772,15667,49.62
2019,presidencial,6,Comuna 06,000068,Izquierda,544,19772,15667,3.47
2019,presidencial,6,Comuna 06,000068,Liberalismo,363,39544,15667,2.32
2019,presidencial,6,Comuna 06,000068,PJ,6986,39544,15667,44.59
2019,presidencial,6,Comuna 06,000069,Centroderecha,13823,29246,23597,58.58
2019,presidencial,6,Comuna 06,000069,Izquierda,688,29246,23597,2.92
2019,presidencial,6,Comuna 06,000069,Liberalismo,539,58492,23597,2.28
2019,presidencial,6,Comuna 06,000069,PJ,8547,58492,23597,36.22
2019,presidencial,6,Comuna 06,000070,Centroderecha,11008,26149,20971,52.49
2019,presidencial,6,Comuna 06,000070,Izquierda,722,26149,20971,3.44
2019,presidencial,6,Comuna 06,000070,Liberalismo,485,52298,20971,2.31
2019,presidencial,6,Comuna 06,000070,PJ,8756,52298,20971,41.75
2019,presidencial,6,Comuna 06,000071,Centroderecha,14186,30920,24899,56.97
2019,presidencial,6,Comuna 06,000071,Izquierda,711,30920,24899,2.86
2019,presidencial,6,Comuna 06,000071,Liberalismo,587,61840,24899,2.36
2019,presidencial,6,Comuna 06,000071,PJ,9415,61840,24899,37.81
2019,presidencial,6,Comuna 06,000072,Centroderecha,5138,13575,10837,47.41
2019,presidencial,6,Comuna 06,000072,Izquierda,390,13575,10837,3.6
2019,presidencial,6,Comuna 06,000072,Liberalismo,299,27150,10837,2.76
2019,presidencial,6,Comuna 06,000072,PJ,5010,27150,10837,46.23
2019,presidencial,6,Comuna 06,000073,Centroderecha,6820,16928,13691,49.81
2019,presidencial,6,Comuna 06,000073,Izquierda,477,16928,13691,3.48
2019,presidencial,6,Comuna 06,000073,Liberalismo,333,33856,13691,2.43
2019,presidencial,6,Comuna 06,000073,PJ,6061,33856,13691,44.27
2019,presidencial,6,Comuna 06,000074,Centroderecha,11354,23514,18998,59.76
2019,presidencial,6,Comuna 06,000074,Izquierda,490,23514,18998,2.58
2019,presidencial,6,Comuna 06,000074,Liberalismo,432,47028,18998,2.27
2019,presidencial,6,Comuna 06,000074,PJ,6722,47028,18998,35.38
2019,presidencial,7,Comuna 07,000075,Centroderecha,4245,10272,8339,50.91
2019,presidencial,7,Comuna 07,000075,Izquierda,252,10272,8339,3.02
2019,presidencial,7,Comuna 07,000075,Liberalismo,217,20544,8339,2.6
2019,presidencial,7,Comuna 07,000075,PJ,3625,20544,8339,43.47
2019,presidencial,7,Comuna 07,000076,Centroderecha,6644,16267,13351,49.76
2019,presidencial,7,Comuna 07,000076,Izquierda,385,16267,13351,2.88
2019,presidencial,7,Comuna 07,000076,Liberalismo,359,32534,13351,2.69
2019,presidencial,7,Comuna 07,000076,PJ,5963,32534,13351,44.66
2019,presidencial,7,Comuna 07,000077,Centroderecha,4636,13161,10669,43.45
2019,presidencial,7,Comuna 07,000077,Izquierda,351,13161,10669,3.29
2019,presidencial,7,Comuna 07,000077,Liberalismo,323,26322,10669,3.03
2019,presidencial,7,Comuna 07,000077,PJ,5359,26322,10669,50.23
2019,presidencial,7,Comuna 07,000078,Centroderecha,3734,10496,8339,44.78
2019,presidencial,7,Comuna 07,000078,Izquierda,219,10496,8339,2.63
2019,presidencial,7,Comuna 07,000078,Liberalismo,250,20992,8339,3.0
2019,presidencial,7,Comuna 07,000078,PJ,4136,20992,8339,49.6
2019,presidencial,7,Comuna 07,000079,Centroderecha,5325,13751,10105,52.7
2019,presidencial,7,Comuna 07,000079,Izquierda,307,13751,10105,3.04
2019,presidencial,7,Comuna 07,000079,Liberalismo,287,27502,10105,2.84
2019,presidencial,7,Comuna 07,000079,PJ,4186,27502,10105,41.43
2019,presidencial,7,Comuna 07,000080,Centroderecha,5535,13274,10758,51.45
2019,presidencial,7,Comuna 07,000080,Izquierda,332,13274,10758,3.09
2019,presidencial,7,Comuna 07,000080,Liberalismo,296,26548,10758,2.75
2019,presidencial,7,Comuna 07,000080,PJ,4595,26548,10758,42.71
2019,presidencial,7,Comuna 07,000081,Centroderecha,5215,12247,9656,54.01
2019,presidencial,7,Comuna 07,000081,Izquierda,282,12247,9656,2.92
2019,presidencial,7,Comuna 07,000081,Liberalismo,247,24494,9656,2.56
2019,presidencial,7,Comuna 07,000081,PJ,3912,24494,9656,40.51
2019,presidencial,7,Comuna 07,000082,Centroderecha,5867,14869,11493,51.05
2019,presidencial,7,Comuna 07,000082,Izquierda,331,14869,11493,2.88
2019,presidencial,7,Comuna 07,000082,Liberalismo,345,29738,11493,3.0
2019,presidencial,7,Comuna 07,000082,PJ,4950,29738,11493,43.07
2019,presidencial,7,Comuna 07,000083,Centroderecha,9884,21098,16569,59.65
2019,presidencial,7,Comuna 07,000083,Izquierda,431,21098,16569,2.6
2019,presidencial,7,Comuna 07,000083,Liberalismo,367,42196,16569,2.21
2019,presidencial,7,Comuna 07,000083,PJ,5887,42196,16569,35.53
2019,presidencial,7,Comuna 07,000084,Centroderecha,4256,11189,8978,47.4
2019,presidencial,7,Comuna 07,000084,Izquierda,295,11189,8978,3.29
2019,presidencial,7,Comuna 07,000084,Liberalismo,299,22378,8978,3.33
2019,presidencial,7,Comuna 07,000084,PJ,4128,22378,8978,45.98
2019,presidencial,7,Comuna 07,000085,Centroderecha,3445,7888,6421,53.65
2019,presidencial,7,Comuna 07,000085,Izquierda,183,7888,6421,2.85
2019,presidencial,7,Comuna 07,000085,Liberalismo,156,15776,6421,2.43
2019,presidencial,7,Comuna 07,000085,PJ,2637,15776,6421,41.07
2019,presidencial,7,Comuna 07,000086,Centroderecha,6770,29207,21854,30.98
2019,presidencial,7,Comuna 07,000086,Izquierda,694,29207,21854,3.18
2019,presidencial,7,Comuna 07,000086,Liberalismo,735,58414,21854,3.36
2019,presidencial,7,Comuna 07,000086,PJ,13655,58414,21854,62.48
2019,presidencial,8,Comuna 08,000087,Centroderecha,6747,31033,24034,28.07
2019,presidencial,8,Comuna 08,000087,Izquierda,684,31033,24034,2.85
2019,presidencial,8,Comuna 08,000087,Liberalismo,690,62066,24034,2.87
2019,presidencial,8,Comuna 08,000087,PJ,15913,62066,24034,66.21
2019,presidencial,8,Comuna 08,000088,Centroderecha,6073,15872,12911,47.04
2019,presidencial,8,Comuna 08,000088,Izquierda,351,15872,12911,2.72
2019,presidencial,8,Comuna 08,000088,Liberalismo,432,31744,12911,3.35
2019,presidencial,8,Comuna 08,000088,PJ,6055,31744,12911,46.9
2019,presidencial,8,Comuna 08,000089,Centroderecha,14263,47874,37950,37.58
2019,presidencial,8,Comuna 08,000089,Izquierda,1161,47874,37950,3.06
2019,presidencial,8,Comuna 08,000089,Liberalismo,1121,95748,37950,2.95
2019,presidencial,8,Comuna 08,000089,PJ,21405,95748,37950,56.4
2019,presidencial,8,Comuna 08,000090,Centroderecha,12820,46404,36386,35.23
2019,presidencial,8,Comuna 08,000090,Izquierda,1017,46404,36386,2.8
2019,presidencial,8,Comuna 08,000090,Liberalismo,1115,92808,36386,3.06
2019,presidencial,8,Comuna 08,000090,PJ,21434,92808,36386,58.91
2019,presidencial,9,Comuna 09,000091,Centroderecha,1858,9294,7168,25.92
2019,presidencial,9,Comuna 09,000091,Izquierda,190,9294,7168,2.65
2019,presidencial,9,Comuna 09,000091,Liberalismo,281,18588,7168,3.92
2019,presidencial,9,Comuna 09,000091,PJ,4839,18588,7168,67.51
2019,presidencial,9,Comuna 09,000092,Centroderecha,4928,13668,10848,45.43
2019,presidencial,9,Comuna 09,000092,Izquierda,363,13668,10848,3.35
2019,presidencial,9,Comuna 09,000092,Liberalismo,374,27336,10848,3.45
2019,presidencial,9,Comuna 09,000092,PJ,5183,27336,10848,47.78
2019,presidencial,9,Comuna 09,000093,Centroderecha,2789,8299,6799,41.02
2019,presidencial,9,Comuna 09,000093,Izquierda,197,8299,6799,2.9
2019,presidencial,9,Comuna 09,000093,Liberalismo,199,16598,6799,2.93
2019,presidencial,9,Comuna 09,000093,PJ,3614,16598,6799,53.15
2019,presidencial,9,Comuna 09,000094,Centroderecha,3490,10282,8195,42.59
2019,presidencial,9,Comuna 09,000094,Izquierda,280,10282,8195,3.42
2019,presidencial,9,Comuna 09,000094,Liberalismo,241,20564,8195,2.94
2019,presidencial,9,Comuna 09,000094,PJ,4184,20564,8195,51.06
2019,presidencial,9,Comuna 09,000095,Centroderecha,6926,18793,15294,45.29
2019,presidencial,9,Comuna 09,000095,Izquierda,456,18793,15294,2.98
2019,presidencial,9,Comuna 09,000095,Liberalismo,453,37586,15294,2.96
2019,presidencial,9,Comuna 09,000095,PJ,7459,37586,15294,48.77
2019,presidencial,9,Comuna 09,000096,Centroderecha,3479,10640,8600,40.45
2019,presidencial,9,Comuna 09,000096,Izquierda,242,10640,8600,2.81
2019,presidencial,9,Comuna 09,000096,Liberalismo,255,21280,8600,2.97
2019,presidencial,9,Comuna 09,000096,PJ,4624,21280,8600,53.77
2019,presidencial,9,Comuna 09,000097,Centroderecha,4401,13892,11160,39.44
2019,presidencial,9,Comuna 09,000097,Izquierda,321,13892,11160,2.88
2019,presidencial,9,Comuna 09,000097,Liberalismo,402,27784,11160,3.6
2019,presidencial,9,Comuna 09,000097,PJ,6036,27784,11160,54.09
2019,presidencial,9,Comuna 09,000098,Centroderecha,7504,19787,16043,46.77
2019,presidencial,9,Comuna 09,000098,Izquierda,411,19787,16043,2.56
2019,presidencial,9,Comuna 09,000098,Liberalismo,530,39574,16043,3.3
2019,presidencial,9,Comuna 09,000098,PJ,7598,39574,16043,47.36
2019,presidencial,9,Comuna 09,000099,Centroderecha,4665,11166,9165,50.9
2019,presidencial,9,Comuna 09,000099,Izquierda,250,11166,9165,2.73
2019,presidencial,9,Comuna 09,000099,Liberalismo,247,22332,9165,2.7
2019,presidencial,9,Comuna 09,000099,PJ,4003,22332,9165,43.68
2019,presidencial,9,Comuna 09,000100,Centroderecha,5660,13640,11238,50.36
2019,presidencial,9,Comuna 09,000100,Izquierda,294,13640,11238,2.62
2019,presidencial,9,Comuna 09,000100,Liberalismo,394,27280,11238,3.51
2019,presidencial,9,Comuna 09,000100,PJ,4890,27280,11238,43.51
2019,presidencial,9,Comuna 09,000101,Centroderecha,6500,17117,13387,48.55
2019,presidencial,9,Comuna 09,000101,Izquierda,415,17117,13387,3.1
2019,presidencial,9,Comuna 09,000101,Liberalismo,412,34234,13387,3.08
2019,presidencial,9,Comuna 09,000101,PJ,6060,34234,13387,45.27
2021,legislativa,1,Comuna 01,00001,Centroderecha,2550,10123,6805,37.47
2021,legislativa,1,Comuna 01,00001,Izquierda,672,10123,6805,9.88
2021,legislativa,1,Comuna 01,00001,Liberalismo,1116,10123,6805,16.4
2021,legislativa,1,Comuna 01,00001,Otros,228,10123,6805,3.35
2021,legislativa,1,Comuna 01,00001,PJ,2239,10123,6805,32.9
2021,legislativa,1,Comuna 01,00002,Centroderecha,2185,9577,6246,34.98
2021,legislativa,1,Comuna 01,00002,Izquierda,646,9577,6246,10.34
2021,legislativa,1,Comuna 01,00002,Liberalismo,1014,9577,6246,16.23
2021,legislativa,1,Comuna 01,00002,Otros,212,9577,6246,3.39
2021,legislativa,1,Comuna 01,00002,PJ,2189,9577,6246,35.05
2021,legislativa,1,Comuna 01,00003,Centroderecha,1167,2629,1816,64.26
2021,legislativa,1,Comuna 01,00003,Izquierda,49,2629,1816,2.7
2021,legislativa,1,Comuna 01,00003,Liberalismo,392,2629,1816,21.59
2021,legislativa,1,Comuna 01,00003,Otros,22,2629,1816,1.21
2021,legislativa,1,Comuna 01,00003,PJ,186,2629,1816,10.24
2021,legislativa,1,Comuna 01,00004,Centroderecha,964,1998,1406,68.56
2021,legislativa,1,Comuna 01,00004,Izquierda,23,1998,1406,1.64
2021,legislativa,1,Comuna 01,00004,Liberalismo,275,1998,1406,19.56
2021,legislativa,1,Comuna 01,00004,Otros,13,1998,1406,0.92
2021,legislativa,1,Comuna 01,00004,PJ,131,1998,1406,9.32
2021,legislativa,1,Comuna 01,00005,Centroderecha,1377,10411,5566,24.74
2021,legislativa,1,Comuna 01,00005,Izquierda,429,10411,5566,7.71
2021,legislativa,1,Comuna 01,00005,Liberalismo,992,10411,5566,17.82
2021,legislativa,1,Comuna 01,00005,Otros,80,10411,5566,1.44
2021,legislativa,1,Comuna 01,00005,PJ,2688,10411,5566,48.29
2021,legislativa,1,Comuna 01,00006,Centroderecha,7359,15386,10732,68.57
2021,legislativa,1,Comuna 01,00006,Izquierda,267,15386,10732,2.49
2021,legislativa,1,Comuna 01,00006,Liberalismo,2190,15386,10732,20.41
2021,legislativa,1,Comuna 01,00006,Otros,108,15386,10732,1.01
2021,legislativa,1,Comuna 01,00006,PJ,808,15386,10732,7.53
2021,legislativa,1,Comuna 01,00007,Centroderecha,3389,7855,5444,62.25
2021,legislativa,1,Comuna 01,00007,Izquierda,224,7855,5444,4.11
2021,legislativa,1,Comuna 01,00007,Liberalismo,1083,7855,5444,19.89
2021,legislativa,1,Comuna 01,00007,Otros,93,7855,5444,1.71
2021,legislativa,1,Comuna 01,00007,PJ,655,7855,5444,12.03
2021,legislativa,1,Comuna 01,00008,Centroderecha,2911,8536,5250,55.45
2021,legislativa,1,Comuna 01,00008,Izquierda,271,8536,5250,5.16
2021,legislativa,1,Comuna 01,00008,Liberalismo,1056,8536,5250,20.11
2021,legislativa,1,Comuna 01,00008,Otros,105,8536,5250,2.0
2021,legislativa,1,Comuna 01,00008,PJ,907,8536,5250,17.28
2021,legislativa,1,Comuna 01,00009,Centroderecha,3542,11330,6836,51.81
2021,legislativa,1,Comuna 01,00009,Izquierda,365,11330,6836,5.34
2021,legislativa,1,Comuna 01,00009,Liberalismo,1476,11330,6836,21.59
2021,legislativa,1,Comuna 01,00009,Otros,146,11330,6836,2.14
2021,legislativa,1,Comuna 01,00009,PJ,1307,11330,6836,19.12
2021,legislativa,1,Comuna 01,00010,Centroderecha,3813,11446,7553,50.48
2021,legislativa,1,Comuna 01,00010,Izquierda,482,11446,7553,6.38
2021,legislativa,1,Comuna 01,00010,Liberalismo,1431,11446,7553,18.95
2021,legislativa,1,Comuna 01,00010,Otros,197,11446,7553,2.61
2021,legislativa,1,Comuna 01,00010,PJ,1630,11446,7553,21.58
2021,legislativa,1,Comuna 01,00011,Centroderecha,3266,12230,7706,42.38
2021,legislativa,1,Comuna 01,00011,Izquierda,603,12230,7706,7.83
2021,legislativa,1,Comuna 01,00011,Liberalismo,1422,12230,7706,18.45
2021,legislativa,1,Comuna 01,00011,Otros,244,12230,7706,3.17
2021,legislativa,1,Comuna 01,00011,PJ,2171,12230,7706,28.17
2021,legislativa,1,Comuna 01,00012,Centroderecha,2901,10557,6736,43.07
2021,legislativa,1,Comuna 01,00012,Izquierda,581,10557,6736,8.63
2021,legislativa,1,Comuna 01,00012,Liberalismo,1167,10557,6736,17.32
2021,legislativa,1,Comuna 01,00012,Otros,188,10557,6736,2.79
2021,legislativa,1,Comuna 01,00012,PJ,1899,10557,6736,28.19
2021,legislativa,1,Comuna 01,00013,Centroderecha,3415,12153,8101,42.16
2021,legislativa,1,Comuna 01,00013,Izquierda,673,12153,8101,8.31
2021,legislativa,1,Comuna 01,00013,Liberalismo,1377,12153,8101,17.0
2021,legislativa,1,Comuna 01,00013,Otros,264,12153,8101,3.26
2021,legislativa,1,Comuna 01,00013,PJ,2372,12153,8101,29.28
2021,legislativa,1,Comuna 01,00014,Centroderecha,1415,5118,3228,43.84
2021,legislativa,1,Comuna 01,00014,Izquierda,183,5118,3228,5.67
2021,legislativa,1,Comuna 01,00014,Liberalismo,673,5118,3228,20.85
2021,legislativa,1,Comuna 01,00014,Otros,88,5118,3228,2.73
2021,legislativa,1,Comuna 01,00014,PJ,869,5118,3228,26.92
2021,legislativa,1,Comuna 01,00015,Centroderecha,1968,8401,5321,36.99
2021,legislativa,1,Comuna 01,00015,Izquierda,491,8401,5321,9.23
2021,legislativa,1,Comuna 01,00015,Liberalismo,905,8401,5321,17.01
2021,legislativa,1,Comuna 01,00015,Otros,197,8401,5321,3.7
2021,legislativa,1,Comuna 01,00015,PJ,1760,8401,5321,33.08
2021,legislativa,1,Comuna 01,00016,Centroderecha,2055,8108,5307,38.72
2021,legislativa,1,Comuna 01,00016,Izquierda,495,8108,5307,9.33
2021,legislativa,1,Comuna 01,00016,Liberalismo,893,8108,5307,16.83
2021,legislativa,1,Comuna 01,00016,Otros,160,8108,5307,3.01
2021,legislativa,1,Comuna 01,00016,PJ,1704,8108,5307,32.11
2021,legislativa,1,Comuna 01,00017,Centroderecha,3051,11938,7975,38.26
2021,legislativa,1,Comuna 01,00017,Izquierda,729,11938,7975,9.14
2021,legislativa,1,Comuna 01,00017,Liberalismo,1348,11938,7975,16.9
2021,legislativa,1,Comuna 01,00017,Otros,278,11938,7975,3.49
2021,legislativa,1,Comuna 01,00017,PJ,2569,11938,7975,32.21
2021,legislativa,1,Comuna 01,00018,Centroderecha,1703,7438,4702,36.22
2021,legislativa,1,Comuna 01,00018,Izquierda,382,7438,4702,8.12
2021,legislativa,1,Comuna 01,00018,Liberalismo,889,7438,4702,18.91
2021,legislativa,1,Comuna 01,00018,Otros,148,7438,4702,3.15
2021,legislativa,1,Comuna 01,00018,PJ,1580,7438,4702,33.6
2021,legislativa,1,Comuna 01,00019,Centroderecha,2535,11361,7176,35.33
2021,legislativa,1,Comuna 01,00019,Izquierda,598,11361,7176,8.33
2021,legislativa,1,Comuna 01,00019,Liberalismo,1289,11361,7176,17.96
2021,legislativa,1,Comuna 01,00019,Otros,220,11361,7176,3.07
2021,legislativa,1,Comuna 01,00019,PJ,2534,11361,7176,35.31
2021,legislativa,10,Comuna 10,00102,Centroderecha,4880,13282,10197,47.86
2021,legislativa,10,Comuna 10,00102,Izquierda,718,13282,10197,7.04
2021,legislativa,10,Comuna 10,00102,Liberalismo,1893,13282,10197,18.56
2021,legislativa,10,Comuna 10,00102,Otros,347,13282,10197,3.4
2021,legislativa,10,Comuna 10,00102,PJ,2359,13282,10197,23.13
2021,legislativa,10,Comuna 10,00103,Centroderecha,4364,12638,9457,46.15
2021,legislativa,10,Comuna 10,00103,Izquierda,671,12638,9457,7.1
2021,legislativa,10,Comuna 10,00103,Liberalismo,1800,12638,9457,19.03
2021,legislativa,10,Comuna 10,00103,Otros,351,12638,9457,3.71
2021,legislativa,10,Comuna 10,00103,PJ,2271,12638,9457,24.01
2021,legislativa,10,Comuna 10,00104,Centroderecha,4115,12422,9445,43.57
2021,legislativa,10,Comuna 10,00104,Izquierda,732,12422,9445,7.75
2021,legislativa,10,Comuna 10,00104,Liberalismo,1754,12422,9445,18.57
2021,legislativa,10,Comuna 10,00104,Otros,351,12422,9445,3.72
2021,legislativa,10,Comuna 10,00104,PJ,2493,12422,9445,26.39
2021,legislativa,10,Comuna 10,00105,Centroderecha,6524,18684,14122,46.2
2021,legislativa,10,Comuna 10,00105,Izquierda,1100,18684,14122,7.79
2021,legislativa,10,Comuna 10,00105,Liberalismo,2441,18684,14122,17.29
2021,legislativa,10,Comuna 10,00105,Otros,556,18684,14122,3.94
2021,legislativa,10,Comuna 10,00105,PJ,3501,18684,14122,24.79
2021,legislativa,10,Comuna 10,00106,Centroderecha,3800,11399,8625,44.06
2021,legislativa,10,Comuna 10,00106,Izquierda,724,11399,8625,8.39
2021,legislativa,10,Comuna 10,00106,Liberalismo,1607,11399,8625,18.63
2021,legislativa,10,Comuna 10,00106,Otros,288,11399,8625,3.34
2021,legislativa,10,Comuna 10,00106,PJ,2206,11399,8625,25.58
2021,legislativa,10,Comuna 10,00107,Centroderecha,6406,19188,14445,44.35
2021,legislativa,10,Comuna 10,00107,Izquierda,1172,19188,14445,8.11
2021,legislativa,10,Comuna 10,00107,Liberalismo,2511,19188,14445,17.38
2021,legislativa,10,Comuna 10,00107,Otros,521,19188,14445,3.61
2021,legislativa,10,Comuna 10,00107,PJ,3835,19188,14445,26.55
2021,legislativa,10,Comuna 10,00108,Centroderecha,3765,11566,8727,43.14
2021,legislativa,10,Comuna 10,00108,Izquierda,731,11566,8727,8.38
2021,legislativa,10,Comuna 10,00108,Liberalismo,1528,11566,8727,17.51
2021,legislativa,10,Comuna 10,00108,Otros,324,11566,8727,3.71
2021,legislativa,10,Comuna 10,00108,PJ,2379,11566,8727,27.26
2021,legislativa,10,Comuna 10,00109,Centroderecha,5986,18686,13740,43.57
2021,legislativa,10,Comuna 10,00109,Izquierda,1257,18686,13740,9.15
2021,legislativa,10,Comuna 10,00109,Liberalismo,2371,18686,13740,17.26
2021,legislativa,10,Comuna 10,00109,Otros,533,18686,13740,3.88
2021,legislativa,10,Comuna 10,00109,PJ,3593,18686,13740,26.15
2021,legislativa,10,Comuna 10,00110,Centroderecha,3153,9978,7425,42.46
2021,legislativa,10,Comuna 10,00110,Izquierda,615,9978,7425,8.28
2021,legislativa,10,Comuna 10,00110,Liberalismo,1150,9978,7425,15.49
2021,legislativa,10,Comuna 10,00110,Otros,291,9978,7425,3.92
2021,legislativa,10,Comuna 10,00110,PJ,2216,9978,7425,29.85
2021,legislativa,10,Comuna 10,00111,Centroderecha,3437,11310,7872,43.66
2021,legislativa,10,Comuna 10,00111,Izquierda,613,11310,7872,7.79
2021,legislativa,10,Comuna 10,00111,Liberalismo,1361,11310,7872,17.29
2021,legislativa,10,Comuna 10,00111,Otros,314,11310,7872,3.99
2021,legislativa,10,Comuna 10,00111,PJ,2147,11310,7872,27.27
2021,legislativa,10,Comuna 10,00112,Centroderecha,2553,8420,6069,42.07
2021,legislativa,10,Comuna 10,00112,Izquierda,534,8420,6069,8.8
2021,legislativa,10,Comuna 10,00112,Liberalismo,1075,8420,6069,17.71
2021,legislativa,10,Comuna 10,00112,Otros,250,8420,6069,4.12
2021,legislativa,10,Comuna 10,00112,PJ,1657,8420,6069,27.3
2021,legislativa,11,Comuna 11,00113,Centroderecha,4124,12769,9656,42.71
2021,legislativa,11,Comuna 11,00113,Izquierda,785,12769,9656,8.13
2021,legislativa,11,Comuna 11,00113,Liberalismo,1843,12769,9656,19.09
2021,legislativa,11,Comuna 11,00113,Otros,363,12769,9656,3.76
2021,legislativa,11,Comuna 11,00113,PJ,2541,12769,9656,26.32
2021,legislativa,11,Comuna 11,00114,Centroderecha,5403,16564,12317,43.87
2021,legislativa,11,Comuna 11,00114,Izquierda,1067,16564,12317,8.66
2021,legislativa,11,Comuna 11,00114,Liberalismo,2009,16564,12317,16.31
2021,legislativa,11,Comuna 11,00114,Otros,485,16564,12317,3.94
2021,legislativa,11,Comuna 11,00114,PJ,3353,16564,12317,27.22
2021,legislativa,11,Comuna 11,00115,Centroderecha,3766,12159,8893,42.35
2021,legislativa,11,Comuna 11,00115,Izquierda,797,12159,8893,8.96
2021,legislativa,11,Comuna 11,00115,Liberalismo,1467,12159,8893,16.5
2021,legislativa,11,Comuna 11,00115,Otros,341,12159,8893,3.83
2021,legislativa,11,Comuna 11,00115,PJ,2522,12159,8893,28.36
2021,legislativa,11,Comuna 11,00116,Centroderecha,5413,17292,12913,41.92
2021,legislativa,11,Comuna 11,00116,Izquierda,1168,17292,12913,9.05
2021,legislativa,11,Comuna 11,00116,Liberalismo,2146,17292,12913,16.62
2021,legislativa,11,Comuna 11,00116,Otros,524,17292,12913,4.06
2021,legislativa,11,Comuna 11,00116,PJ,3662,17292,12913,28.36
2021,legislativa,11,Comuna 11,00117,Centroderecha,6405,18421,13837,46.29
2021,legislativa,11,Comuna 11,00117,Izquierda,1188,18421,13837,8.59
2021,legislativa,11,Comuna 11,00117,Liberalismo,2263,18421,13837,16.35
2021,legislativa,11,Comuna 11,00117,Otros,531,18421,13837,3.84
2021,legislativa,11,Comuna 11,00117,PJ,3450,18421,13837,24.93
2021,legislativa,11,Comuna 11,00118,Centroderecha,5417,14348,10833,50.0
2021,legislativa,11,Comuna 11,00118,Izquierda,818,14348,10833,7.55
2021,legislativa,11,Comuna 11,00118,Liberalismo,1781,14348,10833,16.44
2021,legislativa,11,Comuna 11,00118,Otros,381,14348,10833,3.52
2021,legislativa,11,Comuna 11,00118,PJ,2436,14348,10833,22.49
2021,legislativa,11,Comuna 11,00119,Centroderecha,6611,17960,13665,48.38
2021,legislativa,11,Comuna 11,00119,Izquierda,1069,17960,13665,7.82
2021,legislativa,11,Comuna 11,00119,Liberalismo,2333,17960,13665,17.07
2021,legislativa,11,Comuna 11,00119,Otros,526,17960,13665,3.85
2021,legislativa,11,Comuna 11,00119,PJ,3126,17960,13665,22.88
2021,legislativa,11,Comuna 11,00120,Centroderecha,7240,18988,14374,50.37
2021,legislativa,11,Comuna 11,00120,Izquierda,977,18988,14374,6.8
