id,nomoficial,nombre_norm,barrio,comuna,tipo_c,long,geometry,metodo_match,match_score,wikidata_id,figura_nombre,partido_madre,tipo_figura
4299,PLAZA,PLAZA,Villa Ortuzar,15.0,CALLE,121.9802680203362,"LINESTRING (-58.468145428664556 -34.57772982297697, -58.46890466420836 -34.57682723784842)",ambiguo,100.0,AMBIGUO,Hilarión Plaza | José María Plaza | Victorino de la Plaza | Pedro Regalado Joaquín de la Plaza | Rafael de la Plaza,,
4312,MENDOZA AV.,MENDOZA,Villa Urquiza,12.0,AVENIDA,112.4124980313224,"LINESTRING (-58.483843088246076 -34.57718857912132, -58.48486041512136 -34.577753147554)",ambiguo,100.0,AMBIGUO,Sandra Mendoza | Mayra Mendoza | Josefina Mendoza | Toribio Mendoza,,
4326,HEREDIA,HEREDIA,Villa Ortuzar,15.0,CALLE,111.8152022821652,"LINESTRING (-58.463512598872555 -34.577899781386655, -58.464073336766624 -34.57700490272352)",ambiguo,100.0,AMBIGUO,Alejandro Heredia | Felipe Heredia,,
4338,OLAZABAL AV.,OLAZABAL,Villa Urquiza,12.0,AVENIDA,58.55206850325954,"LINESTRING (-58.48793223465285 -34.57766813673338, -58.488455437557974 -34.57797028934149)",ambiguo,100.0,AMBIGUO,Félix Olazábal | Jerónimo Olazábal | Manuel Olazábal,,
4340,FRANCO,FRANCO,Villa Pueyrredon,12.0,CALLE,130.1937595928879,"LINESTRING (-58.49974473374462 -34.57726904689936, -58.500879816523224 -34.57797322324515)",ambiguo,100.0,AMBIGUO,Rodolfo José Ramón Moisés Tecera del Franco | Hugo Alberto Franco | Mario Franco,,
4345,CULLEN,CULLEN,Villa Urquiza,12.0,CALLE,139.6746422007712,"LINESTRING (-58.495947691914346 -34.577303784202996, -58.49721717894503 -34.57799852179139)",ambiguo,100.0,AMBIGUO,Domingo Cullen | José María Cullen | Patricio Cullen,,
4360,OLAZABAL AV.,OLAZABAL,Villa Urquiza,12.0,AVENIDA,24.90913418104732,"LINESTRING (-58.488455437557974 -34.57797028934149, -58.48867795325726 -34.578098907713134)",ambiguo,100.0,AMBIGUO,Félix Olazábal | Jerónimo Olazábal | Manuel Olazábal,,
4387,FOREST AV.,FOREST,,,AVENIDA,205.441285753011,"LINESTRING (-58.4602255014304 -34.578295384233854, -58.46054760731201 -34.57794306122858, -58.46160586203848 -34.576837425385776)",ambiguo,100.0,AMBIGUO,Carlos Forest | Carlos Forest,,
4399,AVALOS,AVALOS,Villa Urquiza,12.0,CALLE,148.7356128423515,"LINESTRING (-58.48285946788604 -34.57834456094924, -58.482949268517025 -34.578239121975784, -58.483792406290334 -34.57724814886431)",ambiguo,100.0,AMBIGUO,Juan Carlos Ávalos | José María Ávalos,,
4400,MENDOZA AV.,MENDOZA,Villa Urquiza,12.0,AVENIDA,112.3951471924302,"LINESTRING (-58.48486041512136 -34.577753147554, -58.48586407651945 -34.578333944260486)",ambiguo,100.0,AMBIGUO,Sandra Mendoza | Mayra Mendoza | Josefina Mendoza | Toribio Mendoza,,
4406,HEREDIA,HEREDIA,Villa Ortuzar,15.0,CALLE,60.47802182724724,"LINESTRING (-58.46320932201862 -34.57838380489431, -58.463512598872555 -34.577899781386655)",ambiguo,100.0,AMBIGUO,Alejandro Heredia | Felipe Heredia,,
4430,ARGERICH,ARGERICH,Villa Pueyrredon,12.0,CALLE,127.098437485358,"LINESTRING (-58.511303786463095 -34.57843274652789, -58.51213432794717 -34.57751585029629)",ambiguo,100.0,AMBIGUO,Francisco Javier Argerich | Manuel Argerich,,
4453,OLAZABAL AV.,OLAZABAL,Villa Urquiza,12.0,AVENIDA,96.01699227871468,"LINESTRING (-58.48867795325726 -34.578098907713134, -58.48883089590384 -34.57818718736514, -58.489530726284116 -34.578600497564494)",ambiguo,100.0,AMBIGUO,Félix Olazábal | Jerónimo Olazábal | Manuel Olazábal,,
4456,LUGONES,LUGONES,Villa Ortuzar,15.0,CALLE,109.104034040107,"LINESTRING (-58.47368410920395 -34.57861449437867, -58.47369199024189 -34.57763102416757)",ambiguo,100.0,AMBIGUO,Marcelo Lugones | Lorenzo Lugones,,
4470,FRANCO,FRANCO,Villa Pueyrredon,12.0,CALLE,130.012530801171,"LINESTRING (-58.500879816523224 -34.57797322324515, -58.501884271778835 -34.57859644285711, -58.50201347048921 -34.57867626261799)",ambiguo,100.0,AMBIGUO,Rodolfo José Ramón Moisés Tecera del Franco | Hugo Alberto Franco | Mario Franco,,
4496,PLAZA,PLAZA,Villa Ortuzar,15.0,CALLE,129.2206506936341,"LINESTRING (-58.46723599305856 -34.578810932714504, -58.468040316019376 -34.577854779519825)",ambiguo,100.0,AMBIGUO,Hilarión Plaza | José María Plaza | Victorino de la Plaza | Pedro Regalado Joaquín de la Plaza | Rafael de la Plaza,,
4500,PLAZA,PLAZA,Villa Ortuzar,15.0,CALLE,28.31293936440245,"LINESTRING (-58.46720441642682 -34.579055797541976, -58.46719648886318 -34.5788579067074, -58.46723599305856 -34.578810932714504)",ambiguo,100.0,AMBIGUO,Hilarión Plaza | José María Plaza | Victorino de la Plaza | Pedro Regalado Joaquín de la Plaza | Rafael de la Plaza,,
4513,MENDOZA AV.,MENDOZA,Villa Urquiza,12.0,AVENIDA,112.0087557512064,"LINESTRING (-58.48586407651945 -34.578333944260486, -58.48687437086268 -34.57890064488495)",ambiguo,100.0,AMBIGUO,Sandra Mendoza | Mayra Mendoza | Josefina Mendoza | Toribio Mendoza,,
4522,TAGLE,TAGLE,Palermo,14.0,CALLE,31.03954327999956,"LINESTRING (-58.39692747708631 -34.579035700812696, -58.396755935261275 -34.578794546542284)",ambiguo,100.0,AMBIGUO,Carlos Tagle | Gregorio García de Tagle,,
4539,LUGONES,LUGONES,Villa Ortuzar,15.0,CALLE,56.83632242313989,"LINESTRING (-58.47368229976213 -34.57912682822571, -58.473683020157885 -34.57875773663812, -58.47368410920395 -34.57861449437867)",ambiguo,100.0,AMBIGUO,Marcelo Lugones | Lorenzo Lugones,,
4552,ARGERICH,ARGERICH,Villa Pueyrredon,12.0,CALLE,107.1250002662832,"LINESTRING (-58.5106036702519 -34.57920549927666, -58.511303786463095 -34.57843274652789)",ambiguo,100.0,AMBIGUO,Francisco Javier Argerich | Manuel Argerich,,
4558,OLAZABAL AV.,OLAZABAL,Villa Urquiza,12.0,AVENIDA,119.9965069840579,"LINESTRING (-58.489530726284116 -34.578600497564494, -58.49040769559617 -34.57911848480407, -58.490596153625575 -34.57922774064832)",ambiguo,100.0,AMBIGUO,Félix Olazábal | Jerónimo Olazábal | Manuel Olazábal,,
4584,FRANCO,FRANCO,Villa Pueyrredon,12.0,CALLE,129.4720442860845,"LINESTRING (-58.50201347048921 -34.57867626261799, -58.50314399100763 -34.57937464442113)",ambiguo,100.0,AMBIGUO,Rodolfo José Ramón Moisés Tecera del Franco | Hugo Alberto Franco | Mario Franco,,
4591,MENDOZA AV.,MENDOZA,Villa Urquiza,12.0,AVENIDA,91.63214602671438,"LINESTRING (-58.48687437086268 -34.57890064488495, -58.487573458364096 -34.579308206785186, -58.487649219683476 -34.579408860496216)",ambiguo,100.0,AMBIGUO,Sandra Mendoza | Mayra Mendoza | Josefina Mendoza | Toribio Mendoza,,
4594,AVALOS,AVALOS,Villa Urquiza,12.0,CALLE,147.6088789233514,"LINESTRING (-58.481932167020574 -34.57943183937295, -58.48203848375608 -34.57930815878359, -58.48285946788604 -34.57834456094924)",ambiguo,100.0,AMBIGUO,Juan Carlos Ávalos | José María Ávalos,,
4604,PLAZA,PLAZA,Villa Ortuzar,15.0,CALLE,46.03328727300238,"LINESTRING (-58.46722112399385 -34.57947052318352, -58.46720441642682 -34.579055797541976)",ambiguo,100.0,AMBIGUO,Hilarión Plaza | José María Plaza | Victorino de la Plaza | Pedro Regalado Joaquín de la Plaza | Rafael de la Plaza,,
4630,HEREDIA,HEREDIA,Villa Ortuzar,15.0,CALLE,133.5388090477059,"LINESTRING (-58.463250870919445 -34.57958706723651, -58.46320932201862 -34.57838380489431)",ambiguo,100.0,AMBIGUO,Alejandro Heredia | Felipe Heredia,,
4634,HELGUERA,HELGUERA,Villa Pueyrredon,12.0,CALLE,12.65926373750146,"LINESTRING (-58.51064464326638 -34.58149144156029, -58.51071976198628 -34.58139572451434)",ambiguo,100.0,AMBIGUO,Federico Helguera | Jerónimo Helguera,,
4649,LUGONES,LUGONES,Villa Ortuzar,15.0,CALLE,60.72666099267899,"LINESTRING (-58.473681175810555 -34.57967423305653, -58.47368229976213 -34.57912682822571)",ambiguo,100.0,AMBIGUO,Marcelo Lugones | Lorenzo Lugones,,
4651,HELGUERA,HELGUERA,Villa Pueyrredon,12.0,CALLE,61.82190201822465,"LINESTRING (-58.51226816839457 -34.57968964068206, -58.51267165717115 -34.57924334298509)",ambiguo,100.0,AMBIGUO,Federico Helguera | Jerónimo Helguera,,
4658,FOREST AV.,FOREST,Chacarita,15.0,AVENIDA,201.542998807665,"LINESTRING (-58.45890256524849 -34.57974565300049, -58.4602255014304 -34.578295384233854)",ambiguo,100.0,AMBIGUO,Carlos Forest | Carlos Forest,,
4676,OLAZABAL AV.,OLAZABAL,Villa Urquiza,12.0,AVENIDA,119.5657101499918,"LINESTRING (-58.490596153625575 -34.57922774064832, -58.49166295645383 -34.57984666402782)",ambiguo,100.0,AMBIGUO,Félix Olazábal | Jerónimo Olazábal | Manuel Olazábal,,
4687,MENDOZA,MENDOZA,Villa Urquiza,12.0,CALLE,96.833785644976,"LINESTRING (-58.487649219683476 -34.579408860496216, -58.48851877121813 -34.579903481997285)",ambiguo,100.0,AMBIGUO,Sandra Mendoza | Mayra Mendoza | Josefina Mendoza | Toribio Mendoza,,
4693,ARGERICH,ARGERICH,Villa Pueyrredon,12.0,CALLE,100.5250000292017,"LINESTRING (-58.50994676780279 -34.579930695306686, -58.5106036702519 -34.57920549927666)",ambiguo,100.0,AMBIGUO,Francisco Javier Argerich | Manuel Argerich,,
4700,ZENTENO,ZENTENO,Palermo,14.0,CALLE,98.71094027150788,"LINESTRING (-58.40301608471458 -34.57996366594967, -58.403793761195004 -34.57988763770104, -58.40406917555476 -34.57980565745641)",ambiguo_fuzzy,85.7,AMBIGUO,Fernando Centeno | Pedro Alejandrino Centeno,,
4716,HELGUERA,HELGUERA,Villa Pueyrredon,12.0,CALLE,48.32658229632896,"LINESTRING (-58.511952743005544 -34.58003850575422, -58.51226816839457 -34.57968964068206)",ambiguo,100.0,AMBIGUO,Federico Helguera | Jerónimo Helguera,,
4727,FRANCO,FRANCO,Villa Pueyrredon,12.0,CALLE,129.9470513044795,"LINESTRING (-58.50314399100763 -34.57937464442113, -58.50427870374934 -34.58007554951693)",ambiguo,100.0,AMBIGUO,Rodolfo José Ramón Moisés Tecera del Franco | Hugo Alberto Franco | Mario Franco,,
4765,GUEMES,GUEMES,Palermo,14.0,CALLE,104.8867791775944,"LINESTRING (-58.42533612988748 -34.58035258600289, -58.426195771688576 -34.57972938795806)",ambiguo,100.0,AMBIGUO,Adolfo Güemes | José Güemes,,
4769,AVALOS,AVALOS,Villa Urquiza,12.0,CALLE,127.3373397023798,"LINESTRING (-58.48112895086215 -34.58036789247865, -58.48122394826549 -34.58025590463097, -58.481932167020574 -34.57943183937295)",ambiguo,100.0,AMBIGUO,Juan Carlos Ávalos | José María Ávalos,,
4795,TAGLE,TAGLE,,,CALLE,187.4378611127992,"LINESTRING (-58.39796329764316 -34.58049199107126, -58.39692747708631 -34.579035700812696)",ambiguo,100.0,AMBIGUO,Carlos Tagle | Gregorio García de Tagle,,
4798,MENDOZA,MENDOZA,Villa Urquiza,12.0,CALLE,119.6274251827015,"LINESTRING (-58.48851877121813 -34.579903481997285, -58.48943721478797 -34.58042583379928, -58.48959271708847 -34.580514886575834)",ambiguo,100.0,AMBIGUO,Sandra Mendoza | Mayra Mendoza | Josefina Mendoza | Toribio Mendoza,,
4810,PLAZA,PLAZA,Villa Ortuzar,15.0,CALLE,121.1446969333438,"LINESTRING (-58.46726493970718 -34.58056195078746, -58.46722112399385 -34.57947052318352)",ambiguo,100.0,AMBIGUO,Hilarión Plaza | José María Plaza | Victorino de la Plaza | Pedro Regalado Joaquín de la Plaza | Rafael de la Plaza,,
4829,ARGERICH,ARGERICH,Villa Pueyrredon,12.0,CALLE,99.66562503052282,"LINESTRING (-58.50929547009778 -34.58064968830884, -58.50994676780279 -34.579930695306686)",ambiguo,100.0,AMBIGUO,Francisco Javier Argerich | Manuel Argerich,,
4832,HEREDIA,HEREDIA,Villa Ortuzar,15.0,CALLE,121.3147504397791,"LINESTRING (-58.46329659313188 -34.58067997514671, -58.463250870919445 -34.57958706723651)",ambiguo,100.0,AMBIGUO,Alejandro Heredia | Felipe Heredia,,
4834,OLAZABAL AV.,OLAZABAL,Villa Urquiza,12.0,AVENIDA,165.3307256265282,"LINESTRING (-58.49166295645383 -34.57984666402782, -58.49313812886476 -34.580702455128396)",ambiguo,100.0,AMBIGUO,Félix Olazábal | Jerónimo Olazábal | Manuel Olazábal,,
4836,TAGLE,TAGLE,,,CALLE,27.0118992295012,"LINESTRING (-58.39811256286394 -34.580701863501616, -58.39796329764316 -34.58049199107126)",ambiguo,100.0,AMBIGUO,Carlos Tagle | Gregorio García de Tagle,,
4846,SARMIENTO AV.,SARMIENTO,Palermo,14.0,AVENIDA,488.4752713810537,"LINESTRING (-58.42058658574377 -34.58079398621544, -58.4172704158941 -34.57734940180585)",ambiguo,100.0,AMBIGUO,Francisco Sarmiento | Domingo Faustino Sarmiento | Dominguito Fidel Sarmiento,,
4848,FOREST AV.,FOREST,Chacarita,15.0,AVENIDA,140.2470554599235,"LINESTRING (-58.45798345627967 -34.58075577626799, -58.45890256524849 -34.57974565300049)",ambiguo,100.0,AMBIGUO,Carlos Forest | Carlos Forest,,
4855,HELGUERA,HELGUERA,Villa Pueyrredon,12.0,CALLE,101.039099026199,"LINESTRING (-58.51129320862956 -34.58076786498508, -58.511952743005544 -34.58003850575422)",ambiguo,100.0,AMBIGUO,Federico Helguera | Jerónimo Helguera,,
4857,AVALOS,AVALOS,Parque Chas,15.0,CALLE,57.42819412595864,"LINESTRING (-58.480770240014316 -34.58079210722759, -58.48104467873662 -34.58046713197358, -58.48112895086215 -34.58036789247865)",ambiguo,100.0,AMBIGUO,Juan Carlos Ávalos | José María Ávalos,,
4881,OLAZABAL AV.,OLAZABAL,Villa Urquiza,12.0,AVENIDA,35.25964396545486,"LINESTRING (-58.49313812886476 -34.580702455128396, -58.4934527204152 -34.58088498685751)",ambiguo,100.0,AMBIGUO,Félix Olazábal | Jerónimo Olazábal | Manuel Olazábal,,
4887,ARGERICH,ARGERICH,Villa Pueyrredon,12.0,CALLE,34.59687626474183,"LINESTRING (-58.509069291624115 -34.58089921459591, -58.50929547009778 -34.58064968830884)",ambiguo,100.0,AMBIGUO,Francisco Javier Argerich | Manuel Argerich,,
4889,LUGONES,LUGONES,Villa Ortuzar,15.0,CALLE,137.820511772186,"LINESTRING (-58.473678775915275 -34.58091658055374, -58.473681175810555 -34.57967423305653)",ambiguo,100.0,AMBIGUO,Marcelo Lugones | Lorenzo Lugones,,
4900,GUEMES,GUEMES,Palermo,14.0,CALLE,98.7309273569308,"LINESTRING (-58.42452689825747 -34.580939173549446, -58.42533612988748 -34.58035258600289)",ambiguo,100.0,AMBIGUO,Adolfo Güemes | José Güemes,,
4914,FRANCO,FRANCO,Villa Pueyrredon,12.0,PASAJE,134.9785946116315,"LINESTRING (-58.505263665428316 -34.580946005751365, -58.50573862689148 -34.580987884561715, -58.505810597415056 -34.58103257865651, -58.50653396852048 -34.581480220190436)",ambiguo,100.0,AMBIGUO,Rodolfo José Ramón Moisés Tecera del Franco | Hugo Alberto Franco | Mario Franco,,
4930,HELGUERA,HELGUERA,Villa Pueyrredon,12.0,CALLE,40.83126721449701,"LINESTRING (-58.51102670278404 -34.58106262284957, -58.51129320862956 -34.58076786498508)",ambiguo,100.0,AMBIGUO,Federico Helguera | Jerónimo Helguera,,
4942,MENDOZA,MENDOZA,Villa Urquiza,12.0,CALLE,119.5459917268399,"LINESTRING (-58.48959271708847 -34.580514886575834, -58.49066472068478 -34.58112733843244)",ambiguo,100.0,AMBIGUO,Sandra Mendoza | Mayra Mendoza | Josefina Mendoza | Toribio Mendoza,,
4953,AVALOS,AVALOS,Parque Chas,15.0,CALLE,52.81103512670944,"LINESTRING (-58.48044063832316 -34.58118237251411, -58.480770240014316 -34.58079210722759)",ambiguo,100.0,AMBIGUO,Juan Carlos Ávalos | José María Ávalos,,
4956,BULNES,BULNES,Palermo,14.0,CALLE,167.4946037797324,"LINESTRING (-58.40623651419228 -34.58118164512961, -58.405812154834464 -34.58030769738941, -58.40556900862605 -34.579776445951666)",ambiguo,100.0,AMBIGUO,Eduardo Pérez Bulnes | Juan Pablo Bulnes,,
5004,URIARTE,URIARTE,Palermo,14.0,CALLE,146.7958116338424,"LINESTRING (-58.42375888001165 -34.58149583889723, -58.42260449398075 -34.580579667778146)",ambiguo_fuzzy,85.7,AMBIGUO,Mariano Iriarte | Tomás de Iriarte,,
5005,GUEMES,GUEMES,Palermo,14.0,CALLE,93.69879882678005,"LINESTRING (-58.42375888001165 -34.58149583889723, -58.42452689825747 -34.580939173549446)",ambiguo,100.0,AMBIGUO,Adolfo Güemes | José Güemes,,
5020,ARGERICH,ARGERICH,Villa Pueyrredon,12.0,CALLE,42.50625025324012,"LINESTRING (-58.50848690587681 -34.5815421899938, -58.508764654953445 -34.58123553187728)",ambiguo,100.0,AMBIGUO,Francisco Javier Argerich | Manuel Argerich,,
5046,AVALOS,AVALOS,Parque Chas,15.0,CALLE,55.64268722662049,"LINESTRING (-58.480237406750526 -34.58165494488677, -58.48044063832316 -34.58118237251411)",ambiguo,100.0,AMBIGUO,Juan Carlos Ávalos | José María Ávalos,,
5047,PLAZA,PLAZA,Villa Ortuzar,15.0,CALLE,121.4963252631143,"LINESTRING (-58.46730884186558 -34.58165654724936, -58.46726493970718 -34.58056195078746)",ambiguo,100.0,AMBIGUO,Hilarión Plaza | José María Plaza | Victorino de la Plaza | Pedro Regalado Joaquín de la Plaza | Rafael de la Plaza,,
5085,HEREDIA,HEREDIA,Villa Ortuzar,15.0,CALLE,121.3320893789153,"LINESTRING (-58.463345211508575 -34.58177295326568, -58.463302638430214 -34.58082554125274, -58.46329659313188 -34.58067997514671)",ambiguo,100.0,AMBIGUO,Alejandro Heredia | Felipe Heredia,,
5088,GORRITI,GORRITI,Palermo,14.0,CALLE,140.2310925965427,"LINESTRING (-58.44137734483559 -34.581786759342485, -58.44251076553723 -34.580938772873424)",ambiguo,100.0,AMBIGUO,José Ignacio de Gorriti | Francisco Gorriti | Juan Ignacio Gorriti,,
5128,BULNES,BULNES,Palermo,14.0,CALLE,99.08025674463097,"LINESTRING (-58.40663894530119 -34.582010439422056, -58.40623651419228 -34.58118164512961)",ambiguo,100.0,AMBIGUO,Eduardo Pérez Bulnes | Juan Pablo Bulnes,,
5138,CORDOBA,CORDOBA,Chacarita,15.0,CALLE,101.0900432140366,"LINESTRING (-58.45070650534828 -34.58207350632006, -58.451435822993105 -34.5818011095589, -58.4517131575025 -34.58170324706265)",ambiguo,100.0,AMBIGUO,Lucas Córdoba | Melitón Córdoba | Nabor Segundo Córdoba,,
5144,AVALOS,AVALOS,Parque Chas,15.0,CALLE,53.3491599984694,"LINESTRING (-58.48004413120017 -34.58210850108308, -58.480237406750526 -34.58165494488677)",ambiguo,100.0,AMBIGUO,Juan Carlos Ávalos | José María Ávalos,,
5149,GUEMES,GUEMES,Palermo,14.0,CALLE,104.599409044872,"LINESTRING (-58.42290150164431 -34.58211725973747, -58.42375888001165 -34.58149583889723)",ambiguo,100.0,AMBIGUO,Adolfo Güemes | José Güemes,,
5151,TORRENT,TORRENT,Parque Chas,15.0,CALLE,69.69786610781367,"LINESTRING (-58.475488293466775 -34.58216038005042, -58.475992970479446 -34.58169081286919)",ambiguo,100.0,AMBIGUO,Juan Eusebio Torrent | Luciano Torrent,,
5153,FOREST AV.,FOREST,Chacarita,15.0,AVENIDA,195.1859378629721,"LINESTRING (-58.45670710584234 -34.58216334582142, -58.45798345627967 -34.58075577626799)",ambiguo,100.0,AMBIGUO,Carlos Forest | Carlos Forest,,
5173,MENDOZA,MENDOZA,Villa Urquiza,12.0,CALLE,161.2101817966919,"LINESTRING (-58.49066472068478 -34.58112733843244, -58.4917508844914 -34.58226957602781)",ambiguo,100.0,AMBIGUO,Sandra Mendoza | Mayra Mendoza | Josefina Mendoza | Toribio Mendoza,,
5176,FRANCO,FRANCO,Villa Pueyrredon,12.0,CALLE,147.5156655406821,"LINESTRING (-58.50653396852048 -34.581480220190436, -58.50782128675026 -34.5822768143402)",ambiguo,100.0,AMBIGUO,Rodolfo José Ramón Moisés Tecera del Franco | Hugo Alberto Franco | Mario Franco,,
5177,ARGERICH,ARGERICH,Villa Pueyrredon,12.0,CALLE,101.8406251722331,"LINESTRING (-58.50782128675026 -34.5822768143402, -58.50848690587681 -34.5815421899938)",ambiguo,100.0,AMBIGUO,Francisco Javier Argerich | Manuel Argerich,,
5190,URIARTE,URIARTE,Palermo,14.0,CALLE,141.4857209245055,"LINESTRING (-58.424871499568134 -34.582378886625435, -58.42375888001165 -34.58149583889723)",ambiguo_fuzzy,85.7,AMBIGUO,Mariano Iriarte | Tomás de Iriarte,,
5193,HELGUERA,HELGUERA,Villa Pueyrredon,12.0,CALLE,123.5850791330218,"LINESTRING (-58.50983335883713 -34.58238071359792, -58.51064464326638 -34.58149144156029)",ambiguo,100.0,AMBIGUO,Federico Helguera | Jerónimo Helguera,,
5195,CORDOBA,CORDOBA,Chacarita,15.0,CALLE,90.11360558123432,"LINESTRING (-58.44981139236154 -34.58240778305006, -58.45070650534828 -34.58207350632006)",ambiguo,100.0,AMBIGUO,Lucas Córdoba | Melitón Córdoba | Nabor Segundo Córdoba,,
5212,AVALOS,AVALOS,Parque Chas,15.0,CALLE,85.09033858053328,"LINESTRING (-58.47925013123367 -34.58250481192501, -58.48004413120017 -34.58210850108308)",ambiguo,100.0,AMBIGUO,Juan Carlos Ávalos | José María Ávalos,,
5224,GORRITI,GORRITI,Palermo,14.0,CALLE,129.545032083208,"LINESTRING (-58.44033025792441 -34.58257010236521, -58.44137734483559 -34.581786759342485)",ambiguo,100.0,AMBIGUO,José Ignacio de Gorriti | Francisco Gorriti | Juan Ignacio Gorriti,,
5228,TORRENT,TORRENT,Parque Chas,15.0,CALLE,59.67433283796282,"LINESTRING (-58.47511362597394 -34.58260007288948, -58.475488293466775 -34.58216038005042)",ambiguo,100.0,AMBIGUO,Juan Eusebio Torrent | Luciano Torrent,,
5250,FRAGA,FRAGA,Villa Ortuzar,15.0,CALLE,97.8106981649597,"LINESTRING (-58.468487668739954 -34.58271807175831, -58.469553026429914 -34.58268696491625)",ambiguo,100.0,AMBIGUO,Javier González Fraga | Rosendo María Fraga,,
5251,TAGLE,TAGLE,,,CALLE,251.1256340963126,"LINESTRING (-58.399364781411265 -34.58271474589321, -58.39811256286394 -34.580701863501616)",ambiguo,100.0,AMBIGUO,Carlos Tagle | Gregorio García de Tagle,,
5254,PLAZA,PLAZA,Villa Ortuzar,15.0,CALLE,121.5043924304602,"LINESTRING (-58.46735283032707 -34.58275121391889, -58.46730884186558 -34.58165654724936)",ambiguo,100.0,AMBIGUO,Hilarión Plaza | José María Plaza | Victorino de la Plaza | Pedro Regalado Joaquín de la Plaza | Rafael de la Plaza,,
5255,FRAGA,FRAGA,Villa Ortuzar,15.0,CALLE,104.1897225617553,"LINESTRING (-58.46735283032707 -34.58275121391889, -58.468487668739954 -34.58271807175831)",ambiguo,100.0,AMBIGUO,Javier González Fraga | Rosendo María Fraga,,
5257,CORDOBA,CORDOBA,Chacarita,15.0,CALLE,94.24968557795783,"LINESTRING (-58.44887522865068 -34.58275747116991, -58.44981139236154 -34.58240778305006)",ambiguo,100.0,AMBIGUO,Lucas Córdoba | Melitón Córdoba | Nabor Segundo Córdoba,,
5262,FRAGA,FRAGA,Villa Ortuzar,15.0,CALLE,103.3456709039959,"LINESTRING (-58.46622718689468 -34.58278413403565, -58.46735283032707 -34.58275121391889)",ambiguo,100.0,AMBIGUO,Javier González Fraga | Rosendo María Fraga,,
5270,GUEMES,GUEMES,Palermo,14.0,CALLE,117.7305671654409,"LINESTRING (-58.42193653108642 -34.5828167380905, -58.42290150164431 -34.58211725973747)",ambiguo,100.0,AMBIGUO,Adolfo Güemes | José Güemes,,
5272,FRAGA,FRAGA,Villa Ortuzar,15.0,CALLE,130.4639880113712,"LINESTRING (-58.46480616722588 -34.582825639480355, -58.46622718689468 -34.58278413403565)",ambiguo,100.0,AMBIGUO,Javier González Fraga | Rosendo María Fraga,,
5277,HEREDIA,HEREDIA,Villa Ortuzar,15.0,CALLE,121.4274517319503,"LINESTRING (-58.46339434204245 -34.58286677625389, -58.463345211508575 -34.58177295326568)",ambiguo,100.0,AMBIGUO,Alejandro Heredia | Felipe Heredia,,
5278,FRAGA,FRAGA,Villa Ortuzar,15.0,CALLE,129.6193855636574,"LINESTRING (-58.46339434204245 -34.58286677625389, -58.46480616722588 -34.582825639480355)",ambiguo,100.0,AMBIGUO,Javier González Fraga | Rosendo María Fraga,,
5285,FRAGA,FRAGA,Villa Ortuzar,15.0,CALLE,131.777324682212,"LINESTRING (-58.46195901481338 -34.5829086711017, -58.46339434204245 -34.58286677625389)",ambiguo,100.0,AMBIGUO,Javier González Fraga | Rosendo María Fraga,,
5289,AVALOS,AVALOS,Parque Chas,15.0,CALLE,86.98839165545309,"LINESTRING (-58.478448209020875 -34.58292309079458, -58.47925013123367 -34.58250481192501)",ambiguo,100.0,AMBIGUO,Juan Carlos Ávalos | José María Ávalos,,
5295,FRAGA,FRAGA,Villa Ortuzar,15.0,CALLE,130.8471134456925,"LINESTRING (-58.46053381868242 -34.58295026760403, -58.46195901481338 -34.5829086711017)",ambiguo,100.0,AMBIGUO,Javier González Fraga | Rosendo María Fraga,,
5304,FRAGA,FRAGA,Chacarita,15.0,CALLE,156.2488030961549,"LINESTRING (-58.45883223209614 -34.58300627454357, -58.46053381868242 -34.58295026760403)",ambiguo,100.0,AMBIGUO,Javier González Fraga | Rosendo María Fraga,,
5306,ARGERICH,ARGERICH,Villa Pueyrredon,12.0,CALLE,100.759375027258,"LINESTRING (-58.507162804219725 -34.58300368578746, -58.50782128675026 -34.5822768143402)",ambiguo,100.0,AMBIGUO,Francisco Javier Argerich | Manuel Argerich,,
5329,FRANCO,FRANCO,Villa Pueyrredon,12.0,CALLE,154.6205562153282,"LINESTRING (-58.50782128675026 -34.5822768143402, -58.50794589743945 -34.58235388291279, -58.509171659079556 -34.583110625314916)",ambiguo,100.0,AMBIGUO,Rodolfo José Ramón Moisés Tecera del Franco | Hugo Alberto Franco | Mario Franco,,
5330,HELGUERA,HELGUERA,Villa Pueyrredon,12.0,CALLE,101.206332651717,"LINESTRING (-58.509171659079556 -34.583110625314916, -58.509725118232765 -34.582499418965284, -58.50983335883713 -34.58238071359792)",ambiguo,100.0,AMBIGUO,Federico Helguera | Jerónimo Helguera,,
5334,TORRENT,TORRENT,Parque Chas,15.0,CALLE,73.76999318312428,"LINESTRING (-58.47465279968648 -34.58314498578815, -58.4750403265614 -34.5826861378844, -58.47511362597394 -34.58260007288948)",ambiguo,100.0,AMBIGUO,Juan Eusebio Torrent | Luciano Torrent,,
5341,BULNES,BULNES,Palermo,14.0,CALLE,137.3944963163943,"LINESTRING (-58.407196988340345 -34.583159732270516, -58.40663894530119 -34.582010439422056)",ambiguo,100.0,AMBIGUO,Eduardo Pérez Bulnes | Juan Pablo Bulnes,,
