id,nomoficial,nombre_norm,barrio,comuna,tipo_c,long,geometry,metodo_match,match_score,wikidata_id,figura_nombre,partido_madre,tipo_figura
7,VEDIA,VEDIA,Nuñez,13.0,CALLE,43.73858249078506,"LINESTRING (-58.46680762229164 -34.53584272180944, -58.46720972641727 -34.53605419399296)",ambiguo,100.0,AMBIGUO,Francisco de Durañona y Vedia | Julio de Vedia | Nicolás de Vedia,,
9,VEDIA,VEDIA,Nuñez,13.0,CALLE,78.26452285831536,"LINESTRING (-58.46720972641727 -34.53605419399296, -58.46780263160793 -34.536366223959114, -58.46793054025062 -34.53643086874658)",ambiguo,100.0,AMBIGUO,Francisco de Durañona y Vedia | Julio de Vedia | Nicolás de Vedia,,
14,PICO,PICO,Nuñez,13.0,CALLE,137.7522208571402,"LINESTRING (-58.46502726359528 -34.536034948083625, -58.465485615777105 -34.53627389063322, -58.46630369452358 -34.536687686836736)",ambiguo,100.0,AMBIGUO,Blas Pico | Eduardo Pico | Francisco Pico | Francisco Pico,,
19,VEDIA,VEDIA,Nuñez,13.0,CALLE,94.72221777485359,"LINESTRING (-58.46816811099651 -34.53655106125667, -58.46904845151857 -34.53699639931662)",ambiguo,100.0,AMBIGUO,Francisco de Durañona y Vedia | Julio de Vedia | Nicolás de Vedia,,
21,PICO,PICO,Nuñez,13.0,CALLE,135.8436558588927,"LINESTRING (-58.46630369452358 -34.536687686836736, -58.46756618812389 -34.53732639821828)",ambiguo,100.0,AMBIGUO,Blas Pico | Eduardo Pico | Francisco Pico | Francisco Pico,,
23,PICO,PICO,Nuñez,13.0,CALLE,68.33736154141829,"LINESTRING (-58.46783804631094 -34.5374621173361, -58.468480198633515 -34.53777369837224)",ambiguo,100.0,AMBIGUO,Blas Pico | Eduardo Pico | Francisco Pico | Francisco Pico,,
30,VEDIA,VEDIA,Nuñez,13.0,CALLE,81.85188798034761,"LINESTRING (-58.47016263347508 -34.53756213108251, -58.470922536012196 -34.537948081892644)",ambiguo,100.0,AMBIGUO,Francisco de Durañona y Vedia | Julio de Vedia | Nicolás de Vedia,,
31,DEHEZA,DEHEZA,Nuñez,13.0,CALLE,123.9473617472039,"LINESTRING (-58.465808605775 -34.537489127234146, -58.4669602178343 -34.538072352636114)",ambiguo,100.0,AMBIGUO,José Deheza | General Deheza,,
33,PICO,PICO,Nuñez,13.0,CALLE,99.97384819799011,"LINESTRING (-58.468480198633515 -34.53777369837224, -58.46940094443272 -34.538254935850986)",ambiguo,100.0,AMBIGUO,Blas Pico | Eduardo Pico | Francisco Pico | Francisco Pico,,
35,DEHEZA,DEHEZA,Nuñez,13.0,CALLE,30.44960449206307,"LINESTRING (-58.4669602178343 -34.538072352636114, -58.46724274534102 -34.53821615062994)",ambiguo,100.0,AMBIGUO,José Deheza | General Deheza,,
38,VEDIA,VEDIA,Nuñez,13.0,CALLE,99.87491229866767,"LINESTRING (-58.470922536012196 -34.537948081892644, -58.47184976447851 -34.538419018534206)",ambiguo,100.0,AMBIGUO,Francisco de Durañona y Vedia | Julio de Vedia | Nicolás de Vedia,,
40,DEHEZA,DEHEZA,Nuñez,13.0,CALLE,44.53815699985006,"LINESTRING (-58.467485359624916 -34.53833933976845, -58.46789976543158 -34.53854810774596)",ambiguo,100.0,AMBIGUO,José Deheza | General Deheza,,
42,PICO,PICO,Nuñez,13.0,CALLE,101.194646619403,"LINESTRING (-58.46940094443272 -34.538254935850986, -58.470341273907536 -34.53873095382001)",ambiguo,100.0,AMBIGUO,Blas Pico | Eduardo Pico | Francisco Pico | Francisco Pico,,
46,ARIAS,ARIAS,Nuñez,13.0,CALLE,116.2423828160381,"LINESTRING (-58.46530959300562 -34.538296833350344, -58.46639108691649 -34.53884182475854)",ambiguo,100.0,AMBIGUO,Manuel Hipólito Herrera Arias | Tomás Arias | José Inocencio Arias | Manuel Arias,,
48,VEDIA,VEDIA,Nuñez,13.0,CALLE,99.9138062305176,"LINESTRING (-58.47184976447851 -34.538419018534206, -58.47277734382046 -34.53889015934395)",ambiguo,100.0,AMBIGUO,Francisco de Durañona y Vedia | Julio de Vedia | Nicolás de Vedia,,
50,DEHEZA,DEHEZA,Nuñez,13.0,CALLE,100.6694986573929,"LINESTRING (-58.46789976543158 -34.53854810774596, -58.46883515355372 -34.53902174304802)",ambiguo,100.0,AMBIGUO,José Deheza | General Deheza,,
53,ARIAS,ARIAS,Nuñez,13.0,CALLE,53.84839251148612,"LINESTRING (-58.46639108691649 -34.53884182475854, -58.46688858278246 -34.53909898419952)",ambiguo,100.0,AMBIGUO,Manuel Hipólito Herrera Arias | Tomás Arias | José Inocencio Arias | Manuel Arias,,
54,PICO,PICO,Nuñez,13.0,CALLE,99.97656524023458,"LINESTRING (-58.470341273907536 -34.53873095382001, -58.47127037996868 -34.53920112002357)",ambiguo,100.0,AMBIGUO,Blas Pico | Eduardo Pico | Francisco Pico | Francisco Pico,,
56,ARIAS,ARIAS,Nuñez,13.0,CALLE,20.79513009004445,"LINESTRING (-58.46713070924214 -34.53922792153252, -58.46732383209402 -34.53932589448244)",ambiguo,100.0,AMBIGUO,Manuel Hipólito Herrera Arias | Tomás Arias | José Inocencio Arias | Manuel Arias,,
59,VEDIA,VEDIA,Nuñez,13.0,CALLE,100.6995730305379,"LINESTRING (-58.47277734382046 -34.53889015934395, -58.473275223075404 -34.53914294306314, -58.47371131694336 -34.539366222229056)",ambiguo,100.0,AMBIGUO,Francisco de Durañona y Vedia | Julio de Vedia | Nicolás de Vedia,,
61,DEHEZA,DEHEZA,Nuñez,13.0,CALLE,100.9187449247412,"LINESTRING (-58.46883515355372 -34.53902174304802, -58.469772850145105 -34.53949656823915)",ambiguo,100.0,AMBIGUO,José Deheza | General Deheza,,
66,PICO,PICO,Nuñez,13.0,CALLE,99.38845752547826,"LINESTRING (-58.47127037996868 -34.53920112002357, -58.47219396448327 -34.539668603398844)",ambiguo,100.0,AMBIGUO,Blas Pico | Eduardo Pico | Francisco Pico | Francisco Pico,,
68,ARIAS,ARIAS,Nuñez,13.0,CALLE,100.8343039246734,"LINESTRING (-58.46732383209402 -34.53932589448244, -58.46787139901869 -34.539603206235824, -58.46826075756118 -34.539800308740176)",ambiguo,100.0,AMBIGUO,Manuel Hipólito Herrera Arias | Tomás Arias | José Inocencio Arias | Manuel Arias,,
71,DEHEZA,DEHEZA,Nuñez,13.0,CALLE,100.0813947585743,"LINESTRING (-58.469772850145105 -34.53949656823915, -58.47044076758872 -34.53983477906955, -58.470702727518365 -34.53996751332858)",ambiguo,100.0,AMBIGUO,José Deheza | General Deheza,,
73,VEDIA,VEDIA,Nuñez,13.0,CALLE,131.3011230783188,"LINESTRING (-58.47371131694336 -34.539366222229056, -58.47492769409571 -34.539988874819166)",ambiguo,100.0,AMBIGUO,Francisco de Durañona y Vedia | Julio de Vedia | Nicolás de Vedia,,
78,VEDIA,VEDIA,Saavedra,12.0,CALLE,47.02025538989431,"LINESTRING (-58.47492769409571 -34.539988874819166, -58.47541396431122 -34.54012203522876)",ambiguo,100.0,AMBIGUO,Francisco de Durañona y Vedia | Julio de Vedia | Nicolás de Vedia,,
79,PICO,PICO,Nuñez,13.0,CALLE,101.21463984224,"LINESTRING (-58.47219396448327 -34.539668603398844, -58.473134581060705 -34.540144599725004)",ambiguo,100.0,AMBIGUO,Blas Pico | Eduardo Pico | Francisco Pico | Francisco Pico,,
81,ARIAS,ARIAS,Nuñez,13.0,CALLE,59.85235896336942,"LINESTRING (-58.46826075756118 -34.539800308740176, -58.46881335507844 -34.540086636163316)",ambiguo,100.0,AMBIGUO,Manuel Hipólito Herrera Arias | Tomás Arias | José Inocencio Arias | Manuel Arias,,
84,CORREA,CORREA,Nuñez,13.0,CALLE,101.1605392949462,"LINESTRING (-58.46433026092702 -34.5398812522829, -58.46526904799383 -34.540358788105266)",ambiguo,100.0,AMBIGUO,Francisco E. Correa | Cirilo Correa,,
86,DEHEZA,DEHEZA,Nuñez,13.0,CALLE,99.50703228210918,"LINESTRING (-58.470702727518365 -34.53996751332858, -58.47162699826989 -34.540436127679975)",ambiguo,100.0,AMBIGUO,José Deheza | General Deheza,,
92,VEDIA,VEDIA,Saavedra,12.0,CALLE,186.5719948337724,"LINESTRING (-58.47541396431122 -34.54012203522876, -58.477303144821214 -34.540742165776116)",ambiguo,100.0,AMBIGUO,Francisco de Durañona y Vedia | Julio de Vedia | Nicolás de Vedia,,
93,VIDAL,VIDAL,Saavedra,12.0,CALLE,55.30187154050581,"LINESTRING (-58.477303144821214 -34.540742165776116, -58.47753003939078 -34.54028036727998)",ambiguo,100.0,AMBIGUO,Claudio Vidal | Juan Ramón Vidal | María Eugenia Vidal | Mateo Vidal | José Ramón Vidal | Celestino Vidal,,
94,ARIAS,ARIAS,Nuñez,13.0,CALLE,100.3041376262031,"LINESTRING (-58.469195906393814 -34.54027351864424, -58.46939378007446 -34.54037372274205, -58.47012987402721 -34.54074277765396)",ambiguo,100.0,AMBIGUO,Manuel Hipólito Herrera Arias | Tomás Arias | José Inocencio Arias | Manuel Arias,,
96,PICO,PICO,Nuñez,13.0,CALLE,131.3525213417523,"LINESTRING (-58.473134581060705 -34.540144599725004, -58.47326343581186 -34.54020980220429, -58.47435632597827 -34.540760919304816)",ambiguo,100.0,AMBIGUO,Blas Pico | Eduardo Pico | Francisco Pico | Francisco Pico,,
99,CORREA,CORREA,Nuñez,13.0,CALLE,101.1253031147583,"LINESTRING (-58.46526904799383 -34.540358788105266, -58.466044697940866 -34.54075336060235, -58.46620776066095 -34.54083582370442)",ambiguo,100.0,AMBIGUO,Francisco E. Correa | Cirilo Correa,,
101,DEHEZA,DEHEZA,Nuñez,13.0,CALLE,101.1054457268453,"LINESTRING (-58.47162699826989 -34.540436127679975, -58.472566173487344 -34.540912198846286)",ambiguo,100.0,AMBIGUO,José Deheza | General Deheza,,
103,PICO,PICO,Saavedra,12.0,CALLE,39.79872138460649,"LINESTRING (-58.47435632597827 -34.540760919304816, -58.474586709627985 -34.54080737827816, -58.4747658143919 -34.5408740972262)",ambiguo,100.0,AMBIGUO,Blas Pico | Eduardo Pico | Francisco Pico | Francisco Pico,,
109,VEDIA,VEDIA,Saavedra,12.0,CALLE,99.01053940017725,"LINESTRING (-58.477303144821214 -34.540742165776116, -58.47830403100082 -34.54107473136877)",ambiguo,100.0,AMBIGUO,Francisco de Durañona y Vedia | Julio de Vedia | Nicolás de Vedia,,
114,ARIAS,ARIAS,Nuñez,13.0,CALLE,99.60881109182775,"LINESTRING (-58.47012987402721 -34.54074277765396, -58.47077048275728 -34.5410639454511, -58.47105653293562 -34.54120991721867)",ambiguo,100.0,AMBIGUO,Manuel Hipólito Herrera Arias | Tomás Arias | José Inocencio Arias | Manuel Arias,,
116,PICO,PICO,Saavedra,12.0,CALLE,100.528860617745,"LINESTRING (-58.47501301689153 -34.540946707853976, -58.476031598256796 -34.54127950163588)",ambiguo,100.0,AMBIGUO,Blas Pico | Eduardo Pico | Francisco Pico | Francisco Pico,,
117,CORREA,CORREA,Nuñez,13.0,CALLE,72.01455927437217,"LINESTRING (-58.46647703612894 -34.54097201762355, -58.46696427035591 -34.54121834822622, -58.46714631372778 -34.54131066890125)",ambiguo,100.0,AMBIGUO,Francisco E. Correa | Cirilo Correa,,
120,VEDIA,VEDIA,Saavedra,12.0,CALLE,99.55746961645092,"LINESTRING (-58.47830403100082 -34.54107473136877, -58.47931045731258 -34.54140911904443)",ambiguo,100.0,AMBIGUO,Francisco de Durañona y Vedia | Julio de Vedia | Nicolás de Vedia,,
129,DEHEZA,DEHEZA,Nuñez,13.0,CALLE,131.3828905355219,"LINESTRING (-58.472566173487344 -34.540912198846286, -58.47378664913973 -34.54153077772116)",ambiguo,100.0,AMBIGUO,José Deheza | General Deheza,,
131,PICO,PICO,Saavedra,12.0,CALLE,85.93131404374485,"LINESTRING (-58.476031598256796 -34.54127950163588, -58.47690226706739 -34.54156399239275)",ambiguo,100.0,AMBIGUO,Blas Pico | Eduardo Pico | Francisco Pico | Francisco Pico,,
132,VIDAL,VIDAL,Saavedra,12.0,CALLE,98.31605385300563,"LINESTRING (-58.47690226706739 -34.54156399239275, -58.477303144821214 -34.540742165776116)",ambiguo,100.0,AMBIGUO,Claudio Vidal | Juan Ramón Vidal | María Eugenia Vidal | Mateo Vidal | José Ramón Vidal | Celestino Vidal,,
135,ARIAS,ARIAS,Nuñez,13.0,CALLE,100.909793102193,"LINESTRING (-58.47105653293562 -34.54120991721867, -58.47172225666526 -34.54154952956871, -58.471993415726814 -34.54168571117723)",ambiguo,100.0,AMBIGUO,Manuel Hipólito Herrera Arias | Tomás Arias | José Inocencio Arias | Manuel Arias,,
138,MOLDES,MOLDES,Saavedra,12.0,CALLE,49.84182131879965,"LINESTRING (-58.47582613236172 -34.541695378429274, -58.476031598256796 -34.54127950163588)",ambiguo,100.0,AMBIGUO,Eustoquio Moldes | José Moldes,,
139,VEDIA,VEDIA,Saavedra,12.0,CALLE,98.52017980082974,"LINESTRING (-58.47931045731258 -34.54140911904443, -58.48030642300127 -34.541739978647904)",ambiguo,100.0,AMBIGUO,Francisco de Durañona y Vedia | Julio de Vedia | Nicolás de Vedia,,
140,DEHEZA,DEHEZA,Saavedra,12.0,CALLE,55.04501291397697,"LINESTRING (-58.47378664913973 -34.54153077772116, -58.47407453112633 -34.54159392011575, -58.47434775253387 -34.5417000141485)",ambiguo,100.0,AMBIGUO,José Deheza | General Deheza,,
143,CORREA,CORREA,Nuñez,13.0,CALLE,100.0777264378079,"LINESTRING (-58.46714631372778 -34.54131066890125, -58.46807594118587 -34.54178191555684)",ambiguo,100.0,AMBIGUO,Francisco E. Correa | Cirilo Correa,,
151,PICO,PICO,Saavedra,12.0,CALLE,99.45241185961189,"LINESTRING (-58.47690226706739 -34.54156399239275, -58.47790996933878 -34.54189318004306)",ambiguo,100.0,AMBIGUO,Blas Pico | Eduardo Pico | Francisco Pico | Francisco Pico,,
155,IRLANDA,IRLANDA,Nuñez,13.0,PASAJE,101.2179748306026,"LINESTRING (-58.46442985370874 -34.54149326406158, -58.46537095723988 -34.54196868622287)",ambiguo_fuzzy,85.7,AMBIGUO,Florentina Gómez Miranda | Julio Miranda,,
158,VIDAL,VIDAL,Saavedra,12.0,CALLE,49.90876501922043,"LINESTRING (-58.476698847552214 -34.54198120846842, -58.47690226706739 -34.54156399239275)",ambiguo,100.0,AMBIGUO,Claudio Vidal | Juan Ramón Vidal | María Eugenia Vidal | Mateo Vidal | José Ramón Vidal | Celestino Vidal,,
159,VEDIA,VEDIA,Saavedra,12.0,CALLE,99.71275807299753,"LINESTRING (-58.48030642300127 -34.541739978647904, -58.48065656301781 -34.54182077648565, -58.48132213741996 -34.54205385493935)",ambiguo,100.0,AMBIGUO,Francisco de Durañona y Vedia | Julio de Vedia | Nicolás de Vedia,,
163,DEHEZA,DEHEZA,Saavedra,12.0,CALLE,98.83500376676041,"LINESTRING (-58.47462360574575 -34.54177500490103, -58.475622706337205 -34.54210702918478)",ambiguo,100.0,AMBIGUO,José Deheza | General Deheza,,
164,MOLDES,MOLDES,Saavedra,12.0,CALLE,49.33697729196432,"LINESTRING (-58.475622706337205 -34.54210702918478, -58.47582613236172 -34.541695378429274)",ambiguo,100.0,AMBIGUO,Eustoquio Moldes | José Moldes,,
166,PICO,PICO,Saavedra,12.0,CALLE,98.95886195793594,"LINESTRING (-58.47790996933878 -34.54189318004306, -58.47859740728659 -34.542117819812034, -58.47891189234745 -34.54222236009779)",ambiguo,100.0,AMBIGUO,Blas Pico | Eduardo Pico | Francisco Pico | Francisco Pico,,
169,CORREA,CORREA,Nuñez,13.0,CALLE,100.7262040580461,"LINESTRING (-58.46807594118587 -34.54178191555684, -58.468866171064654 -34.542182525958026, -58.46901162184265 -34.54225618306034)",ambiguo,100.0,AMBIGUO,Francisco E. Correa | Cirilo Correa,,
171,ARIAS,ARIAS,Nuñez,13.0,CALLE,131.4691104833483,"LINESTRING (-58.471993415726814 -34.54168571117723, -58.47323636284018 -34.54227443396743)",ambiguo,100.0,AMBIGUO,Manuel Hipólito Herrera Arias | Tomás Arias | José Inocencio Arias | Manuel Arias,,
175,DEHEZA,DEHEZA,Saavedra,12.0,CALLE,86.38176122102647,"LINESTRING (-58.475622706337205 -34.54210702918478, -58.47589514327009 -34.54219756704041, -58.47649653199637 -34.54239595920707)",ambiguo,100.0,AMBIGUO,José Deheza | General Deheza,,
176,VIDAL,VIDAL,Saavedra,12.0,CALLE,49.61718995315913,"LINESTRING (-58.47649653199637 -34.54239595920707, -58.476698847552214 -34.54198120846842)",ambiguo,100.0,AMBIGUO,Claudio Vidal | Juan Ramón Vidal | María Eugenia Vidal | Mateo Vidal | José Ramón Vidal | Celestino Vidal,,
182,PICO,PICO,Saavedra,12.0,CALLE,98.85532758363178,"LINESTRING (-58.47891189234745 -34.54222236009779, -58.47991118553947 -34.54255449009115)",ambiguo,100.0,AMBIGUO,Blas Pico | Eduardo Pico | Francisco Pico | Francisco Pico,,
187,ARIAS,ARIAS,Saavedra,12.0,CALLE,68.69484490419855,"LINESTRING (-58.47323636284018 -34.54227443396743, -58.47392968007291 -34.54250747414979)",ambiguo,100.0,AMBIGUO,Manuel Hipólito Herrera Arias | Tomás Arias | José Inocencio Arias | Manuel Arias,,
189,VEDIA,VEDIA,Saavedra,12.0,CALLE,153.1555783770811,"LINESTRING (-58.48132213741996 -34.54205385493935, -58.48144103901007 -34.54209545809568, -58.48231097025698 -34.54238653024034, -58.48284472319408 -34.54261504324401)",ambiguo,100.0,AMBIGUO,Francisco de Durañona y Vedia | Julio de Vedia | Nicolás de Vedia,,
198,CORREA,CORREA,Nuñez,13.0,CALLE,99.72771584769609,"LINESTRING (-58.46901162184265 -34.54225618306034, -58.469938206345496 -34.54272551415089)",ambiguo,100.0,AMBIGUO,Francisco E. Correa | Cirilo Correa,,
200,DEHEZA,DEHEZA,Saavedra,12.0,CALLE,99.88237526989533,"LINESTRING (-58.47649653199637 -34.54239595920707, -58.47750722215006 -34.54272944569372)",ambiguo,100.0,AMBIGUO,José Deheza | General Deheza,,
208,PICO,PICO,Saavedra,12.0,CALLE,99.2615113558883,"LINESTRING (-58.47991118553947 -34.54255449009115, -58.480327127395064 -34.542692746117964, -58.480915252629686 -34.54288661119905)",ambiguo,100.0,AMBIGUO,Blas Pico | Eduardo Pico | Francisco Pico | Francisco Pico,,
209,QUINTANA,QUINTANA,Saavedra,12.0,CALLE,99.64661220431424,"LINESTRING (-58.480915252629686 -34.54288661119905, -58.48132213741996 -34.54205385493935)",ambiguo,100.0,AMBIGUO,Néstor Salvador Quintana | Enrique S. Quintana | Raffo Quintana | Abraham Quintana | Fenelón Quintana | Francisco Quintana | Manuel Quintana | Fenelón de la Quintana | Fermín de la Quintana | José de la Quintana | Nicolás José de la Quintana | Hilarión de la Quintana,,
211,ARIAS,ARIAS,Saavedra,12.0,CALLE,94.85987879335542,"LINESTRING (-58.4742214204805 -34.54259963967382, -58.47518120796534 -34.54291652981063)",ambiguo,100.0,AMBIGUO,Manuel Hipólito Herrera Arias | Tomás Arias | José Inocencio Arias | Manuel Arias,,
218,VEDIA,VEDIA,Saavedra,12.0,CALLE,102.3145299694983,"LINESTRING (-58.48284472319408 -34.54261504324401, -58.48299146108811 -34.54267790856505, -58.483717325024564 -34.542996177583895, -58.48382567950231 -34.54305235800245)",ambiguo,100.0,AMBIGUO,Francisco de Durañona y Vedia | Julio de Vedia | Nicolás de Vedia,,
219,DEHEZA,DEHEZA,Saavedra,12.0,CALLE,98.36226620767567,"LINESTRING (-58.47750722215006 -34.54272944569372, -58.4777664707919 -34.54281498077344, -58.47850311066554 -34.543056657877734)",ambiguo,100.0,AMBIGUO,José Deheza | General Deheza,,
223,CORREA,CORREA,Nuñez,13.0,CALLE,100.892091716628,"LINESTRING (-58.469938206345496 -34.54272551415089, -58.47087561030962 -34.543200330597514)",ambiguo,100.0,AMBIGUO,Francisco E. Correa | Cirilo Correa,,
225,ARIAS,ARIAS,Saavedra,12.0,CALLE,90.52360976067158,"LINESTRING (-58.47518120796534 -34.54291652981063, -58.47609717047496 -34.543218839159195)",ambiguo,100.0,AMBIGUO,Manuel Hipólito Herrera Arias | Tomás Arias | José Inocencio Arias | Manuel Arias,,
226,VIDAL,VIDAL,Saavedra,12.0,CALLE,98.37236145421241,"LINESTRING (-58.47609717047496 -34.543218839159195, -58.47630051030381 -34.542797821266774, -58.47649653199637 -34.54239595920707)",ambiguo,100.0,AMBIGUO,Claudio Vidal | Juan Ramón Vidal | María Eugenia Vidal | Mateo Vidal | José Ramón Vidal | Celestino Vidal,,
232,PICO,PICO,Saavedra,12.0,CALLE,136.2876497802545,"LINESTRING (-58.480915252629686 -34.54288661119905, -58.4822966330383 -34.54333683787153)",ambiguo,100.0,AMBIGUO,Blas Pico | Eduardo Pico | Francisco Pico | Francisco Pico,,
233,PINTO,PINTO,Saavedra,12.0,CALLE,94.56703479168576,"LINESTRING (-58.4822966330383 -34.54333683787153, -58.48284472319408 -34.54261504324401)",ambiguo,100.0,AMBIGUO,Luis G. Pinto | Manuel Guillermo Pinto | Álvaro Pinto,,
236,DEHEZA,DEHEZA,Saavedra,12.0,CALLE,99.18636435405156,"LINESTRING (-58.47850311066554 -34.543056657877734, -58.479507518135144 -34.543386255216404)",ambiguo,100.0,AMBIGUO,José Deheza | General Deheza,,
245,VEDIA,VEDIA,Saavedra,12.0,CALLE,99.79315796335155,"LINESTRING (-58.48382567950231 -34.54305235800245, -58.48474665599575 -34.543530310208354)",ambiguo,100.0,AMBIGUO,Francisco de Durañona y Vedia | Julio de Vedia | Nicolás de Vedia,,
246,ARIAS,ARIAS,Saavedra,12.0,CALLE,99.39345837753561,"LINESTRING (-58.47609717047496 -34.543218839159195, -58.47710284741855 -34.54355085056177)",ambiguo,100.0,AMBIGUO,Manuel Hipólito Herrera Arias | Tomás Arias | José Inocencio Arias | Manuel Arias,,
252,DEHEZA,DEHEZA,Saavedra,12.0,CALLE,99.03260250005694,"LINESTRING (-58.479507518135144 -34.543386255216404, -58.48051040147271 -34.54371528109505)",ambiguo,100.0,AMBIGUO,José Deheza | General Deheza,,
253,QUINTANA,QUINTANA,Saavedra,12.0,CALLE,99.15624167285706,"LINESTRING (-58.48051040147271 -34.54371528109505, -58.480915252629686 -34.54288661119905)",ambiguo,100.0,AMBIGUO,Néstor Salvador Quintana | Enrique S. Quintana | Raffo Quintana | Abraham Quintana | Fenelón Quintana | Francisco Quintana | Manuel Quintana | Fenelón de la Quintana | Fermín de la Quintana | José de la Quintana | Nicolás José de la Quintana | Hilarión de la Quintana,,
255,MOLDES,MOLDES,Saavedra,12.0,CALLE,95.30127045562458,"LINESTRING (-58.47480676448967 -34.54371778279182, -58.47518120796534 -34.54291652981063)",ambiguo,100.0,AMBIGUO,Eustoquio Moldes | José Moldes,,
260,CORREA,CORREA,Nuñez,13.0,CALLE,131.1695368018376,"LINESTRING (-58.47087561030962 -34.543200330597514, -58.47209431947223 -34.54381765862403)",ambiguo,100.0,AMBIGUO,Francisco E. Correa | Cirilo Correa,,
262,PICO,PICO,Saavedra,12.0,CALLE,102.0085544290238,"LINESTRING (-58.4822966330383 -34.54333683787153, -58.48323760684481 -34.54382599578549)",ambiguo,100.0,AMBIGUO,Blas Pico | Eduardo Pico | Francisco Pico | Francisco Pico,,
265,ARIAS,ARIAS,Saavedra,12.0,CALLE,98.51721102111499,"LINESTRING (-58.47710284741855 -34.54355085056177, -58.47809968064391 -34.54387989691512)",ambiguo,100.0,AMBIGUO,Manuel Hipólito Herrera Arias | Tomás Arias | José Inocencio Arias | Manuel Arias,,
274,VEDIA,VEDIA,Saavedra,12.0,CALLE,100.1890833969096,"LINESTRING (-58.48474665599575 -34.543530310208354, -58.48530912075115 -34.543822189201364, -58.485669516513966 -34.54401248054003)",ambiguo,100.0,AMBIGUO,Francisco de Durañona y Vedia | Julio de Vedia | Nicolás de Vedia,,
276,VIDAL,VIDAL,Saavedra,12.0,CALLE,95.7448065988619,"LINESTRING (-58.47570996830124 -34.544020237054234, -58.47609717047496 -34.543218839159195)",ambiguo,100.0,AMBIGUO,Claudio Vidal | Juan Ramón Vidal | María Eugenia Vidal | Mateo Vidal | José Ramón Vidal | Celestino Vidal,,
279,DEHEZA,DEHEZA,Saavedra,12.0,CALLE,118.5330267362249,"LINESTRING (-58.48051040147271 -34.54371528109505, -58.481711692486584 -34.544107157844266)",ambiguo,100.0,AMBIGUO,José Deheza | General Deheza,,
280,PINTO,PINTO,Saavedra,12.0,CALLE,100.9245571315037,"LINESTRING (-58.481711692486584 -34.544107157844266, -58.4822966330383 -34.54333683787153)",ambiguo,100.0,AMBIGUO,Luis G. Pinto | Manuel Guillermo Pinto | Álvaro Pinto,,
285,ARIAS,ARIAS,Saavedra,12.0,CALLE,99.28175563848066,"LINESTRING (-58.47809968064391 -34.54387989691512, -58.47910426700353 -34.54421146938286)",ambiguo,100.0,AMBIGUO,Manuel Hipólito Herrera Arias | Tomás Arias | José Inocencio Arias | Manuel Arias,,
288,CORREA,CORREA,Saavedra,12.0,CALLE,102.8733226387486,"LINESTRING (-58.47209431947223 -34.54381765862403, -58.47254191260711 -34.54393692430159, -58.473146259877396 -34.544135949998505)",ambiguo,100.0,AMBIGUO,Francisco E. Correa | Cirilo Correa,,
291,PICO,PICO,Saavedra,12.0,CALLE,99.95564964153567,"LINESTRING (-58.48323760684481 -34.54382599578549, -58.48415961014922 -34.54430536067487)",ambiguo,100.0,AMBIGUO,Blas Pico | Eduardo Pico | Francisco Pico | Francisco Pico,,
297,VEDIA,VEDIA,Saavedra,12.0,CALLE,101.1010650410409,"LINESTRING (-58.485669516513966 -34.54401248054003, -58.486598007046005 -34.54450267114972)",ambiguo,100.0,AMBIGUO,Francisco de Durañona y Vedia | Julio de Vedia | Nicolás de Vedia,,
300,ARIAS,ARIAS,Saavedra,12.0,CALLE,98.93067091185858,"LINESTRING (-58.47910426700353 -34.54421146938286, -58.48010528655879 -34.54454190726931)",ambiguo,100.0,AMBIGUO,Manuel Hipólito Herrera Arias | Tomás Arias | José Inocencio Arias | Manuel Arias,,
301,QUINTANA,QUINTANA,Saavedra,12.0,CALLE,98.9550982322306,"LINESTRING (-58.48010528655879 -34.54454190726931, -58.480311928719416 -34.544121375306645, -58.48051040147271 -34.54371528109505)",ambiguo,100.0,AMBIGUO,Néstor Salvador Quintana | Enrique S. Quintana | Raffo Quintana | Abraham Quintana | Fenelón Quintana | Francisco Quintana | Manuel Quintana | Fenelón de la Quintana | Fermín de la Quintana | José de la Quintana | Nicolás José de la Quintana | Hilarión de la Quintana,,
304,DEHEZA,DEHEZA,Saavedra,12.0,CALLE,101.9635471124092,"LINESTRING (-58.481711692486584 -34.544107157844266, -58.482653266943565 -34.544594770773514)",ambiguo,100.0,AMBIGUO,José Deheza | General Deheza,,
316,PICO,PICO,Saavedra,12.0,CALLE,100.0641249419977,"LINESTRING (-58.48415961014922 -34.54430536067487, -58.48508264545302 -34.54478521134855)",ambiguo,100.0,AMBIGUO,Blas Pico | Eduardo Pico | Francisco Pico | Francisco Pico,,
319,CORREA,CORREA,Saavedra,12.0,CALLE,188.287379440764,"LINESTRING (-58.47340502232166 -34.54421890516552, -58.473751850906666 -34.5443321886334, -58.47515509187244 -34.544799114243766, -58.47530863492283 -34.5448510019277)",ambiguo,100.0,AMBIGUO,Francisco E. Correa | Cirilo Correa,,
320,VIDAL,VIDAL,Saavedra,12.0,CALLE,99.25125726891326,"LINESTRING (-58.47530863492283 -34.5448510019277, -58.47570996830124 -34.544020237054234)",ambiguo,100.0,AMBIGUO,Claudio Vidal | Juan Ramón Vidal | María Eugenia Vidal | Mateo Vidal | José Ramón Vidal | Celestino Vidal,,
