"radios","cod_prov","Provincia","cod_depto","Departamento","PNIV_ASI_Sin instrucción","PNIV_ASI_Primario incompleto","PNIV_ASI_Primario completo","PNIV_ASI_EGB incompleto","PNIV_ASI_EGB completo","PNIV_ASI_Secundario incompleto","PNIV_ASI_Secundario completo","PNIV_ASI_Polimodal incompleto","PNIV_ASI_Polimodal completo","PNIV_ASI_Terciario no universitario incompleto","PNIV_ASI_Terciario no universitario completo","PNIV_ASI_Universitario de grado incompleto","PNIV_ASI_Universitario de grado completo","PNIV_ASI_Posgrado (especialización, maestría o doctorado) incompleto","PNIV_ASI_Posgrado (especialización, maestría o doctorado) completo","PNIV_ASI_Ignorado","Total"
"020072010","02","Caba","02007","Comuna 1",2,7,43,0,1,71,169,0,2,23,53,55,100,3,21,4,554
"020072101","02","Caba","02007","Comuna 1",0,10,31,0,1,41,72,0,1,6,35,15,65,2,12,5,296
"020072102","02","Caba","02007","Comuna 1",1,11,23,1,0,59,106,0,1,24,51,42,78,8,26,8,439
"020072103","02","Caba","02007","Comuna 1",2,11,50,0,0,40,92,0,1,18,52,40,70,0,13,1,390
"020072104","02","Caba","02007","Comuna 1",3,26,77,2,1,120,202,1,4,18,78,61,118,3,23,6,743
"020072105","02","Caba","02007","Comuna 1",2,18,43,0,0,65,145,0,1,19,58,48,76,2,13,6,496
"020072106","02","Caba","02007","Comuna 1",1,10,43,0,0,50,114,0,0,20,51,36,68,2,16,2,413
"020072107","02","Caba","02007","Comuna 1",2,11,53,1,4,64,154,0,2,24,55,46,75,4,20,9,524
"020072108","02","Caba","02007","Comuna 1",1,13,19,0,1,30,88,0,1,12,46,34,60,4,14,1,324
"020072109","02","Caba","02007","Comuna 1",1,9,43,0,4,59,119,0,2,21,54,52,66,2,23,1,456
"020072110","02","Caba","02007","Comuna 1",1,17,44,1,0,53,128,2,5,20,69,48,93,3,34,2,520
"020072201","02","Caba","02007","Comuna 1",4,5,31,0,2,42,96,0,0,13,75,49,132,7,39,3,498
"020072202","02","Caba","02007","Comuna 1",6,9,44,0,0,40,123,2,3,25,67,51,107,1,24,8,510
"020072203","02","Caba","02007","Comuna 1",6,14,35,1,1,68,136,2,0,23,59,34,67,4,31,3,484
"020072204","02","Caba","02007","Comuna 1",2,7,24,0,0,30,68,0,1,16,49,32,48,0,22,4,303
"020072205","02","Caba","02007","Comuna 1",3,5,16,0,0,31,68,0,1,11,39,22,68,6,19,7,296
"020072206","02","Caba","02007","Comuna 1",8,6,25,0,1,23,81,1,2,17,34,27,103,1,28,4,361
"020072207","02","Caba","02007","Comuna 1",1,2,30,0,0,37,101,2,1,11,41,37,96,4,22,3,388
"020072208","02","Caba","02007","Comuna 1",0,8,40,0,0,49,106,4,10,13,61,44,75,0,22,1,433
"020072209","02","Caba","02007","Comuna 1",6,18,56,1,1,70,153,1,2,23,79,68,110,5,26,10,629
"020072210","02","Caba","02007","Comuna 1",13,28,95,0,1,108,246,2,2,36,102,82,144,8,53,7,927
"020072301","02","Caba","02007","Comuna 1",4,3,28,0,0,43,101,0,3,22,68,59,94,9,18,2,454
"020072302","02","Caba","02007","Comuna 1",0,6,14,1,0,25,75,0,1,12,57,33,91,5,24,3,347
"020072303","02","Caba","02007","Comuna 1",1,8,30,0,2,56,137,0,2,27,75,51,100,4,29,5,527
"020072304","02","Caba","02007","Comuna 1",0,4,17,1,0,16,60,0,1,17,22,13,32,2,11,2,198
"020072305","02","Caba","02007","Comuna 1",0,9,30,0,0,38,96,0,0,15,37,30,47,2,23,4,331
"020072306","02","Caba","02007","Comuna 1",1,2,23,0,2,40,69,1,1,17,46,30,80,4,27,2,345
"020072307","02","Caba","02007","Comuna 1",0,7,34,0,0,40,71,2,1,9,35,35,53,0,17,2,306
"020072308","02","Caba","02007","Comuna 1",1,5,27,0,0,32,102,0,1,13,47,51,86,4,44,2,415
"020072309","02","Caba","02007","Comuna 1",2,14,51,1,1,49,128,1,1,16,93,55,111,7,37,3,570
"020072310","02","Caba","02007","Comuna 1",0,5,19,0,0,10,36,0,1,4,27,12,33,1,19,1,168
"020072401","02","Caba","02007","Comuna 1",0,7,15,0,0,18,47,0,2,3,22,21,26,5,18,3,187
"020072402","02","Caba","02007","Comuna 1",0,3,8,0,0,23,65,0,2,16,50,45,123,4,52,4,395
"020072403","02","Caba","02007","Comuna 1",0,4,32,1,0,30,68,0,1,18,38,42,68,2,24,2,330
"020072404","02","Caba","02007","Comuna 1",2,4,18,0,0,25,60,0,0,12,26,33,54,2,13,3,252
"020072405","02","Caba","02007","Comuna 1",0,5,10,0,0,22,50,0,4,5,26,31,47,0,25,0,225
"020072406","02","Caba","02007","Comuna 1",0,7,32,0,0,51,131,0,1,19,95,67,138,5,41,4,591
"020072407","02","Caba","02007","Comuna 1",1,8,43,0,2,55,133,0,2,22,71,54,169,5,43,8,616
"020072408","02","Caba","02007","Comuna 1",0,8,28,0,0,29,73,0,1,7,33,27,67,2,13,4,292
"020072501","02","Caba","02007","Comuna 1",2,4,13,0,1,25,67,0,1,14,31,35,76,3,15,1,288
"020072502","02","Caba","02007","Comuna 1",8,9,12,0,1,28,74,0,1,11,37,30,64,4,16,4,299
"020072503","02","Caba","02007","Comuna 1",0,6,26,0,0,36,61,1,0,15,37,38,65,4,19,5,313
"020072504","02","Caba","02007","Comuna 1",0,8,41,1,1,54,125,0,7,33,69,54,105,2,28,1,529
"020072505","02","Caba","02007","Comuna 1",0,6,30,0,0,42,110,0,0,9,60,34,72,7,25,2,397
"020072506","02","Caba","02007","Comuna 1",0,8,44,0,0,30,100,0,1,14,57,41,58,4,16,4,377
"020072507","02","Caba","02007","Comuna 1",0,5,30,0,1,27,70,1,1,8,28,25,57,4,23,3,283
"020072508","02","Caba","02007","Comuna 1",3,16,37,0,0,50,100,0,5,26,59,54,78,6,23,3,460
"020072509","02","Caba","02007","Comuna 1",0,4,11,0,1,33,50,0,1,14,46,29,43,4,26,4,266
"020072510","02","Caba","02007","Comuna 1",0,11,25,0,1,23,79,1,0,13,50,34,72,4,20,3,336
"020072511","02","Caba","02007","Comuna 1",1,5,26,0,0,13,48,3,0,11,51,35,80,3,42,3,321
"020072601","02","Caba","02007","Comuna 1",3,7,25,0,0,17,51,0,1,8,22,19,32,2,15,4,206
"020072602","02","Caba","02007","Comuna 1",4,7,25,1,0,45,102,0,2,17,51,56,67,8,29,5,419
"020072603","02","Caba","02007","Comuna 1",2,2,20,0,1,29,71,0,0,19,31,42,65,5,21,1,309
"020072604","02","Caba","02007","Comuna 1",9,6,27,0,1,21,86,1,3,27,50,36,96,3,24,3,393
"020072605","02","Caba","02007","Comuna 1",8,13,37,1,0,79,162,0,2,24,101,83,178,3,50,8,749
"020072606","02","Caba","02007","Comuna 1",6,1,21,0,0,22,65,0,4,11,35,31,52,2,11,0,261
"020072607","02","Caba","02007","Comuna 1",10,3,23,0,1,24,88,0,1,7,65,56,110,5,24,3,420
"020072608","02","Caba","02007","Comuna 1",1,5,31,0,0,26,93,0,0,14,49,33,84,6,25,5,372
"020072609","02","Caba","02007","Comuna 1",6,9,44,1,3,54,121,0,2,20,56,63,111,3,31,4,528
"020072701","02","Caba","02007","Comuna 1",0,8,31,0,1,39,63,0,1,8,40,20,40,1,10,1,263
"020072702","02","Caba","02007","Comuna 1",5,24,73,0,0,79,111,1,4,14,31,26,27,1,5,5,406
"020072703","02","Caba","02007","Comuna 1",2,14,55,1,3,76,125,0,0,12,31,26,33,0,5,4,387
"020072704","02","Caba","02007","Comuna 1",2,23,68,1,2,68,107,0,1,19,39,19,37,0,4,4,394
"020072705","02","Caba","02007","Comuna 1",1,12,40,0,1,61,102,0,2,10,37,26,36,0,7,3,338
"020072706","02","Caba","02007","Comuna 1",2,35,75,0,1,107,133,0,1,12,23,20,20,4,3,3,439
"020072707","02","Caba","02007","Comuna 1",0,17,83,0,1,78,98,1,5,15,30,19,17,2,2,10,378
"020072708","02","Caba","02007","Comuna 1",2,27,77,0,0,93,176,0,1,13,65,45,82,1,19,5,606
"020072709","02","Caba","02007","Comuna 1",1,21,49,1,0,70,139,0,2,16,41,31,59,3,11,8,452
"020072710","02","Caba","02007","Comuna 1",2,7,21,0,0,26,67,0,2,13,33,37,78,2,33,2,323
"020072801","02","Caba","02007","Comuna 1",1,5,23,0,0,19,68,1,0,9,39,14,33,0,10,2,224
"020072802","02","Caba","02007","Comuna 1",3,16,50,0,1,68,108,3,0,12,31,32,37,2,6,8,377
"020072803","02","Caba","02007","Comuna 1",4,10,37,0,0,70,115,0,0,12,31,24,33,2,10,0,348
"020072804","02","Caba","02007","Comuna 1",0,12,47,0,0,39,120,1,5,14,33,22,55,5,9,4,366
"020072805","02","Caba","02007","Comuna 1",4,14,61,0,0,84,137,2,2,32,46,33,43,2,15,9,484
"020072806","02","Caba","02007","Comuna 1",5,21,64,2,1,98,177,0,1,14,26,28,24,0,4,3,468
"020072807","02","Caba","02007","Comuna 1",1,8,27,0,1,51,118,0,1,10,38,28,56,1,12,4,356
"020072808","02","Caba","02007","Comuna 1",1,12,26,0,0,21,49,0,0,5,10,12,19,2,4,2,163
"020072809","02","Caba","02007","Comuna 1",8,18,85,1,0,90,196,0,3,22,48,55,54,2,8,7,597
"020072810","02","Caba","02007","Comuna 1",3,36,72,0,1,141,195,1,0,21,50,35,54,1,8,9,627
"020072811","02","Caba","02007","Comuna 1",12,31,65,2,2,109,138,4,7,14,30,41,21,4,12,4,496
"020072812","02","Caba","02007","Comuna 1",2,9,42,2,1,57,103,4,0,7,29,28,22,2,7,5,320
"020072813","02","Caba","02007","Comuna 1",3,12,56,0,0,72,131,0,0,12,40,43,42,1,17,7,436
"020072901","02","Caba","02007","Comuna 1",13,16,84,0,6,117,213,2,10,15,62,33,71,6,15,12,675
"020072902","02","Caba","02007","Comuna 1",3,34,58,0,0,85,134,1,3,5,27,27,26,0,3,6,412
"020072903","02","Caba","02007","Comuna 1",3,34,83,0,2,84,137,0,5,18,25,18,24,3,8,8,452
"020072904","02","Caba","02007","Comuna 1",2,21,47,2,0,64,142,0,0,13,41,34,59,3,10,5,443
"020072905","02","Caba","02007","Comuna 1",0,27,91,0,0,111,170,3,4,28,50,55,56,1,23,2,621
"020072906","02","Caba","02007","Comuna 1",0,16,43,0,2,66,126,2,1,24,73,37,119,2,36,5,552
"020072907","02","Caba","02007","Comuna 1",3,8,59,1,0,56,120,0,0,24,37,41,59,2,14,6,430
"020072908","02","Caba","02007","Comuna 1",2,17,63,0,2,77,115,0,2,12,33,27,41,1,6,7,405
"020072909","02","Caba","02007","Comuna 1",4,14,81,1,0,95,172,0,1,29,62,31,61,2,13,7,573
"020073001","02","Caba","02007","Comuna 1",9,36,63,1,0,71,138,5,0,10,15,9,5,1,4,2,369
"020073002","02","Caba","02007","Comuna 1",7,46,67,0,0,99,151,0,1,9,17,9,13,1,0,2,422
"020073003","02","Caba","02007","Comuna 1",5,32,63,0,1,52,61,0,2,2,9,2,5,0,2,3,239
"020073004","02","Caba","02007","Comuna 1",2,29,49,1,0,62,78,1,0,7,11,2,7,0,0,4,253
"020073005","02","Caba","02007","Comuna 1",1,10,27,0,0,32,48,0,2,2,2,4,1,0,1,3,133
"020073006","02","Caba","02007","Comuna 1",11,39,70,0,1,88,131,0,0,13,7,4,4,1,0,2,371
"020073007","02","Caba","02007","Comuna 1",6,45,61,0,0,89,130,0,2,3,9,5,6,2,5,0,363
"020073008","02","Caba","02007","Comuna 1",24,38,78,1,0,42,104,1,2,5,6,4,5,1,3,1,315
"020073009","02","Caba","02007","Comuna 1",4,26,62,1,1,43,128,0,2,12,10,6,5,0,1,0,301
"020073010","02","Caba","02007","Comuna 1",10,24,50,0,1,66,160,0,1,4,13,4,9,3,0,1,346
"020073011","02","Caba","02007","Comuna 1",10,40,61,0,0,106,165,0,1,4,20,7,13,0,2,4,433
"020073012","02","Caba","02007","Comuna 1",13,47,74,0,0,112,207,1,0,10,21,12,10,0,1,6,514
"020073013","02","Caba","02007","Comuna 1",10,44,67,0,0,80,114,0,0,5,5,5,3,0,1,2,336
"020140101","02","Caba","02014","Comuna 2",0,1,2,0,0,6,5,0,2,0,6,1,4,0,1,1,29
"020140102","02","Caba","02014","Comuna 2",2,23,37,0,5,71,86,0,1,6,15,7,10,2,6,3,274
"020140201","02","Caba","02014","Comuna 2",2,8,19,0,0,20,55,1,4,8,55,29,166,9,65,1,442
"020140202","02","Caba","02014","Comuna 2",0,1,24,0,4,32,78,0,2,10,68,60,252,9,109,7,656
"020140203","02","Caba","02014","Comuna 2",0,6,22,0,2,20,63,0,2,11,33,35,140,3,81,0,418
"020140204","02","Caba","02014","Comuna 2",2,3,11,0,0,17,52,0,1,7,54,37,136,8,80,10,418
"020140205","02","Caba","02014","Comuna 2",0,2,16,0,0,24,78,0,2,4,48,31,148,8,68,1,430
"020140206","02","Caba","02014","Comuna 2",0,9,9,0,1,9,50,0,3,11,23,34,115,5,60,2,331
"020140207","02","Caba","02014","Comuna 2",0,1,11,0,0,10,23,1,1,6,25,25,84,5,30,1,223
"020140208","02","Caba","02014","Comuna 2",0,4,16,0,0,16,65,0,1,10,55,31,169,1,90,4,462
"020140301","02","Caba","02014","Comuna 2",0,2,24,0,1,23,97,0,3,13,72,56,196,9,82,9,587
"020140302","02","Caba","02014","Comuna 2",1,1,18,0,2,38,89,0,0,13,72,48,176,5,71,5,539
"020140303","02","Caba","02014","Comuna 2",0,3,14,0,0,6,35,0,2,2,26,21,68,1,32,2,212
"020140304","02","Caba","02014","Comuna 2",1,1,10,0,0,5,45,0,0,2,35,21,76,7,45,0,248
"020140305","02","Caba","02014","Comuna 2",1,3,16,0,0,7,61,0,0,13,50,34,159,14,85,1,444
"020140306","02","Caba","02014","Comuna 2",6,2,17,0,0,23,58,0,4,16,65,64,188,8,76,4,531
"020140307","02","Caba","02014","Comuna 2",3,4,18,0,0,22,79,0,0,13,61,50,224,4,114,3,595
"020140308","02","Caba","02014","Comuna 2",1,0,7,0,0,19,67,0,1,12,47,34,163,5,80,6,442
"020140401","02","Caba","02014","Comuna 2",1,3,11,0,1,17,92,0,1,19,75,27,205,7,94,5,558
"020140402","02","Caba","02014","Comuna 2",0,1,9,0,0,8,41,0,1,3,21,14,59,2,39,1,199
"020140403","02","Caba","02014","Comuna 2",1,3,13,0,1,13,43,0,0,3,28,27,100,6,51,6,295
"020140404","02","Caba","02014","Comuna 2",0,4,10,0,1,16,66,0,1,10,60,36,132,4,42,3,385
"020140405","02","Caba","02014","Comuna 2",4,6,24,1,0,18,78,0,0,6,57,55,186,7,87,4,533
"020140406","02","Caba","02014","Comuna 2",1,2,17,0,0,10,50,0,5,11,39,24,150,2,56,4,371
"020140407","02","Caba","02014","Comuna 2",0,8,13,0,0,7,63,0,3,16,51,39,148,2,62,5,417
"020140408","02","Caba","02014","Comuna 2",2,5,22,0,0,17,106,0,0,16,52,52,203,6,121,8,610
"020140409","02","Caba","02014","Comuna 2",0,2,23,1,0,12,73,1,3,7,62,38,162,3,92,5,484
"020140410","02","Caba","02014","Comuna 2",2,3,21,0,0,28,106,0,4,17,83,61,261,11,125,4,726
"020140501","02","Caba","02014","Comuna 2",4,5,26,0,0,18,84,1,3,13,51,44,178,5,75,4,511
"020140502","02","Caba","02014","Comuna 2",0,12,25,0,0,30,78,1,2,15,43,39,213,9,86,8,561
"020140503","02","Caba","02014","Comuna 2",2,5,20,0,1,11,69,0,1,12,46,36,174,5,64,1,447
"020140504","02","Caba","02014","Comuna 2",0,5,14,0,1,24,67,0,2,11,47,29,151,4,77,4,436
"020140505","02","Caba","02014","Comuna 2",3,6,20,0,0,20,111,0,2,24,62,64,217,6,79,10,624
"020140506","02","Caba","02014","Comuna 2",4,4,30,0,0,14,115,0,1,19,66,35,188,3,111,4,594
"020140507","02","Caba","02014","Comuna 2",1,4,13,1,0,21,122,0,3,14,58,50,212,10,110,8,627
"020140508","02","Caba","02014","Comuna 2",3,1,15,0,1,12,85,0,2,9,39,29,153,6,68,3,426
"020140509","02","Caba","02014","Comuna 2",0,2,11,0,0,14,42,1,0,6,52,23,116,2,52,3,324
"020140601","02","Caba","02014","Comuna 2",0,3,21,0,0,15,61,0,3,11,38,25,136,2,54,0,369
"020140602","02","Caba","02014","Comuna 2",2,9,34,0,0,33,148,0,5,24,97,80,283,7,165,9,896
"020140603","02","Caba","02014","Comuna 2",0,5,15,0,1,10,39,0,0,2,34,27,138,5,74,2,352
"020140604","02","Caba","02014","Comuna 2",0,3,29,0,9,20,71,0,1,9,57,41,191,11,93,7,542
"020140605","02","Caba","02014","Comuna 2",0,0,12,0,0,16,54,0,3,8,41,32,98,4,41,0,309
"020140606","02","Caba","02014","Comuna 2",0,2,16,1,1,18,84,0,2,13,47,45,173,2,65,3,472
"020140607","02","Caba","02014","Comuna 2",0,2,8,0,0,11,33,0,0,9,32,27,85,1,39,0,247
"020140608","02","Caba","02014","Comuna 2",2,3,22,0,1,17,48,0,0,9,48,31,96,8,60,6,351
"020140609","02","Caba","02014","Comuna 2",1,3,25,0,0,9,63,1,4,6,39,28,117,6,47,7,356
"020140610","02","Caba","02014","Comuna 2",1,2,16,1,0,13,60,0,4,9,38,29,91,4,39,3,310
"020140701","02","Caba","02014","Comuna 2",6,11,35,0,1,32,133,0,1,30,115,81,334,11,173,8,971
"020140702","02","Caba","02014","Comuna 2",1,3,32,0,0,25,108,0,2,20,72,63,230,9,89,5,659
"020140703","02","Caba","02014","Comuna 2",2,4,28,2,3,27,98,2,1,12,74,48,208,14,117,5,645
"020140704","02","Caba","02014","Comuna 2",0,3,21,0,1,14,79,0,1,15,57,46,152,13,91,5,498
"020140705","02","Caba","02014","Comuna 2",0,1,13,1,0,12,62,0,2,4,38,42,123,5,54,3,360
"020140706","02","Caba","02014","Comuna 2",0,2,18,0,1,22,75,0,2,9,63,43,147,7,66,5,460
"020140707","02","Caba","02014","Comuna 2",1,4,24,0,1,27,82,0,3,20,66,57,231,11,100,8,635
"020140708","02","Caba","02014","Comuna 2",0,6,15,0,0,17,48,0,0,13,33,16,82,1,29,4,264
"020140709","02","Caba","02014","Comuna 2",0,3,21,0,1,23,64,0,0,7,58,42,133,4,49,5,410
"020140801","02","Caba","02014","Comuna 2",0,1,10,0,0,17,58,0,2,11,48,45,129,3,69,9,402
"020140802","02","Caba","02014","Comuna 2",1,3,24,0,0,13,87,0,2,11,57,45,209,6,71,4,533
"020140803","02","Caba","02014","Comuna 2",9,8,28,0,0,26,111,0,3,21,63,75,220,10,116,2,692
"020140804","02","Caba","02014","Comuna 2",3,7,23,1,0,33,108,0,1,16,84,68,267,10,138,10,769
"020140805","02","Caba","02014","Comuna 2",4,5,11,0,0,21,95,0,5,21,80,65,263,10,80,3,663
"020140806","02","Caba","02014","Comuna 2",0,7,29,1,1,35,123,1,2,22,98,58,256,9,136,7,785
"020140807","02","Caba","02014","Comuna 2",1,5,54,0,1,36,220,1,13,52,161,112,500,18,222,6,1402
"020140808","02","Caba","02014","Comuna 2",7,4,23,0,3,11,101,2,3,21,72,45,219,6,111,9,637
"020140901","02","Caba","02014","Comuna 2",0,2,13,1,0,13,61,1,2,12,45,33,164,9,52,2,410
"020140902","02","Caba","02014","Comuna 2",3,3,13,0,1,14,59,0,0,11,48,42,131,6,81,2,414
"020140903","02","Caba","02014","Comuna 2",0,6,26,0,0,21,89,0,5,16,58,48,209,12,84,4,578
"020140904","02","Caba","02014","Comuna 2",0,6,23,0,2,27,96,0,7,23,85,62,200,10,94,9,644
"020140905","02","Caba","02014","Comuna 2",8,3,24,0,1,31,104,0,7,18,88,60,228,3,95,6,676
"020140906","02","Caba","02014","Comuna 2",3,7,27,0,1,23,105,0,5,13,72,66,228,13,83,5,651
"020140907","02","Caba","02014","Comuna 2",12,3,17,0,2,30,75,0,1,16,62,61,196,11,72,4,562
"020140908","02","Caba","02014","Comuna 2",5,12,24,0,1,52,142,0,4,22,104,83,333,15,102,3,902
"020140909","02","Caba","02014","Comuna 2",0,7,30,0,0,20,130,4,4,30,92,64,295,20,98,3,797
"020141001","02","Caba","02014","Comuna 2",4,2,21,0,0,26,100,0,3,27,67,52,217,19,87,3,628
"020141002","02","Caba","02014","Comuna 2",3,8,12,0,2,13,62,1,1,16,60,48,128,8,42,4,408
"020141003","02","Caba","02014","Comuna 2",0,3,15,0,0,11,45,0,1,9,62,28,132,6,59,1,372
"020141004","02","Caba","02014","Comuna 2",0,1,21,0,0,17,80,0,3,17,59,69,226,10,103,2,608
"020141005","02","Caba","02014","Comuna 2",1,1,14,0,0,16,91,0,2,16,71,62,160,6,46,1,487
"020141006","02","Caba","02014","Comuna 2",2,1,16,0,0,16,49,0,0,9,44,32,144,7,71,4,395
"020141007","02","Caba","02014","Comuna 2",0,8,26,0,0,17,96,1,0,19,82,80,235,14,95,9,682
"020141008","02","Caba","02014","Comuna 2",5,2,16,0,1,16,93,0,0,13,66,55,222,4,73,1,567
"020141009","02","Caba","02014","Comuna 2",0,7,14,0,0,12,61,0,4,6,55,47,141,4,59,0,410
"020141101","02","Caba","02014","Comuna 2",3,5,28,0,1,38,114,0,3,19,107,55,252,15,135,4,779
"020141102","02","Caba","02014","Comuna 2",0,1,13,0,0,11,44,0,0,8,30,26,133,3,35,3,307
"020141103","02","Caba","02014","Comuna 2",13,9,20,0,1,36,98,1,2,25,98,84,306,25,153,9,880
"020141104","02","Caba","02014","Comuna 2",2,10,25,0,1,38,115,1,2,33,105,75,286,12,132,9,846
"020141105","02","Caba","02014","Comuna 2",3,3,9,0,0,11,37,0,1,11,36,30,136,6,61,2,346
"020141106","02","Caba","02014","Comuna 2",3,3,16,0,1,20,55,0,0,15,52,53,150,6,63,3,440
"020141201","02","Caba","02014","Comuna 2",1,2,14,0,1,16,85,0,3,15,65,43,179,6,92,5,527
"020141202","02","Caba","02014","Comuna 2",0,2,14,0,0,16,72,1,0,17,50,38,152,7,74,4,447
"020141203","02","Caba","02014","Comuna 2",0,5,25,0,0,26,72,0,0,10,67,49,186,7,69,7,523
"020141204","02","Caba","02014","Comuna 2",5,2,26,1,2,21,109,1,2,23,105,74,297,9,105,5,787
"020141205","02","Caba","02014","Comuna 2",6,6,21,0,0,34,112,0,4,25,101,55,234,13,106,4,721
"020141206","02","Caba","02014","Comuna 2",4,4,26,0,0,18,54,0,0,7,56,45,178,5,79,0,476
"020141207","02","Caba","02014","Comuna 2",0,2,11,0,0,16,29,0,1,5,37,27,109,5,50,1,293
"020141301","02","Caba","02014","Comuna 2",0,4,26,0,0,33,119,0,10,19,80,62,261,9,105,6,734
"020141302","02","Caba","02014","Comuna 2",5,3,24,0,0,20,69,0,2,16,67,50,213,14,83,2,568
"020141303","02","Caba","02014","Comuna 2",4,7,19,0,0,23,73,0,1,17,74,65,244,8,89,4,628
"020141304","02","Caba","02014","Comuna 2",1,2,17,0,0,21,93,2,2,11,68,55,217,14,101,9,613
"020141305","02","Caba","02014","Comuna 2",2,5,15,0,0,20,84,0,3,33,79,60,206,5,104,6,622
"020141306","02","Caba","02014","Comuna 2",0,2,23,0,1,16,67,0,2,7,46,43,157,8,72,3,447
"020141307","02","Caba","02014","Comuna 2",0,9,28,0,2,30,134,0,3,14,93,81,255,7,106,14,776
"020141401","02","Caba","02014","Comuna 2",0,2,18,0,0,14,50,0,1,13,39,32,103,5,50,3,330
"020141402","02","Caba","02014","Comuna 2",0,2,12,0,0,8,51,0,2,8,39,37,118,5,46,3,331
"020141403","02","Caba","02014","Comuna 2",0,5,7,0,0,10,27,0,1,11,34,25,90,5,40,1,256
"020141404","02","Caba","02014","Comuna 2",0,3,14,0,0,19,73,0,1,16,50,49,157,8,61,5,456
"020141405","02","Caba","02014","Comuna 2",1,6,19,0,0,30,69,0,0,19,64,45,180,5,78,5,521
"020141406","02","Caba","02014","Comuna 2",5,6,31,0,0,24,94,0,2,22,84,70,249,5,116,4,712
"020141407","02","Caba","02014","Comuna 2",4,2,16,0,3,30,84,0,7,9,58,48,159,20,92,6,538
"020141408","02","Caba","02014","Comuna 2",5,5,23,0,0,27,71,2,2,21,70,52,184,10,59,3,534
"020141409","02","Caba","02014","Comuna 2",0,8,29,0,1,38,118,1,2,22,86,79,265,17,116,6,788
"020141410","02","Caba","02014","Comuna 2",6,7,37,0,0,37,103,0,1,14,80,58,223,10,92,7,675
"020141501","02","Caba","02014","Comuna 2",1,2,19,0,0,13,66,0,0,5,55,23,145,5,72,0,406
"020141502","02","Caba","02014","Comuna 2",2,5,17,0,0,21,63,0,1,11,45,65,151,8,88,2,479
"020141503","02","Caba","02014","Comuna 2",2,4,26,0,1,28,96,1,4,17,103,86,338,15,159,6,886
"020141504","02","Caba","02014","Comuna 2",1,2,23,0,0,11,69,0,4,9,66,35,141,7,71,4,443
"020141505","02","Caba","02014","Comuna 2",4,0,11,1,0,6,28,0,2,10,30,38,85,3,35,4,257
"020141506","02","Caba","02014","Comuna 2",1,5,20,0,0,18,79,0,0,9,53,35,157,7,71,3,458
"020141507","02","Caba","02014","Comuna 2",4,1,15,0,0,10,54,0,1,11,55,33,140,10,55,3,392
"020141508","02","Caba","02014","Comuna 2",5,1,17,1,0,18,78,0,3,14,49,40,176,10,80,5,497
"020141601","02","Caba","02014","Comuna 2",11,2,10,1,0,18,67,1,3,9,47,47,144,6,50,1,417
"020141602","02","Caba","02014","Comuna 2",0,3,23,0,0,14,76,1,3,8,39,43,175,9,73,1,468
"020141603","02","Caba","02014","Comuna 2",1,5,17,0,2,25,75,0,2,13,54,35,177,5,74,2,487
"020141604","02","Caba","02014","Comuna 2",3,3,10,0,0,19,63,0,2,8,47,36,126,9,79,3,408
"020141605","02","Caba","02014","Comuna 2",1,5,22,0,1,18,66,1,0,15,55,39,199,7,89,7,525
"020141606","02","Caba","02014","Comuna 2",10,3,16,0,1,11,82,0,2,9,57,52,151,8,71,4,477
"020141607","02","Caba","02014","Comuna 2",22,4,26,1,2,24,110,7,11,21,82,64,194,14,80,3,665
"020141608","02","Caba","02014","Comuna 2",0,5,14,0,0,14,75,4,2,7,47,25,153,7,66,3,422
"020141701","02","Caba","02014","Comuna 2",0,6,26,0,0,37,96,1,3,12,80,62,231,9,100,6,669
"020141702","02","Caba","02014","Comuna 2",1,2,27,0,0,16,85,1,1,9,85,44,193,6,69,4,543
"020141703","02","Caba","02014","Comuna 2",2,2,24,0,1,38,103,0,0,22,83,61,228,8,94,1,667
"020141704","02","Caba","02014","Comuna 2",0,1,9,0,0,16,45,0,1,8,39,17,78,7,39,4,264
"020141705","02","Caba","02014","Comuna 2",0,4,21,0,3,21,59,1,1,12,48,47,147,5,63,0,432
"020141706","02","Caba","02014","Comuna 2",7,7,26,2,2,37,116,0,1,24,82,64,234,7,109,10,728
"020141707","02","Caba","02014","Comuna 2",1,6,29,0,1,46,90,1,8,24,85,50,215,4,73,4,637
"020141708","02","Caba","02014","Comuna 2",8,9,36,0,1,19,81,0,4,12,74,44,167,8,60,3,526
"020141709","02","Caba","02014","Comuna 2",0,3,11,0,1,16,64,0,2,13,54,45,138,6,67,7,427
"020141801","02","Caba","02014","Comuna 2",7,1,22,0,0,27,95,0,2,15,75,44,201,13,91,1,594
"020141802","02","Caba","02014","Comuna 2",23,10,30,1,1,43,130,1,1,21,91,91,282,11,108,4,848
"020141803","02","Caba","02014","Comuna 2",0,5,28,0,0,24,80,0,3,16,72,50,183,3,86,4,554
"020141804","02","Caba","02014","Comuna 2",1,4,13,0,0,16,45,0,1,7,51,36,86,7,36,3,306
"020141805","02","Caba","02014","Comuna 2",2,2,16,1,0,25,69,0,1,10,53,39,123,9,53,5,408
"020141806","02","Caba","02014","Comuna 2",4,3,27,0,0,24,94,0,2,12,60,55,152,10,75,3,521
"020141807","02","Caba","02014","Comuna 2",0,4,19,0,0,17,70,0,2,14,47,32,134,10,55,2,406
