id,nomoficial,nombre_norm,barrio,barrio_par,barrio_imp,comuna,tipo_c,long,geometry,wikidata_id,figura_nombre,partido_madre,partido_raw,tipo_figura,fuente_match,calle_wikidata_id,calle_wikidata_label
17859,RIVADAVIA AV.,RIVADAVIA,Floresta,Floresta,Floresta,10.0,AVENIDA,100.3503484880461,"LINESTRING (-58.47460416631702 -34.63206174571311, -58.475654518054995 -34.63231566052833)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19489,RIVADAVIA AV.,RIVADAVIA,Villa Luro,Villa Luro,Villa Luro,10.0,AVENIDA,127.6600086119232,"LINESTRING (-58.50204722699769 -34.63780081862802, -58.5023957318307 -34.637850496601075, -58.50341722441569 -34.63800572968594)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19508,RIVADAVIA AV.,RIVADAVIA,Villa Luro,Villa Luro,Villa Luro,10.0,AVENIDA,48.51372152413855,"LINESTRING (-58.50341722441569 -34.63800572968594, -58.50393760084119 -34.63808478348479)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19537,RIVADAVIA AV.,RIVADAVIA,Villa Luro,Villa Luro,Villa Luro,10.0,AVENIDA,53.67907577084645,"LINESTRING (-58.50393760084119 -34.63808478348479, -58.50451336484759 -34.6381723375625)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19607,RIVADAVIA AV.,RIVADAVIA,Villa Luro,Villa Luro,Villa Luro,10.0,AVENIDA,132.5314159907835,"LINESTRING (-58.50451336484759 -34.6381723375625, -58.50463351110724 -34.6381906069298, -58.50593144284027 -34.63840347194884)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19675,RIVADAVIA AV.,RIVADAVIA,Villa Luro,Villa Luro,Villa Luro,10.0,AVENIDA,132.5776086765748,"LINESTRING (-58.50593144284027 -34.63840347194884, -58.507347999477 -34.638643041165075)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19740,RIVADAVIA AV.,RIVADAVIA,Villa Luro,Villa Luro,Villa Luro,10.0,AVENIDA,126.6254289773898,"LINESTRING (-58.507347999477 -34.638643041165075, -58.50869861523667 -34.638881139592684)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19755,RIVADAVIA AV.,RIVADAVIA,Liniers,Liniers,Liniers,9.0,AVENIDA,123.7628238525759,"LINESTRING (-58.52121475133302 -34.63893140215715, -58.52256109554453 -34.638851881440004)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19756,RIVADAVIA AV.,RIVADAVIA,Liniers,Liniers,Liniers,9.0,AVENIDA,107.4300588071636,"LINESTRING (-58.52256109554453 -34.638851881440004, -58.52266853370368 -34.638845491102465, -58.523727430334944 -34.638930957728064)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19768,RIVADAVIA AV.,RIVADAVIA,Liniers,Liniers,Liniers,9.0,AVENIDA,62.05787375464578,"LINESTRING (-58.52053944635357 -34.63896855228626, -58.52095829692785 -34.63894729845951, -58.52121475133302 -34.63893140215715)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19784,RIVADAVIA AV.,RIVADAVIA,Liniers,Liniers,Liniers,9.0,AVENIDA,72.09428250243624,"LINESTRING (-58.51975465479243 -34.639008425486885, -58.52053944635357 -34.63896855228626)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19432,RIVADAVIA AV.,RIVADAVIA,Villa Luro,Villa Luro,Villa Luro,10.0,AVENIDA,104.9308022627252,"LINESTRING (-58.500919488675976 -34.637640113871285, -58.50204722699769 -34.63780081862802)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19794,RIVADAVIA AV.,RIVADAVIA,Liniers,Liniers,Liniers,9.0,AVENIDA,126.3627177373032,"LINESTRING (-58.523727430334944 -34.638930957728064, -58.525098116861685 -34.63904921560778)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19815,RIVADAVIA AV.,RIVADAVIA,Villa Luro,Villa Luro,Villa Luro,10.0,AVENIDA,126.6824071259462,"LINESTRING (-58.50869861523667 -34.638881139592684, -58.50977749334853 -34.63906953773071, -58.510050770406934 -34.63911570130208)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19831,RIVADAVIA AV.,RIVADAVIA,Liniers,Liniers,Liniers,9.0,AVENIDA,124.8234996389173,"LINESTRING (-58.51740982378428 -34.639136179642385, -58.51876802039859 -34.639059653311236)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19832,RIVADAVIA AV.,RIVADAVIA,Liniers,Liniers,Liniers,9.0,AVENIDA,121.7783703785744,"LINESTRING (-58.525098116861685 -34.63904921560778, -58.52642082257345 -34.639148398243876)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19842,RIVADAVIA AV.,RIVADAVIA,Liniers,Liniers,Liniers,9.0,AVENIDA,101.9286860837397,"LINESTRING (-58.51629954973901 -34.63918011828134, -58.51705061396639 -34.6391564090875, -58.51740982378428 -34.639136179642385)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19844,RIVADAVIA AV.,RIVADAVIA,Liniers,Liniers,Liniers,9.0,AVENIDA,35.72840324477777,"LINESTRING (-58.51591017196581 -34.63919239965633, -58.51629954973901 -34.63918011828134)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19856,RIVADAVIA AV.,RIVADAVIA,Liniers,Liniers,Liniers,9.0,AVENIDA,148.0630566395939,"LINESTRING (-58.51429659674889 -34.6392444235305, -58.514488217917176 -34.639237300937495, -58.51591017196581 -34.63919239965633)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19858,RIVADAVIA AV.,RIVADAVIA,Liniers,Liniers,Liniers,9.0,AVENIDA,118.8511452321604,"LINESTRING (-58.52642082257345 -34.639148398243876, -58.52771090180787 -34.63925251338785)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19875,RIVADAVIA AV.,RIVADAVIA,Liniers,Liniers,Liniers,9.0,AVENIDA,119.8383007142682,"LINESTRING (-58.51299094782754 -34.63929320236389, -58.51429659674889 -34.6392444235305)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19889,RIVADAVIA AV.,RIVADAVIA,Liniers,Liniers,Liniers,9.0,AVENIDA,127.1061980836267,"LINESTRING (-58.510050770406934 -34.63911570130208, -58.51140889466789 -34.6393453160318)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19891,RIVADAVIA AV.,RIVADAVIA,Liniers,Liniers,Liniers,9.0,AVENIDA,145.17487285065,"LINESTRING (-58.51140889466789 -34.6393453160318, -58.51299094782754 -34.63929320236389)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19797,RIVADAVIA AV.,RIVADAVIA,Liniers,Liniers,Liniers,9.0,AVENIDA,90.64424808152788,"LINESTRING (-58.51876802039859 -34.639059653311236, -58.518964835592804 -34.6390485776251, -58.51975465479243 -34.639008425486885)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
13043,RIVADAVIA AV.,RIVADAVIA,Almagro,Almagro,Almagro,5.0,AVENIDA,66.99496987118405,"LINESTRING (-58.42861008980869 -34.614819952979836, -58.42925418849797 -34.61510478602278)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19384,RIVADAVIA AV.,RIVADAVIA,Villa Luro,Villa Luro,Villa Luro,10.0,AVENIDA,136.0524991914764,"LINESTRING (-58.49945705717741 -34.63743280778935, -58.499679961422025 -34.63746344601367, -58.500919488675976 -34.637640113871285)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19285,RIVADAVIA AV.,RIVADAVIA,Villa Luro,Villa Luro,Villa Luro,10.0,AVENIDA,134.8533656562617,"LINESTRING (-58.49655531214095 -34.63703391148387, -58.496738849210026 -34.63706090380795, -58.49781706302613 -34.63720750620676, -58.49800605341873 -34.63723343873142)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
17948,RIVADAVIA AV.,RIVADAVIA,Floresta,Floresta,Floresta,10.0,AVENIDA,104.5034801032216,"LINESTRING (-58.475654518054995 -34.63231566052833, -58.47674832885628 -34.63258012499061)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
18016,RIVADAVIA AV.,RIVADAVIA,Floresta,Floresta,Floresta,10.0,AVENIDA,104.6741041913289,"LINESTRING (-58.47674832885628 -34.63258012499061, -58.47784393583375 -34.63284500195659)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
18109,RIVADAVIA AV.,RIVADAVIA,Floresta,Floresta,Floresta,10.0,AVENIDA,103.7694129417565,"LINESTRING (-58.47784393583375 -34.63284500195659, -58.47893009230175 -34.633107546312935)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
18230,RIVADAVIA AV.,RIVADAVIA,Floresta,Floresta,Floresta,10.0,AVENIDA,137.4041127232881,"LINESTRING (-58.47893009230175 -34.633107546312935, -58.48036831440387 -34.63345517392272)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
18314,RIVADAVIA AV.,RIVADAVIA,Floresta,Floresta,Floresta,10.0,AVENIDA,128.1084852513903,"LINESTRING (-58.48036831440387 -34.63345517392272, -58.48170924579221 -34.633779277913874)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
18350,RIVADAVIA AV.,RIVADAVIA,Floresta,Floresta,Floresta,10.0,AVENIDA,64.04784177829944,"LINESTRING (-58.48170924579221 -34.633779277913874, -58.482379630204235 -34.63394135959821)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
18389,RIVADAVIA AV.,RIVADAVIA,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,AVENIDA,53.35595134039111,"LINESTRING (-58.482379630204235 -34.63394135959821, -58.482938143836684 -34.63407627228901)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
18424,RIVADAVIA AV.,RIVADAVIA,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,AVENIDA,33.14432896139193,"LINESTRING (-58.482938143836684 -34.63407627228901, -58.48329313615576 -34.63413252432649)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
18493,RIVADAVIA AV.,RIVADAVIA,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,AVENIDA,86.52487553832638,"LINESTRING (-58.48329313615576 -34.63413252432649, -58.48420122220781 -34.634344493946)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
18537,RIVADAVIA AV.,RIVADAVIA,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,AVENIDA,63.45769639089914,"LINESTRING (-58.48420122220781 -34.634344493946, -58.48486130159359 -34.63451632986144)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19330,RIVADAVIA AV.,RIVADAVIA,Villa Luro,Villa Luro,Villa Luro,10.0,AVENIDA,134.8726725952736,"LINESTRING (-58.49800605341873 -34.63723343873142, -58.49945705717741 -34.63743280778935)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
18578,RIVADAVIA AV.,RIVADAVIA,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,AVENIDA,56.00707044192936,"LINESTRING (-58.48486130159359 -34.63451632986144, -58.485451659607655 -34.63464582060429)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
18730,RIVADAVIA AV.,RIVADAVIA,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,AVENIDA,95.50476030503629,"LINESTRING (-58.486700408454446 -34.63494158439197, -58.4877051950201 -34.63516827168934)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
18828,RIVADAVIA AV.,RIVADAVIA,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,AVENIDA,165.9130015382231,"LINESTRING (-58.4877051950201 -34.63516827168934, -58.48943668436556 -34.635602404537394)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
18940,RIVADAVIA AV.,RIVADAVIA,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,AVENIDA,157.7190177484197,"LINESTRING (-58.48943668436556 -34.635602404537394, -58.48986013620837 -34.635698701783404, -58.4909618377676 -34.635962413984785, -58.49106231354079 -34.63603555776842)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
18986,RIVADAVIA AV.,RIVADAVIA,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,AVENIDA,67.97019573796615,"LINESTRING (-58.49106231354079 -34.63603555776842, -58.49177448580224 -34.63620553604874)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19014,RIVADAVIA AV.,RIVADAVIA,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,AVENIDA,34.11602910892617,"LINESTRING (-58.49177448580224 -34.63620553604874, -58.492131936371536 -34.63629087542086)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19075,RIVADAVIA AV.,RIVADAVIA,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,AVENIDA,93.43545800292866,"LINESTRING (-58.492131936371536 -34.63629087542086, -58.493115073581116 -34.63651233129266)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19100,RIVADAVIA AV.,RIVADAVIA,,Villa Luro,Velez Sarsfield,,AVENIDA,51.38430976001811,"LINESTRING (-58.493115073581116 -34.63651233129266, -58.49366014990569 -34.636619873901104)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19104,RIVADAVIA AV.,RIVADAVIA,,Villa Luro,Velez Sarsfield,,AVENIDA,12.96171919688816,"LINESTRING (-58.49366014990569 -34.636619873901104, -58.4937980163531 -34.63664568481897)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19157,RIVADAVIA AV.,RIVADAVIA,Villa Luro,Villa Luro,Villa Luro,10.0,AVENIDA,121.7684625853444,"LINESTRING (-58.4937980163531 -34.63664568481897, -58.49413714429871 -34.63670912127201, -58.49510577038797 -34.63683373284941)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
19210,RIVADAVIA AV.,RIVADAVIA,Villa Luro,Villa Luro,Villa Luro,10.0,AVENIDA,66.48528727120502,"LINESTRING (-58.49510577038797 -34.63683373284941, -58.49519326039604 -34.63689203382109, -58.4952342402994 -34.63690483716267, -58.495796969157944 -34.6369738524403)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
18664,RIVADAVIA AV.,RIVADAVIA,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,AVENIDA,119.1131758814846,"LINESTRING (-58.485451659607655 -34.63464582060429, -58.486700408454446 -34.63494158439197)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
12957,RIVADAVIA AV.,RIVADAVIA,Almagro,Almagro,Almagro,5.0,AVENIDA,105.0225715634001,"LINESTRING (-58.42760047424999 -34.61437331785382, -58.42861008980869 -34.614819952979836)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
12825,RIVADAVIA AV.,RIVADAVIA,Almagro,Almagro,Almagro,5.0,AVENIDA,155.530859518318,"LINESTRING (-58.42610527515737 -34.61371194696906, -58.42760047424999 -34.61437331785382)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
12650,RIVADAVIA AV.,RIVADAVIA,Almagro,Almagro,Almagro,5.0,AVENIDA,121.1838737106044,"LINESTRING (-58.42494026774466 -34.613196649820445, -58.42610527515737 -34.61371194696906)",Q188891,Bernardino Rivadavia,Liberalismo,Partido Unitario,politico,wikidata_p138,Q790488,Avenida Rivadavia
31323,"BALBIN, RICARDO, DR. AV.",RICARDO BALBIN,Saavedra,Saavedra,Saavedra,12.0,AVENIDA,13.79967404123919,"LINESTRING (-58.48602518089283 -34.55497858143896, -58.48617372807529 -34.554997788806965)",Q7322551,Ricardo Balbín,UCR,Unión Cívica Radical,politico,wikidata_p138,Q5714031,Avenida Ricardo Balbín
31324,"BALBIN, RICARDO, DR. AV.",RICARDO BALBIN,Saavedra,Saavedra,Saavedra,12.0,SENDERO,27.68314714589004,"LINESTRING (-58.48631317386412 -34.55480540354392, -58.48659004903021 -34.554904378623505)",Q7322551,Ricardo Balbín,UCR,Unión Cívica Radical,politico,wikidata_p138,Q5714031,Avenida Ricardo Balbín
31325,"BALBIN, RICARDO, DR. AV.",RICARDO BALBIN,Saavedra,Saavedra,Saavedra,12.0,AVENIDA,65.65591320017688,"LINESTRING (-58.48659004903021 -34.554904378623505, -58.48662103352843 -34.5548502272367, -58.4867278030299 -34.5548217087344, -58.48703780019229 -34.55481309807341, -58.487258246040966 -34.5548187534392)",Q7322551,Ricardo Balbín,UCR,Unión Cívica Radical,politico,wikidata_p138,Q5714031,Avenida Ricardo Balbín
31326,"BALBIN, RICARDO, DR. AV.",RICARDO BALBIN,Saavedra,Saavedra,Saavedra,12.0,AVENIDA,30.99656745106954,"LINESTRING (-58.487258246040966 -34.5548187534392, -58.487595803751006 -34.55482723433711)",Q7322551,Ricardo Balbín,UCR,Unión Cívica Radical,politico,wikidata_p138,Q5714031,Avenida Ricardo Balbín
31327,"BALBIN, RICARDO, DR. AV.",RICARDO BALBIN,Saavedra,Saavedra,Saavedra,12.0,AVENIDA,72.87664341011077,"LINESTRING (-58.487595803751006 -34.55482723433711, -58.48813314345042 -34.55484992161773, -58.48835947216723 -34.55494883864327)",Q7322551,Ricardo Balbín,UCR,Unión Cívica Radical,politico,wikidata_p138,Q5714031,Avenida Ricardo Balbín
31328,"BALBIN, RICARDO, DR. AV.",RICARDO BALBIN,Saavedra,Saavedra,Saavedra,12.0,AVENIDA,86.68078856672963,"LINESTRING (-58.48659004903021 -34.554904378623505, -58.48665939215793 -34.55498700789176, -58.48748218621682 -34.55499254316449)",Q7322551,Ricardo Balbín,UCR,Unión Cívica Radical,politico,wikidata_p138,Q5714031,Avenida Ricardo Balbín
31329,"BALBIN, RICARDO, DR. AV.",RICARDO BALBIN,Saavedra,Saavedra,Saavedra,12.0,AVENIDA,82.0147217098704,"LINESTRING (-58.48748218621682 -34.55499254316449, -58.48796786022071 -34.55501524164763, -58.48809530741397 -34.55502376446635, -58.48835947216723 -34.55494883864327)",Q7322551,Ricardo Balbín,UCR,Unión Cívica Radical,politico,wikidata_p138,Q5714031,Avenida Ricardo Balbín
31330,"BALBIN, RICARDO, DR. AV.",RICARDO BALBIN,Saavedra,Saavedra,Saavedra,12.0,AVENIDA,23.82290574658433,"LINESTRING (-58.486035467287536 -34.55481044400566, -58.48609747758156 -34.554847478936516, -58.48609060784022 -34.5549158743415, -58.48602518089283 -34.55497858143896)",Q7322551,Ricardo Balbín,UCR,Unión Cívica Radical,politico,wikidata_p138,Q5714031,Avenida Ricardo Balbín
31331,"BALBIN, RICARDO, DR. AV.",RICARDO BALBIN,Saavedra,Saavedra,Saavedra,12.0,AVENIDA,414.9904812420552,"LINESTRING (-58.48384969043683 -34.55486855235453, -58.484051686279074 -34.55482087357497, -58.48514885620943 -34.55486635490264, -58.4853949369818 -34.55487652212025, -58.4859564712476 -34.55489980002831, -58.486279157024434 -34.55490255668834, -58.48659004903021 -34.554904378623505, -58.48666355380676 -34.5549050190057, -58.4867691863011 -34.554905632563774, -58.48719282412517 -34.55491259281114, -58.48753313040202 -34.554918230097755, -58.48785411466989 -34.55492351820241, -58.48835947216723 -34.55494883864327)",Q7322551,Ricardo Balbín,UCR,Unión Cívica Radical,politico,wikidata_p138,Q5714031,Avenida Ricardo Balbín
6149,"RAVIGNANI, EMILIO, DR.",EMILIO RAVIGNANI,Chacarita,Chacarita,Chacarita,15.0,CALLE,106.826517519799,"LINESTRING (-58.4450587921736 -34.58692140173696, -58.444299834138015 -34.586191132133806)",Q5831295,Emilio Ravignani,UCR,Unión Cívica Radical,politico,wikidata_p138,Q9008789,"Instituto de Historia Argentina y Americana ""Dr. Emilio Ravignani"""
31322,"BALBIN, RICARDO, DR. AV.",RICARDO BALBIN,Saavedra,Saavedra,Saavedra,12.0,AVENIDA,87.34417443130911,"LINESTRING (-58.485074508157794 -34.55495881108057, -58.485970071326705 -34.55498429146208, -58.48602518089283 -34.55497858143896)",Q7322551,Ricardo Balbín,UCR,Unión Cívica Radical,politico,wikidata_p138,Q5714031,Avenida Ricardo Balbín
5993,"RAVIGNANI, EMILIO, DR.",EMILIO RAVIGNANI,Chacarita,Chacarita,Chacarita,15.0,CALLE,115.6020376702552,"LINESTRING (-58.444299834138015 -34.586191132133806, -58.443478573934314 -34.58540084654664)",Q5831295,Emilio Ravignani,UCR,Unión Cívica Radical,politico,wikidata_p138,Q9008789,"Instituto de Historia Argentina y Americana ""Dr. Emilio Ravignani"""
5627,"RAVIGNANI, EMILIO, DR.",EMILIO RAVIGNANI,Palermo,Palermo,Palermo,14.0,CALLE,168.2366644060092,"LINESTRING (-58.442523673098236 -34.58449912219146, -58.442282501785634 -34.58427886564385, -58.441268614977005 -34.583393600309286)",Q5831295,Emilio Ravignani,UCR,Unión Cívica Radical,politico,wikidata_p138,Q9008789,"Instituto de Historia Argentina y Americana ""Dr. Emilio Ravignani"""
5390,"RAVIGNANI, EMILIO, DR.",EMILIO RAVIGNANI,Palermo,Palermo,Palermo,14.0,CALLE,125.5326283782224,"LINESTRING (-58.441268614977005 -34.583393600309286, -58.441111043077214 -34.58325596361506, -58.44033025792441 -34.58257010236521)",Q5831295,Emilio Ravignani,UCR,Unión Cívica Radical,politico,wikidata_p138,Q9008789,"Instituto de Historia Argentina y Americana ""Dr. Emilio Ravignani"""
5223,"RAVIGNANI, EMILIO, DR.",EMILIO RAVIGNANI,Palermo,Palermo,Palermo,14.0,CALLE,126.1776771162544,"LINESTRING (-58.44033025792441 -34.58257010236521, -58.44015345087742 -34.582414713989266, -58.43938510846347 -34.581743919662166)",Q5831295,Emilio Ravignani,UCR,Unión Cívica Radical,politico,wikidata_p138,Q9008789,"Instituto de Historia Argentina y Americana ""Dr. Emilio Ravignani"""
5075,"RAVIGNANI, EMILIO, DR.",EMILIO RAVIGNANI,Palermo,Palermo,Palermo,14.0,CALLE,131.7180310654411,"LINESTRING (-58.43938510846347 -34.581743919662166, -58.43839775632837 -34.580882016036306)",Q5831295,Emilio Ravignani,UCR,Unión Cívica Radical,politico,wikidata_p138,Q9008789,"Instituto de Historia Argentina y Americana ""Dr. Emilio Ravignani"""
4879,"RAVIGNANI, EMILIO, DR.",EMILIO RAVIGNANI,Palermo,Palermo,Palermo,14.0,CALLE,90.71334358645403,"LINESTRING (-58.43839775632837 -34.580882016036306, -58.43771779846155 -34.5802884135983)",Q5831295,Emilio Ravignani,UCR,Unión Cívica Radical,politico,wikidata_p138,Q9008789,"Instituto de Historia Argentina y Americana ""Dr. Emilio Ravignani"""
4756,"RAVIGNANI, EMILIO, DR.",EMILIO RAVIGNANI,Palermo,Palermo,Palermo,14.0,CALLE,69.0058127618608,"LINESTRING (-58.43771779846155 -34.5802884135983, -58.43753963884066 -34.58013288024841, -58.437200430821015 -34.57983695754751)",Q5831295,Emilio Ravignani,UCR,Unión Cívica Radical,politico,wikidata_p138,Q9008789,"Instituto de Historia Argentina y Americana ""Dr. Emilio Ravignani"""
4674,"RAVIGNANI, EMILIO, DR.",EMILIO RAVIGNANI,Palermo,Palermo,Palermo,14.0,CALLE,85.98779493646623,"LINESTRING (-58.437200430821015 -34.57983695754751, -58.43655572944099 -34.57927441299739)",Q5831295,Emilio Ravignani,UCR,Unión Cívica Radical,politico,wikidata_p138,Q9008789,"Instituto de Historia Argentina y Americana ""Dr. Emilio Ravignani"""
4567,"RAVIGNANI, EMILIO, DR.",EMILIO RAVIGNANI,Palermo,Palermo,Palermo,14.0,CALLE,123.4331728799683,"LINESTRING (-58.43655572944099 -34.57927441299739, -58.435630231243785 -34.57846693784146)",Q5831295,Emilio Ravignani,UCR,Unión Cívica Radical,politico,wikidata_p138,Q9008789,"Instituto de Historia Argentina y Americana ""Dr. Emilio Ravignani"""
4433,"RAVIGNANI, EMILIO, DR.",EMILIO RAVIGNANI,Palermo,Palermo,Palermo,14.0,CALLE,83.54516768244093,"LINESTRING (-58.435630231243785 -34.57846693784146, -58.43500385116233 -34.577920375346075)",Q5831295,Emilio Ravignani,UCR,Unión Cívica Radical,politico,wikidata_p138,Q9008789,"Instituto de Historia Argentina y Americana ""Dr. Emilio Ravignani"""
4329,"RAVIGNANI, EMILIO, DR.",EMILIO RAVIGNANI,Palermo,Palermo,Palermo,14.0,CALLE,133.2478604248108,"LINESTRING (-58.43500385116233 -34.577920375346075, -58.43400484339652 -34.57704864403881)",Q5831295,Emilio Ravignani,UCR,Unión Cívica Radical,politico,wikidata_p138,Q9008789,"Instituto de Historia Argentina y Americana ""Dr. Emilio Ravignani"""
