wikidata_id,nombre,alias,partido_raw,inicio_mandato,fin_mandato,sitelinks,tipo,partido_madre,sitelinks_max
Q5662792,Alberto Barceló,Alberto Barcelo,Partido Conservador,,,2,politico,Liberalismo,2
Q6056325,Pablo Piana,,Partido Justicialista,,,1,politico,PJ,1
Q6456064,Juan Manuel Casella,,Unión Cívica Radical,,,2,politico,UCR,2
Q22232767,Carlos Martín Torres,Carlos Martin Torres,Partido Justicialista,,,1,politico,PJ,1
Q18674432,Ernesto F. Bavio,Ernesto Francisco Bavio,Unión Cívica Radical,,,2,politico,UCR,2
Q21402108,Cecilio Salazar,Salazar,Cambiemos,,,3,politico,PRO,3
Q4678262,Ada Itúrrez de Cappellini,Ada Iturrez de Cappellini,Partido Justicialista,,,5,politico,PJ,5
Q5664429,Aldo Cantoni,,Partido Bloquista,,,2,politico,Sin clasificar,2
Q5950062,Juan Ingallinella,Inga,Partido Comunista,,,4,politico,Izquierda,4
Q16565816,Ezequiel de la Serna,,Partido Autonomista Nacional,,,1,politico,Liberalismo,1
Q63444318,Rodrigo López Molina,Rodrigo Manuel López Molina,Propuesta Republicana,,,4,politico,PRO,4
Q63444318,Rodrigo López Molina,Rodrigo Manuel Roy López Molina,Propuesta Republicana,,,4,politico,PRO,4
Q63444318,Rodrigo López Molina,Rodrigo Roy Manuel López Molina,Propuesta Republicana,,,4,politico,PRO,4
Q63444318,Rodrigo López Molina,Roy López Molina,Propuesta Republicana,,,4,politico,PRO,4
Q61855404,Marcelo Dileo,Julio Marcelo Dileo,Unión Cívica Radical,,,1,politico,UCR,1
Q5889604,Gustavo Ferrari,Gustavo Alfredo Horacio Ferrari,Unión Celeste y Blanco,,,2,politico,Sin clasificar,2
Q5998895,Mario Monteverde,,Unión Cívica Radical,,,1,politico,UCR,1
Q111481661,Juan Carlos Polini,,Unión Cívica Radical,,,2,politico,UCR,2
Q18755636,Oraldo Britos,Oraldo Norvel Britos,Partido Justicialista,,,3,politico,PJ,3
Q20990904,Mariano Cascallares,,Partido Justicialista,,,2,politico,PJ,2
Q8076814,Ángel Borlenghi,Borlenghi,Partido Socialista,,,5,politico,PS,5
Q5934353,Hugo Perié,Hugo Perie,Partido Justicialista,,,4,politico,PJ,4
Q5934353,Hugo Perié,Hugo Ruben Perie,Partido Justicialista,,,4,politico,PJ,4
Q5934353,Hugo Perié,Hugo Rubén Perie,Partido Justicialista,,,4,politico,PJ,4
Q101210427,Patricia Mounier,,Frente para la Victoria,,,2,politico,PJ,2
Q85853384,Carlos Zavala,Carlos Edgardo Zavala,Unión Cívica Radical,,,1,politico,UCR,1
Q17274747,Felipe Santiago Pérez,Felipe Santiago Perez,Partido Justicialista,,,2,politico,PJ,2
Q5904691,Hugo Vaca Narvaja,Hugo Miguel Vaca Narvaja,Unión Cívica Radical,,,1,politico,UCR,1
Q6107445,Reynaldo Pastor,Reynaldo Alberto Pastor,Partido Demócrata (Argentina),,,2,politico,Liberalismo,2
Q5904691,Hugo Vaca Narvaja,Miguel Hugo Vaca Narvaja Morra,Unión Cívica Radical,,,1,politico,UCR,1
Q118868124,Oscar Saliba,Oscar Elías Mario Saliba,Juntos por el Cambio,,,1,politico,PRO,1
Q2894286,José Luis Machinea,Jose Luis Machinea,Unión Cívica Radical,,,5,politico,UCR,5
Q5833342,Enrique Godoy,,Partido Autonomista Nacional,,,3,politico,Liberalismo,3
Q16594562,Luis Monteverde,,Unión Cívica Radical,,,2,politico,UCR,2
Q19521806,Daniel Gollán,Daniel Gollan,Partido Justicialista,,,4,politico,PJ,4
Q19521806,Daniel Gollán,Daniel Gustavo Gollan,Partido Justicialista,,,4,politico,PJ,4
Q128211695,Rafael Ielpi,Negro,Coalición Cívica ARI,,,0,politico,UCR,0
Q96337718,Héctor Sandler,,Unión del Pueblo Argentino,,,1,politico,Sin clasificar,1
Q6069237,Pedro José Pérez,Pedro Jose Perez,Unión Cívica Radical,,,2,politico,UCR,2
Q9025155,Luis León,Luis Agustin Leon,Unión Cívica Radical,,,3,politico,UCR,3
Q9025155,Luis León,Luis Agustin León,Unión Cívica Radical,,,3,politico,UCR,3
Q9025155,Luis León,Luis Agustín Leon,Unión Cívica Radical,,,3,politico,UCR,3
Q9025155,Luis León,Luis Agustín León,Unión Cívica Radical,,,3,politico,UCR,3
Q9025155,Luis León,Luis Leon,Unión Cívica Radical,,,3,politico,UCR,3
Q41658584,Alfredo Héctor Luenzo,Alfredo H. Luenzo,Chubut Somos Todos,,,3,politico,Sin clasificar,3
Q41658584,Alfredo Héctor Luenzo,Alfredo Héctor González Luenzo,Chubut Somos Todos,,,3,politico,Sin clasificar,3
Q41658584,Alfredo Héctor Luenzo,Alfredo Luenzo,Chubut Somos Todos,,,3,politico,Sin clasificar,3
Q1997520,Victorio Codovilla,Vittorio Codovilla,Juventud Socialista Argentina,,,7,politico,Sin clasificar,7
Q125407582,Alfredo Vallejos,,Unión Cívica Radical,,,1,politico,UCR,1
