"radios","cod_prov","Provincia","cod_depto","Departamento","HNBI_TOT_Sí","HNBI_TOT_No","Total"
"020491511","02","Caba","02049","Comuna 7",26,353,379
"020491601","02","Caba","02049","Comuna 7",6,265,271
"020491602","02","Caba","02049","Comuna 7",6,287,293
"020491603","02","Caba","02049","Comuna 7",4,286,290
"020491604","02","Caba","02049","Comuna 7",4,278,282
"020491605","02","Caba","02049","Comuna 7",14,266,280
"020491606","02","Caba","02049","Comuna 7",5,323,328
"020491607","02","Caba","02049","Comuna 7",24,380,404
"020491608","02","Caba","02049","Comuna 7",19,361,380
"020491609","02","Caba","02049","Comuna 7",39,424,463
"020491701","02","Caba","02049","Comuna 7",52,244,296
"020491702","02","Caba","02049","Comuna 7",19,59,78
"020491703","02","Caba","02049","Comuna 7",10,27,37
"020491704","02","Caba","02049","Comuna 7",9,64,73
"020491705","02","Caba","02049","Comuna 7",5,31,36
"020491706","02","Caba","02049","Comuna 7",15,77,92
"020491707","02","Caba","02049","Comuna 7",14,58,72
"020491708","02","Caba","02049","Comuna 7",10,23,33
"020491709","02","Caba","02049","Comuna 7",12,50,62
"020491710","02","Caba","02049","Comuna 7",20,57,77
"020491711","02","Caba","02049","Comuna 7",6,23,29
"020491712","02","Caba","02049","Comuna 7",3,30,33
"020491713","02","Caba","02049","Comuna 7",5,18,23
"020491801","02","Caba","02049","Comuna 7",14,61,75
"020491802","02","Caba","02049","Comuna 7",17,50,67
"020491803","02","Caba","02049","Comuna 7",10,61,71
"020491804","02","Caba","02049","Comuna 7",14,73,87
"020491805","02","Caba","02049","Comuna 7",11,86,97
"020491806","02","Caba","02049","Comuna 7",22,97,119
"020491807","02","Caba","02049","Comuna 7",16,156,172
"020491808","02","Caba","02049","Comuna 7",1,61,62
"020491809","02","Caba","02049","Comuna 7",9,56,65
"020491810","02","Caba","02049","Comuna 7",15,49,64
"020491811","02","Caba","02049","Comuna 7",3,20,23
"020491812","02","Caba","02049","Comuna 7",0,13,13
"020491813","02","Caba","02049","Comuna 7",14,101,115
"020491901","02","Caba","02049","Comuna 7",44,243,287
"020491902","02","Caba","02049","Comuna 7",63,221,284
"020491903","02","Caba","02049","Comuna 7",103,223,326
"020491904","02","Caba","02049","Comuna 7",60,369,429
"020491905","02","Caba","02049","Comuna 7",61,252,313
"020491906","02","Caba","02049","Comuna 7",45,359,404
"020492001","02","Caba","02049","Comuna 7",18,438,456
"020492002","02","Caba","02049","Comuna 7",4,258,262
"020492003","02","Caba","02049","Comuna 7",4,308,312
"020492004","02","Caba","02049","Comuna 7",15,261,276
"020492005","02","Caba","02049","Comuna 7",13,327,340
"020492006","02","Caba","02049","Comuna 7",23,286,309
"020492007","02","Caba","02049","Comuna 7",8,285,293
"020492008","02","Caba","02049","Comuna 7",19,590,609
"020492009","02","Caba","02049","Comuna 7",27,328,355
"020492010","02","Caba","02049","Comuna 7",61,472,533
"020492011","02","Caba","02049","Comuna 7",21,359,380
"020492012","02","Caba","02049","Comuna 7",11,254,265
