id,nomoficial,nombre_norm,barrio,barrio_par,barrio_imp,comuna,tipo_c,long,geometry,wikidata_id,figura_nombre,partido_madre,tipo_figura,fuente_match
3,"PAZ, GRAL. AV.",PAZ,Nuñez,Nuñez,Nuñez,13.0,AVENIDA,145.4747858645993,"LINESTRING (-58.46561093444613 -34.53507012444892, -58.465767943878525 -34.53516012373912, -58.46586095932405 -34.53524695508765, -58.46597593031819 -34.53532963084649, -58.466116601524654 -34.5354160383981, -58.466338798589014 -34.535523359825596, -58.466506872184354 -34.535604202714126, -58.46661265298602 -34.535671384746706, -58.466760565799966 -34.535925542216425)",,,,,
4,DEL LIBERTADOR AV.,DEL LIBERTADOR,Nuñez,Nuñez,Nuñez,13.0,AVENIDA,10.15259850067383,"LINESTRING (-58.466760565799966 -34.535925542216425, -58.46680762229164 -34.53584272180944)",,,,,
6,LA CACHILA,LA CACHILA,Nuñez,Nuñez,Nuñez,13.0,CALLE,119.6960365647372,"LINESTRING (-58.46502726359528 -34.536034948083625, -58.46561093444613 -34.53507012444892)",,,,,
7,VEDIA,VEDIA,Nuñez,Nuñez,Nuñez,13.0,CALLE,43.73858249078506,"LINESTRING (-58.46680762229164 -34.53584272180944, -58.46720972641727 -34.53605419399296)",,,,,
8,"PAZ, GRAL. AV.",PAZ,Nuñez,Nuñez,Nuñez,13.0,AVENIDA,89.68114676073733,"LINESTRING (-58.46720972641727 -34.53605419399296, -58.467348432077564 -34.535918552130504, -58.46759990115368 -34.53592607894341, -58.46806514945492 -34.53610000987763)",,,,,
9,VEDIA,VEDIA,Nuñez,Nuñez,Nuñez,13.0,CALLE,78.26452285831536,"LINESTRING (-58.46720972641727 -34.53605419399296, -58.46780263160793 -34.536366223959114, -58.46793054025062 -34.53643086874658)",,,,,
10,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,Nuñez,Nuñez,13.0,CALLE,38.72820076764663,"LINESTRING (-58.46793054025062 -34.53643086874658, -58.46806514945492 -34.53610000987763)",,,,,
11,LA CACHILA,LA CACHILA,Nuñez,Nuñez,Nuñez,13.0,CALLE,76.07420716909479,"LINESTRING (-58.464590002143815 -34.536597290170874, -58.46467822537144 -34.53656733666139, -58.464791289851874 -34.536429714367245, -58.46502726359528 -34.536034948083625)",,,,,
12,"CALZADILLA, SANTIAGO",SANTIAGO CALZADILLA,Nuñez,Nuñez,Nuñez,13.0,CALLE,214.4892831145691,"LINESTRING (-58.46252481792732 -34.53573319995575, -58.46439545735613 -34.5365841878322, -58.46449951649071 -34.53661226736594, -58.464590002143815 -34.536597290170874)",,,,,
13,"PAZ, GRAL. AV.",PAZ,Nuñez,Nuñez,Nuñez,13.0,AVENIDA,99.93614453869867,"LINESTRING (-58.468344113648705 -34.536229297819794, -58.46901735789398 -34.53652906469473, -58.4692123270257 -34.536599972748526, -58.46931079088061 -34.536642574683334)",,,,,
14,PICO,PICO,Nuñez,Nuñez,Nuñez,13.0,CALLE,137.7522208571402,"LINESTRING (-58.46502726359528 -34.536034948083625, -58.465485615777105 -34.53627389063322, -58.46630369452358 -34.536687686836736)",,,,,
15,DEL LIBERTADOR AV.,DEL LIBERTADOR,Nuñez,Nuñez,Nuñez,13.0,AVENIDA,94.39198797752489,"LINESTRING (-58.46630369452358 -34.536687686836736, -58.466598632888 -34.53621041328422, -58.466760565799966 -34.535925542216425)",,,,,
18,"PAZ, GRAL. AV.",PAZ,Nuñez,Nuñez,Nuñez,13.0,AVENIDA,74.31409024865467,"LINESTRING (-58.46931079088061 -34.536642574683334, -58.46938857484927 -34.536676304101185, -58.470025401925724 -34.536957263902)",,,,,
19,VEDIA,VEDIA,Nuñez,Nuñez,Nuñez,13.0,CALLE,94.72221777485359,"LINESTRING (-58.46816811099651 -34.53655106125667, -58.46904845151857 -34.53699639931662)",,,,,
20,3 DE FEBRERO,3 DE FEBRERO,Nuñez,Nuñez,Nuñez,13.0,CALLE,46.05100307930488,"LINESTRING (-58.46904845151857 -34.53699639931662, -58.46931079088061 -34.536642574683334)",,,,,
21,PICO,PICO,Nuñez,Nuñez,Nuñez,13.0,CALLE,135.8436558588927,"LINESTRING (-58.46630369452358 -34.536687686836736, -58.46756618812389 -34.53732639821828)",,,,,
22,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,Nuñez,Nuñez,13.0,CALLE,104.8250553687274,"LINESTRING (-58.46756618812389 -34.53732639821828, -58.46793054025062 -34.53643086874658)",,,,,
23,PICO,PICO,Nuñez,Nuñez,Nuñez,13.0,CALLE,68.33736154141829,"LINESTRING (-58.46783804631094 -34.5374621173361, -58.468480198633515 -34.53777369837224)",,,,,
24,DEL LIBERTADOR AV.,DEL LIBERTADOR,Nuñez,Nuñez,Nuñez,13.0,AVENIDA,99.85142892200899,"LINESTRING (-58.465808605775 -34.537489127234146, -58.46630369452358 -34.536687686836736)",,,,,
25,GRECIA,GRECIA,Nuñez,Nuñez,Nuñez,13.0,CALLE,62.64139259586495,"LINESTRING (-58.46995370618401 -34.53750946522669, -58.47001309635787 -34.53738079667737, -58.47004976036951 -34.53720156466502, -58.47003400557058 -34.53706282954563, -58.470025401925724 -34.536957263902)",,,,,
27,3 DE FEBRERO,3 DE FEBRERO,Nuñez,Nuñez,Nuñez,13.0,CALLE,100.7815688382444,"LINESTRING (-58.468480198633515 -34.53777369837224, -58.46904845151857 -34.53699639931662)",,,,,
29,"PAZ, GRAL. AV.",PAZ,Nuñez,Nuñez,Nuñez,13.0,AVENIDA,125.455731940772,"LINESTRING (-58.470025401925724 -34.536957263902, -58.470208800066125 -34.537038171255794, -58.47113651921078 -34.537446999074724, -58.471230402129315 -34.53749064939773)",,,,,
30,VEDIA,VEDIA,Nuñez,Nuñez,Nuñez,13.0,CALLE,81.85188798034761,"LINESTRING (-58.47016263347508 -34.53756213108251, -58.470922536012196 -34.537948081892644)",,,,,
31,DEHEZA,DEHEZA,Nuñez,Nuñez,Nuñez,13.0,CALLE,123.9473617472039,"LINESTRING (-58.465808605775 -34.537489127234146, -58.4669602178343 -34.538072352636114)",,,,,
32,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,Nuñez,Nuñez,13.0,CALLE,99.71244818506884,"LINESTRING (-58.4669602178343 -34.538072352636114, -58.46756618812389 -34.53732639821828)",,,,,
33,PICO,PICO,Nuñez,Nuñez,Nuñez,13.0,CALLE,99.97384819799011,"LINESTRING (-58.468480198633515 -34.53777369837224, -58.46940094443272 -34.538254935850986)",,,,,
34,GRECIA,GRECIA,Nuñez,Nuñez,Nuñez,13.0,CALLE,97.0261676362525,"LINESTRING (-58.46940094443272 -34.538254935850986, -58.46995370618401 -34.53750946522669)",,,,,
35,DEHEZA,DEHEZA,Nuñez,Nuñez,Nuñez,13.0,CALLE,30.44960449206307,"LINESTRING (-58.4669602178343 -34.538072352636114, -58.46724274534102 -34.53821615062994)",,,,,
36,DEL LIBERTADOR AV.,DEL LIBERTADOR,Nuñez,Nuñez,Nuñez,13.0,AVENIDA,100.6341152645439,"LINESTRING (-58.46530959300562 -34.538296833350344, -58.465808605775 -34.537489127234146)",,,,,
37,"PAZ, GRAL. AV.",PAZ,Nuñez,Nuñez,Nuñez,13.0,AVENIDA,100.5618826695627,"LINESTRING (-58.47220041802847 -34.537935037363646, -58.47260296768956 -34.53811353308749, -58.4731673908295 -34.5383609599415)",,,,,
38,VEDIA,VEDIA,Nuñez,Nuñez,Nuñez,13.0,CALLE,99.87491229866767,"LINESTRING (-58.470922536012196 -34.537948081892644, -58.47184976447851 -34.538419018534206)",,,,,
39,ARCOS,ARCOS,Nuñez,Nuñez,Nuñez,13.0,CALLE,62.60100480036567,"LINESTRING (-58.47184976447851 -34.538419018534206, -58.47220041802847 -34.537935037363646)",,,,,
40,DEHEZA,DEHEZA,Nuñez,Nuñez,Nuñez,13.0,CALLE,44.53815699985006,"LINESTRING (-58.467485359624916 -34.53833933976845, -58.46789976543158 -34.53854810774596)",,,,,
41,3 DE FEBRERO,3 DE FEBRERO,Nuñez,Nuñez,Nuñez,13.0,CALLE,101.0920766815412,"LINESTRING (-58.46789976543158 -34.53854810774596, -58.468480198633515 -34.53777369837224)",,,,,
42,PICO,PICO,Nuñez,Nuñez,Nuñez,13.0,CALLE,101.194646619403,"LINESTRING (-58.46940094443272 -34.538254935850986, -58.470341273907536 -34.53873095382001)",,,,,
43,O'HIGGINS,O'HIGGINS,Nuñez,Nuñez,Nuñez,13.0,CALLE,101.9308275871712,"LINESTRING (-58.470341273907536 -34.53873095382001, -58.470922536012196 -34.537948081892644)",,,,,
44,"PAZ, GRAL. AV.",PAZ,Nuñez,Nuñez,Nuñez,13.0,AVENIDA,101.0740206997642,"LINESTRING (-58.4731673908295 -34.5383609599415, -58.47400322320223 -34.538727307403825, -58.474141351730765 -34.53878581784663)",,,,,
45,"PAZ, GRAL. AV.",PAZ,Nuñez,Nuñez,Nuñez,13.0,AVENIDA,154.6142929363611,"LINESTRING (-58.46897848519874 -34.536055316626516, -58.469628838824754 -34.53635582041761, -58.47045732432357 -34.53672212685345)",,,,,
46,ARIAS,ARIAS,Nuñez,Nuñez,Nuñez,13.0,CALLE,116.2423828160381,"LINESTRING (-58.46530959300562 -34.538296833350344, -58.46639108691649 -34.53884182475854)",,,,,
47,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,Nuñez,Nuñez,13.0,CALLE,100.0813938577547,"LINESTRING (-58.46639108691649 -34.53884182475854, -58.4669602178343 -34.538072352636114)",,,,,
48,VEDIA,VEDIA,Nuñez,Nuñez,Nuñez,13.0,CALLE,99.9138062305176,"LINESTRING (-58.47184976447851 -34.538419018534206, -58.47277734382046 -34.53889015934395)",,,,,
49,CUBA,CUBA,Nuñez,Nuñez,Nuñez,13.0,CALLE,68.76475870191204,"LINESTRING (-58.47277734382046 -34.53889015934395, -58.4731673908295 -34.5383609599415)",,,,,
50,DEHEZA,DEHEZA,Nuñez,Nuñez,Nuñez,13.0,CALLE,100.6694986573929,"LINESTRING (-58.46789976543158 -34.53854810774596, -58.46883515355372 -34.53902174304802)",,,,,
51,GRECIA,GRECIA,Nuñez,Nuñez,Nuñez,13.0,CALLE,99.66917474166931,"LINESTRING (-58.46883515355372 -34.53902174304802, -58.46940094443272 -34.538254935850986)",,,,,
52,DEL LIBERTADOR AV.,DEL LIBERTADOR,Nuñez,Nuñez,Nuñez,13.0,AVENIDA,95.48057226640749,"LINESTRING (-58.46483601552283 -34.53906312749244, -58.4651337789106 -34.53858135047062, -58.46530959300562 -34.538296833350344)",,,,,
53,ARIAS,ARIAS,Nuñez,Nuñez,Nuñez,13.0,CALLE,53.84839251148612,"LINESTRING (-58.46639108691649 -34.53884182475854, -58.46688858278246 -34.53909898419952)",,,,,
54,PICO,PICO,Nuñez,Nuñez,Nuñez,13.0,CALLE,99.97656524023458,"LINESTRING (-58.470341273907536 -34.53873095382001, -58.47127037996868 -34.53920112002357)",,,,,
55,ARCOS,ARCOS,Nuñez,Nuñez,Nuñez,13.0,CALLE,101.7676731471705,"LINESTRING (-58.47127037996868 -34.53920112002357, -58.47184976447851 -34.538419018534206)",,,,,
56,ARIAS,ARIAS,Nuñez,Nuñez,Nuñez,13.0,CALLE,20.79513009004445,"LINESTRING (-58.46713070924214 -34.53922792153252, -58.46732383209402 -34.53932589448244)",,,,,
57,3 DE FEBRERO,3 DE FEBRERO,Nuñez,Nuñez,Nuñez,13.0,CALLE,101.1939707849829,"LINESTRING (-58.46732383209402 -34.53932589448244, -58.46789976543158 -34.53854810774596)",,,,,
58,"PAZ, GRAL. AV.",PAZ,Nuñez,Nuñez,Nuñez,13.0,AVENIDA,139.6005901106397,"LINESTRING (-58.474141351730765 -34.53878581784663, -58.47515804500854 -34.53921707242582, -58.47548797909249 -34.53937008048666)",,,,,
59,VEDIA,VEDIA,Nuñez,Nuñez,Nuñez,13.0,CALLE,100.6995730305379,"LINESTRING (-58.47277734382046 -34.53889015934395, -58.473275223075404 -34.53914294306314, -58.47371131694336 -34.539366222229056)",,,,,
60,VUELTA DE OBLIGADO,VUELTA DE OBLIGADO,Nuñez,Nuñez,Nuñez,13.0,CALLE,75.52590557140708,"LINESTRING (-58.47371131694336 -34.539366222229056, -58.474141351730765 -34.53878581784663)",,,,,
61,DEHEZA,DEHEZA,Nuñez,Nuñez,Nuñez,13.0,CALLE,100.9187449247412,"LINESTRING (-58.46883515355372 -34.53902174304802, -58.469772850145105 -34.53949656823915)",,,,,
62,O'HIGGINS,O'HIGGINS,Nuñez,Nuñez,Nuñez,13.0,CALLE,99.68243060486446,"LINESTRING (-58.469772850145105 -34.53949656823915, -58.470341273907536 -34.53873095382001)",,,,,
64,RAMALLO,RAMALLO,Nuñez,Nuñez,Nuñez,13.0,CALLE,108.939626783706,"LINESTRING (-58.46483601552283 -34.53906312749244, -58.46584722011705 -34.539577067381856)",,,,,
65,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,Nuñez,Nuñez,13.0,CALLE,95.63166367367384,"LINESTRING (-58.46584722011705 -34.539577067381856, -58.46639108691649 -34.53884182475854)",,,,,
66,PICO,PICO,Nuñez,Nuñez,Nuñez,13.0,CALLE,99.38845752547826,"LINESTRING (-58.47127037996868 -34.53920112002357, -58.47219396448327 -34.539668603398844)",,,,,
67,CUBA,CUBA,Nuñez,Nuñez,Nuñez,13.0,CALLE,101.6146335374219,"LINESTRING (-58.47219396448327 -34.539668603398844, -58.47277734382046 -34.53889015934395)",,,,,
68,ARIAS,ARIAS,Nuñez,Nuñez,Nuñez,13.0,CALLE,100.8343039246734,"LINESTRING (-58.46732383209402 -34.53932589448244, -58.46787139901869 -34.539603206235824, -58.46826075756118 -34.539800308740176)",,,,,
69,GRECIA,GRECIA,Nuñez,Nuñez,Nuñez,13.0,CALLE,101.1938999136686,"LINESTRING (-58.46826075756118 -34.539800308740176, -58.46883515355372 -34.53902174304802)",,,,,
70,DEL LIBERTADOR AV.,DEL LIBERTADOR,Nuñez,Nuñez,Nuñez,13.0,AVENIDA,101.944575176293,"LINESTRING (-58.46433026092702 -34.5398812522829, -58.46483601552283 -34.53906312749244)",,,,,
71,DEHEZA,DEHEZA,Nuñez,Nuñez,Nuñez,13.0,CALLE,100.0813947585743,"LINESTRING (-58.469772850145105 -34.53949656823915, -58.47044076758872 -34.53983477906955, -58.470702727518365 -34.53996751332858)",,,,,
72,ARCOS,ARCOS,Nuñez,Nuñez,Nuñez,13.0,CALLE,99.71890336071174,"LINESTRING (-58.470702727518365 -34.53996751332858, -58.470790628786126 -34.53984856127887, -58.47127037996868 -34.53920112002357)",,,,,
73,VEDIA,VEDIA,Nuñez,Nuñez,Nuñez,13.0,CALLE,131.3011230783188,"LINESTRING (-58.47371131694336 -34.539366222229056, -58.47492769409571 -34.539988874819166)",,,,,
74,CABILDO AV.,CABILDO,,Saavedra,Nuñez,,AVENIDA,86.30720702655273,"LINESTRING (-58.47492769409571 -34.539988874819166, -58.47521167476994 -34.53974638937021, -58.47548797909249 -34.53937008048666)",,,,,
75,RAMALLO,RAMALLO,Nuñez,Nuñez,Nuñez,13.0,CALLE,106.5934697058161,"LINESTRING (-58.46584722011705 -34.539577067381856, -58.46683665014248 -34.54007994286758)",,,,,
76,3 DE FEBRERO,3 DE FEBRERO,Nuñez,Nuñez,Nuñez,13.0,CALLE,95.58516035268909,"LINESTRING (-58.46683665014248 -34.54007994286758, -58.466891473427076 -34.539903386191426, -58.46732383209402 -34.53932589448244)",,,,,
78,VEDIA,VEDIA,Saavedra,Saavedra,Saavedra,12.0,CALLE,47.02025538989431,"LINESTRING (-58.47492769409571 -34.539988874819166, -58.47541396431122 -34.54012203522876)",,,,,
79,PICO,PICO,Nuñez,Nuñez,Nuñez,13.0,CALLE,101.21463984224,"LINESTRING (-58.47219396448327 -34.539668603398844, -58.473134581060705 -34.540144599725004)",,,,,
80,VUELTA DE OBLIGADO,VUELTA DE OBLIGADO,Nuñez,Nuñez,Nuñez,13.0,CALLE,101.2880871960845,"LINESTRING (-58.473134581060705 -34.540144599725004, -58.47371131694336 -34.539366222229056)",,,,,
81,ARIAS,ARIAS,Nuñez,Nuñez,Nuñez,13.0,CALLE,59.85235896336942,"LINESTRING (-58.46826075756118 -34.539800308740176, -58.46881335507844 -34.540086636163316)",,,,,
82,O'HIGGINS,O'HIGGINS,Nuñez,Nuñez,Nuñez,13.0,CALLE,101.1631040900288,"LINESTRING (-58.469195906393814 -34.54027351864424, -58.469772850145105 -34.53949656823915)",,,,,
83,"PAZ, GRAL. AV.",PAZ,Saavedra,Saavedra,Saavedra,12.0,AVENIDA,212.9372593745566,"LINESTRING (-58.47548797909249 -34.53937008048666, -58.47587355366313 -34.5395489107356, -58.47634241899466 -34.539757035880434, -58.477447482510485 -34.540243897072884, -58.47753003939078 -34.54028036727998)",,,,,
84,CORREA,CORREA,Nuñez,Nuñez,Nuñez,13.0,CALLE,101.1605392949462,"LINESTRING (-58.46433026092702 -34.5398812522829, -58.46526904799383 -34.540358788105266)",,,,,
85,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,Nuñez,Nuñez,13.0,CALLE,101.6731476430885,"LINESTRING (-58.46526904799383 -34.540358788105266, -58.46584722011705 -34.539577067381856)",,,,,
86,DEHEZA,DEHEZA,Nuñez,Nuñez,Nuñez,13.0,CALLE,99.50703228210918,"LINESTRING (-58.470702727518365 -34.53996751332858, -58.47162699826989 -34.540436127679975)",,,,,
87,CUBA,CUBA,Nuñez,Nuñez,Nuñez,13.0,CALLE,99.79318962731924,"LINESTRING (-58.47162699826989 -34.540436127679975, -58.4721189991083 -34.53976861138399, -58.47219396448327 -34.539668603398844)",,,,,
88,RAMALLO,RAMALLO,Nuñez,Nuñez,Nuñez,13.0,CALLE,95.40930684175709,"LINESTRING (-58.46683665014248 -34.54007994286758, -58.46729324215724 -34.54031204736432, -58.4677222622352 -34.54053006628238)",,,,,
89,GRECIA,GRECIA,Nuñez,Nuñez,Nuñez,13.0,CALLE,94.85502016344475,"LINESTRING (-58.4677222622352 -34.54053006628238, -58.46826075756118 -34.539800308740176)",,,,,
90,DEL LIBERTADOR AV.,DEL LIBERTADOR,Nuñez,Nuñez,Nuñez,13.0,AVENIDA,101.8886116345217,"LINESTRING (-58.46382483684968 -34.540698952321236, -58.46433026092702 -34.5398812522829)",,,,,
91,"PAZ, GRAL. AV.",PAZ,Saavedra,Saavedra,Saavedra,12.0,AVENIDA,99.21503547566199,"LINESTRING (-58.47753003939078 -34.54028036727998, -58.4783679531626 -34.540650064872686, -58.478484469877934 -34.54069998128169)",,,,,
92,VEDIA,VEDIA,Saavedra,Saavedra,Saavedra,12.0,CALLE,186.5719948337724,"LINESTRING (-58.47541396431122 -34.54012203522876, -58.477303144821214 -34.540742165776116)",,,,,
93,VIDAL,VIDAL,Saavedra,Saavedra,Saavedra,12.0,CALLE,55.30187154050581,"LINESTRING (-58.477303144821214 -34.540742165776116, -58.47753003939078 -34.54028036727998)",,,,,
94,ARIAS,ARIAS,Nuñez,Nuñez,Nuñez,13.0,CALLE,100.3041376262031,"LINESTRING (-58.469195906393814 -34.54027351864424, -58.46939378007446 -34.54037372274205, -58.47012987402721 -34.54074277765396)",,,,,
95,ARCOS,ARCOS,Nuñez,Nuñez,Nuñez,13.0,CALLE,100.8072543810227,"LINESTRING (-58.47012987402721 -34.54074277765396, -58.470702727518365 -34.53996751332858)",,,,,
96,PICO,PICO,Nuñez,Nuñez,Nuñez,13.0,CALLE,131.3525213417523,"LINESTRING (-58.473134581060705 -34.540144599725004, -58.47326343581186 -34.54020980220429, -58.47435632597827 -34.540760919304816)",,,,,
97,CABILDO AV.,CABILDO,,Saavedra,Nuñez,,AVENIDA,100.4314025127636,"LINESTRING (-58.47435632597827 -34.540760919304816, -58.47492769409571 -34.539988874819166)",,,,,
99,CORREA,CORREA,Nuñez,Nuñez,Nuñez,13.0,CALLE,101.1253031147583,"LINESTRING (-58.46526904799383 -34.540358788105266, -58.466044697940866 -34.54075336060235, -58.46620776066095 -34.54083582370442)",,,,,
101,DEHEZA,DEHEZA,Nuñez,Nuñez,Nuñez,13.0,CALLE,101.1054457268453,"LINESTRING (-58.47162699826989 -34.540436127679975, -58.472566173487344 -34.540912198846286)",,,,,
102,VUELTA DE OBLIGADO,VUELTA DE OBLIGADO,Nuñez,Nuñez,Nuñez,13.0,CALLE,99.86887201004613,"LINESTRING (-58.472566173487344 -34.540912198846286, -58.47301553967489 -34.54030531756097, -58.473134581060705 -34.540144599725004)",,,,,
103,PICO,PICO,Saavedra,Saavedra,Saavedra,12.0,CALLE,39.79872138460649,"LINESTRING (-58.47435632597827 -34.540760919304816, -58.474586709627985 -34.54080737827816, -58.4747658143919 -34.5408740972262)",,,,,
106,"PISSARRO, VICTOR",VICTOR PISSARRO,Nuñez,Nuñez,Nuñez,13.0,CALLE,104.3230494271414,"LINESTRING (-58.46647703612894 -34.54097201762355, -58.46683665014248 -34.54007994286758)",,,,,
107,RAMALLO,RAMALLO,Nuñez,Nuñez,Nuñez,13.0,CALLE,100.3600977961098,"LINESTRING (-58.4677222622352 -34.54053006628238, -58.468653926904565 -34.54100342125445)",,,,,
108,O'HIGGINS,O'HIGGINS,Nuñez,Nuñez,Nuñez,13.0,CALLE,95.03566897835648,"LINESTRING (-58.468653926904565 -34.54100342125445, -58.469195906393814 -34.54027351864424)",,,,,
109,VEDIA,VEDIA,Saavedra,Saavedra,Saavedra,12.0,CALLE,99.01053940017725,"LINESTRING (-58.477303144821214 -34.540742165776116, -58.47830403100082 -34.54107473136877)",,,,,
111,"PAZ, GRAL. AV.",PAZ,Saavedra,Saavedra,Saavedra,12.0,AVENIDA,100.2520678593017,"LINESTRING (-58.478484469877934 -34.54069998128169, -58.47945439816292 -34.54111528986121)",,,,,
113,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,Nuñez,Nuñez,13.0,CALLE,101.2631748844135,"LINESTRING (-58.46469316283516 -34.54113733687065, -58.46526904799383 -34.540358788105266)",,,,,
114,ARIAS,ARIAS,Nuñez,Nuñez,Nuñez,13.0,CALLE,99.60881109182775,"LINESTRING (-58.47012987402721 -34.54074277765396, -58.47077048275728 -34.5410639454511, -58.47105653293562 -34.54120991721867)",,,,,
115,CUBA,CUBA,Nuñez,Nuñez,Nuñez,13.0,CALLE,100.553216614283,"LINESTRING (-58.47105653293562 -34.54120991721867, -58.47115379531339 -34.54107814711172, -58.47162699826989 -34.540436127679975)",,,,,
116,PICO,PICO,Saavedra,Saavedra,Saavedra,12.0,CALLE,100.528860617745,"LINESTRING (-58.47501301689153 -34.540946707853976, -58.476031598256796 -34.54127950163588)",,,,,
117,CORREA,CORREA,Nuñez,Nuñez,Nuñez,13.0,CALLE,72.01455927437217,"LINESTRING (-58.46647703612894 -34.54097201762355, -58.46696427035591 -34.54121834822622, -58.46714631372778 -34.54131066890125)",,,,,
118,GRECIA,GRECIA,Nuñez,Nuñez,Nuñez,13.0,CALLE,101.4605497716757,"LINESTRING (-58.46714631372778 -34.54131066890125, -58.4677222622352 -34.54053006628238)",,,,,
120,VEDIA,VEDIA,Saavedra,Saavedra,Saavedra,12.0,CALLE,99.55746961645092,"LINESTRING (-58.47830403100082 -34.54107473136877, -58.47931045731258 -34.54140911904443)",,,,,
121,CONESA,CONESA,Saavedra,Saavedra,Saavedra,12.0,CALLE,35.1722602380677,"LINESTRING (-58.47931045731258 -34.54140911904443, -58.47945439816292 -34.54111528986121)",,,,,
122,DEL LIBERTADOR AV.,DEL LIBERTADOR,Nuñez,Nuñez,Nuñez,13.0,AVENIDA,85.62531791272622,"LINESTRING (-58.46336529040063 -34.54137062760331, -58.46382483684968 -34.540698952321236)",,,,,
123,RAMALLO,RAMALLO,Nuñez,Nuñez,Nuñez,13.0,CALLE,100.5125149341256,"LINESTRING (-58.468653926904565 -34.54100342125445, -58.46885299319395 -34.54110461210455, -58.469588070114426 -34.541476064710444)",,,,,
124,ARCOS,ARCOS,Nuñez,Nuñez,Nuñez,13.0,CALLE,95.34721222198098,"LINESTRING (-58.469588070114426 -34.541476064710444, -58.47012987402721 -34.54074277765396)",,,,,
126,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,Nuñez,Nuñez,13.0,CALLE,46.29573856359955,"LINESTRING (-58.46442985370874 -34.54149326406158, -58.46469316283516 -34.54113733687065)",,,,,
127,"RIVADAVIA MARTIN, COMODORO",RIVADAVIA MARTIN,Nuñez,Nuñez,Nuñez,13.0,CALLE,497.3747461867637,"LINESTRING (-58.45957154448969 -34.537929355697806, -58.46308921202416 -34.54133936872003)",,,,,
128,DEL LIBERTADOR AV.,DEL LIBERTADOR,Nuñez,Nuñez,Nuñez,13.0,AVENIDA,29.09488161656877,"LINESTRING (-58.46318234066247 -34.54158479247798, -58.46336529040063 -34.54137062760331)",,,,,
129,DEHEZA,DEHEZA,Nuñez,Nuñez,Nuñez,13.0,CALLE,131.3828905355219,"LINESTRING (-58.472566173487344 -34.540912198846286, -58.47378664913973 -34.54153077772116)",,,,,
130,CABILDO AV.,CABILDO,,Saavedra,Nuñez,,AVENIDA,100.1432646665146,"LINESTRING (-58.47378664913973 -34.54153077772116, -58.47435632597827 -34.540760919304816)",,,,,
131,PICO,PICO,Saavedra,Saavedra,Saavedra,12.0,CALLE,85.93131404374485,"LINESTRING (-58.476031598256796 -34.54127950163588, -58.47690226706739 -34.54156399239275)",,,,,
132,VIDAL,VIDAL,Saavedra,Saavedra,Saavedra,12.0,CALLE,98.31605385300563,"LINESTRING (-58.47690226706739 -34.54156399239275, -58.477303144821214 -34.540742165776116)",,,,,
134,3 DE FEBRERO,3 DE FEBRERO,Nuñez,Nuñez,Nuñez,13.0,CALLE,100.9664991199841,"LINESTRING (-58.46563417874231 -34.54161240491072, -58.46620776066095 -34.54083582370442)",,,,,
135,ARIAS,ARIAS,Nuñez,Nuñez,Nuñez,13.0,CALLE,100.909793102193,"LINESTRING (-58.47105653293562 -34.54120991721867, -58.47172225666526 -34.54154952956871, -58.471993415726814 -34.54168571117723)",,,,,
136,VUELTA DE OBLIGADO,VUELTA DE OBLIGADO,Nuñez,Nuñez,Nuñez,13.0,CALLE,100.6365997870324,"LINESTRING (-58.471993415726814 -34.54168571117723, -58.472566173487344 -34.540912198846286)",,,,,
137,"MALHARRO, MARTIN A.",MARTIN A. MALHARRO,Saavedra,Saavedra,Saavedra,12.0,PASAJE,99.47387136631164,"LINESTRING (-58.47481852568044 -34.54136546931886, -58.47582613236172 -34.541695378429274)",,,,,
138,MOLDES,MOLDES,Saavedra,Saavedra,Saavedra,12.0,CALLE,49.84182131879965,"LINESTRING (-58.47582613236172 -34.541695378429274, -58.476031598256796 -34.54127950163588)",,,,,
139,VEDIA,VEDIA,Saavedra,Saavedra,Saavedra,12.0,CALLE,98.52017980082974,"LINESTRING (-58.47931045731258 -34.54140911904443, -58.48030642300127 -34.541739978647904)",,,,,
140,DEHEZA,DEHEZA,Saavedra,Saavedra,Saavedra,12.0,CALLE,55.04501291397697,"LINESTRING (-58.47378664913973 -34.54153077772116, -58.47407453112633 -34.54159392011575, -58.47434775253387 -34.5417000141485)",,,,,
143,CORREA,CORREA,Nuñez,Nuñez,Nuñez,13.0,CALLE,100.0777264378079,"LINESTRING (-58.46714631372778 -34.54131066890125, -58.46807594118587 -34.54178191555684)",,,,,
144,O'HIGGINS,O'HIGGINS,Nuñez,Nuñez,Nuñez,13.0,CALLE,101.3586234753479,"LINESTRING (-58.46807594118587 -34.54178191555684, -58.468653926904565 -34.54100342125445)",,,,,
