año,eleccion_tipo,recuento_tipo,padron_tipo,distrito_id,distrito_nombre,seccionprovincial_id,seccion_id,seccion_nombre,circuito_id,mesa_id,mesa_tipo,mesa_electores,cargo_nombre,votos_tipo,votos_cantidad,cargo_id,agrupacion_id,agrupacion_nombre
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,3,NATIVOS,347,DIPUTADO NACIONAL,RECURRIDOS,0,3,undefined,undefined
2021,GENERAL,PROVISORIO,COMANDO,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,3,NATIVOS,347,DIPUTADO NACIONAL,COMANDO,0,3,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,3,NATIVOS,347,DIPUTADO NACIONAL,IMPUGNADOS,0,3,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,3,NATIVOS,347,DIPUTADO NACIONAL,POSITIVO,96,3,501,JUNTOS POR EL CAMBIO
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,3,NATIVOS,347,DIPUTADO NACIONAL,POSITIVO,72,3,502,FRENTE DE TODOS
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,3,NATIVOS,347,DIPUTADO NACIONAL,POSITIVO,29,3,504,LA LIBERTAD AVANZA
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,3,NATIVOS,347,DIPUTADO NACIONAL,POSITIVO,17,3,503,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,3,NATIVOS,347,DIPUTADO NACIONAL,POSITIVO,13,3,187,AUTODETERMINACIÓN Y LIBERTAD
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,4,NATIVOS,352,DIPUTADO NACIONAL,BLANCOS,1,3,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,4,NATIVOS,352,DIPUTADO NACIONAL,NULOS,9,3,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,4,NATIVOS,352,DIPUTADO NACIONAL,RECURRIDOS,0,3,undefined,undefined
2021,GENERAL,PROVISORIO,COMANDO,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,4,NATIVOS,352,DIPUTADO NACIONAL,COMANDO,0,3,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,4,NATIVOS,352,DIPUTADO NACIONAL,IMPUGNADOS,0,3,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,4,NATIVOS,352,DIPUTADO NACIONAL,POSITIVO,85,3,502,FRENTE DE TODOS
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,4,NATIVOS,352,DIPUTADO NACIONAL,POSITIVO,84,3,501,JUNTOS POR EL CAMBIO
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,4,NATIVOS,352,DIPUTADO NACIONAL,POSITIVO,33,3,504,LA LIBERTAD AVANZA
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,4,NATIVOS,352,DIPUTADO NACIONAL,POSITIVO,21,3,503,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,4,NATIVOS,352,DIPUTADO NACIONAL,POSITIVO,7,3,187,AUTODETERMINACIÓN Y LIBERTAD
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,5,NATIVOS,351,DIPUTADO NACIONAL,BLANCOS,1,3,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,5,NATIVOS,351,DIPUTADO NACIONAL,NULOS,2,3,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,5,NATIVOS,351,DIPUTADO NACIONAL,RECURRIDOS,0,3,undefined,undefined
2021,GENERAL,PROVISORIO,COMANDO,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,5,NATIVOS,351,DIPUTADO NACIONAL,COMANDO,0,3,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,5,NATIVOS,351,DIPUTADO NACIONAL,IMPUGNADOS,0,3,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,5,NATIVOS,351,DIPUTADO NACIONAL,POSITIVO,102,3,501,JUNTOS POR EL CAMBIO
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,5,NATIVOS,351,DIPUTADO NACIONAL,POSITIVO,83,3,502,FRENTE DE TODOS
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,5,NATIVOS,351,DIPUTADO NACIONAL,POSITIVO,36,3,504,LA LIBERTAD AVANZA
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,5,NATIVOS,351,DIPUTADO NACIONAL,POSITIVO,19,3,503,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,5,NATIVOS,351,DIPUTADO NACIONAL,POSITIVO,5,3,187,AUTODETERMINACIÓN Y LIBERTAD
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,6,NATIVOS,349,DIPUTADO NACIONAL,BLANCOS,1,3,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,6,NATIVOS,349,DIPUTADO NACIONAL,NULOS,4,3,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,6,NATIVOS,349,DIPUTADO NACIONAL,RECURRIDOS,0,3,undefined,undefined
2021,GENERAL,PROVISORIO,COMANDO,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,6,NATIVOS,349,DIPUTADO NACIONAL,COMANDO,0,3,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,6,NATIVOS,349,DIPUTADO NACIONAL,IMPUGNADOS,0,3,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,6,NATIVOS,349,DIPUTADO NACIONAL,POSITIVO,92,3,502,FRENTE DE TODOS
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,6,NATIVOS,349,DIPUTADO NACIONAL,POSITIVO,87,3,501,JUNTOS POR EL CAMBIO
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,6,NATIVOS,349,DIPUTADO NACIONAL,POSITIVO,30,3,503,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,6,NATIVOS,349,DIPUTADO NACIONAL,POSITIVO,23,3,504,LA LIBERTAD AVANZA
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,6,NATIVOS,349,DIPUTADO NACIONAL,POSITIVO,12,3,187,AUTODETERMINACIÓN Y LIBERTAD
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,7,NATIVOS,349,DIPUTADO NACIONAL,BLANCOS,2,3,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,7,NATIVOS,349,DIPUTADO NACIONAL,NULOS,1,3,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,7,NATIVOS,349,DIPUTADO NACIONAL,RECURRIDOS,0,3,undefined,undefined
2021,GENERAL,PROVISORIO,COMANDO,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,7,NATIVOS,349,DIPUTADO NACIONAL,COMANDO,0,3,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,7,NATIVOS,349,DIPUTADO NACIONAL,IMPUGNADOS,0,3,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,7,NATIVOS,349,DIPUTADO NACIONAL,POSITIVO,89,3,501,JUNTOS POR EL CAMBIO
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,7,NATIVOS,349,DIPUTADO NACIONAL,POSITIVO,72,3,502,FRENTE DE TODOS
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,7,NATIVOS,349,DIPUTADO NACIONAL,POSITIVO,31,3,503,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,7,NATIVOS,349,DIPUTADO NACIONAL,POSITIVO,27,3,504,LA LIBERTAD AVANZA
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,7,NATIVOS,349,DIPUTADO NACIONAL,POSITIVO,8,3,187,AUTODETERMINACIÓN Y LIBERTAD
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,8,NATIVOS,348,DIPUTADO NACIONAL,BLANCOS,2,3,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,8,NATIVOS,348,DIPUTADO NACIONAL,NULOS,2,3,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,1,CIUDAD AUTÓNOMA DE BUENOS AIRES,0,1,Comuna 01,00001,8,NATIVOS,348,DIPUTADO NACIONAL,RECURRIDOS,0,3,undefined,undefined
