año,eleccion_tipo,recuento_tipo,padron_tipo,distrito_id,distrito_nombre,seccionprovincial_id,seccion_id,seccion_nombre,circuito_id,mesa_id,mesa_electores,cargo_id,mesa_tipo,cargo_nombre,agrupacion_id,agrupacion_nombre,votos_tipo,votos_cantidad
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,15,347,3,NATIVO,DIPUTADO NACIONAL,0503,UNION PRO,POSITIVO,65
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,15,347,3,NATIVO,DIPUTADO NACIONAL,0505,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,POSITIVO,16
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,15,347,3,NATIVO,DIPUTADO NACIONAL,0506,CAMINO POPULAR,POSITIVO,9
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,16,350,3,NATIVO,DIPUTADO NACIONAL,0187,AUTODETERMINACION Y LIBERTAD,POSITIVO,8
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,16,350,3,NATIVO,DIPUTADO NACIONAL,0501,FRENTE PARA LA VICTORIA,POSITIVO,67
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,16,350,3,NATIVO,DIPUTADO NACIONAL,0502,UNEN,POSITIVO,62
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,16,350,3,NATIVO,DIPUTADO NACIONAL,0503,UNION PRO,POSITIVO,74
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,16,350,3,NATIVO,DIPUTADO NACIONAL,0505,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,POSITIVO,15
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,16,350,3,NATIVO,DIPUTADO NACIONAL,0506,CAMINO POPULAR,POSITIVO,3
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,17,348,3,NATIVO,DIPUTADO NACIONAL,0187,AUTODETERMINACION Y LIBERTAD,POSITIVO,5
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,17,348,3,NATIVO,DIPUTADO NACIONAL,0501,FRENTE PARA LA VICTORIA,POSITIVO,82
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,17,348,3,NATIVO,DIPUTADO NACIONAL,0502,UNEN,POSITIVO,54
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,17,348,3,NATIVO,DIPUTADO NACIONAL,0503,UNION PRO,POSITIVO,70
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,17,348,3,NATIVO,DIPUTADO NACIONAL,0505,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,POSITIVO,14
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,17,348,3,NATIVO,DIPUTADO NACIONAL,0506,CAMINO POPULAR,POSITIVO,7
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,18,350,3,NATIVO,DIPUTADO NACIONAL,0187,AUTODETERMINACION Y LIBERTAD,POSITIVO,17
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,18,350,3,NATIVO,DIPUTADO NACIONAL,0501,FRENTE PARA LA VICTORIA,POSITIVO,58
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,18,350,3,NATIVO,DIPUTADO NACIONAL,0502,UNEN,POSITIVO,76
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,18,350,3,NATIVO,DIPUTADO NACIONAL,0503,UNION PRO,POSITIVO,70
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,18,350,3,NATIVO,DIPUTADO NACIONAL,0505,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,POSITIVO,18
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,18,350,3,NATIVO,DIPUTADO NACIONAL,0506,CAMINO POPULAR,POSITIVO,4
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,19,347,3,NATIVO,DIPUTADO NACIONAL,0187,AUTODETERMINACION Y LIBERTAD,POSITIVO,14
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,19,347,3,NATIVO,DIPUTADO NACIONAL,0501,FRENTE PARA LA VICTORIA,POSITIVO,55
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,19,347,3,NATIVO,DIPUTADO NACIONAL,0502,UNEN,POSITIVO,83
2013,GENERAL,PROVISORIO,NORMAL,1,Ciudad Autónoma Bs.As.,0,1,Comuna 01,0001,19,347,3,NATIVO,DIPUTADO NACIONAL,0503,UNION PRO,POSITIVO,68
